Time (s),no_pump,pump_1557.4654nm,no_pump,pump_1557.3nm,pump_1557.6nm
0.0,0.068693326,1.4590668,0.07303998999999999,1.5466932,2.4480266
5e-05,0.06738666,0.98390662,0.062826662,1.03637336,1.6854799999999996
0.0001,0.07410665999999999,0.9624266800000001,0.066959994,1.01578664,1.6557866
0.00015000000000000001,0.071079992,0.6598932399999999,0.07562666,0.68611996,1.1042664
0.0002,0.06455999400000001,0.6479732800000001,0.075413324,0.6689999400000001,1.08388
0.00025,0.07258666,0.46493330000000005,0.06890666200000001,0.47011996,0.7321066
0.00030000000000000003,0.079319994,0.45103995999999996,0.06782666200000001,0.46513328,0.7141066000000001
0.00035,0.063906662,0.33609330000000004,0.07691999199999999,0.33891994,0.5065466200000001
0.0004,0.07302666,0.33479996,0.07410666,0.33957328000000003,0.5015732799999999
0.00045000000000000004,0.068453326,0.25629332,0.06759999400000001,0.2543333,0.35863996
0.0005,0.06587999400000001,0.26562663999999997,0.082133324,0.25323996,0.35973332
0.00055,0.07194666000000001,0.21159995999999998,0.063693326,0.20401332,0.27147996
0.0006000000000000001,0.06891999200000001,0.22245330000000002,0.07737332599999999,0.2137733,0.27211998
0.0006500000000000001,0.07390666000000001,0.17995997999999996,0.060439994,0.16346664,0.22179994
0.0007,0.068906662,0.19144,0.062839996,0.17495998,0.22655995999999998
0.00075,0.07366666000000001,0.15782661999999997,0.080173326,0.13981334,0.17363997999999997
0.0008,0.059586664,0.17582664,0.081493326,0.1534933,0.18839998
0.0008500000000000001,0.08386666000000001,0.14762664,0.06477332799999999,0.14566666,0.15717334000000002
0.0009000000000000001,0.06674666,0.15543998,0.074119992,0.14523998,0.16995998
0.00095,0.074533328,0.14047998,0.06890665999999998,0.12442663999999999,0.14416002
0.001,0.07019999400000002,0.14502664,0.073679992,0.12094666000000001,0.15326666
0.0010500000000000002,0.07106666,0.14133334,0.065879994,0.13569334,0.13419998
0.0011,0.07758666,0.14590664,0.066093326,0.13896,0.13352
0.00115,0.06349332999999999,0.14048,0.07302666,0.10664001199999999,0.14958664000000002
0.0012000000000000001,0.06282666,0.13418668,0.072599992,0.13547998,0.14892
0.00125,0.074973326,0.13874664,0.06434666,0.10904,0.11641332
0.0013000000000000002,0.062613328,0.13546666,0.07259999200000002,0.13396,0.12702668
0.00135,0.078679994,0.13940002,0.06759999400000001,0.12161336,0.1356933
0.0014,0.068466662,0.13548,0.068253326,0.13026668000000002,0.13874665999999997
0.0014500000000000001,0.06803999200000002,0.1346133,0.074759994,0.114893318,0.13094666
0.0015,0.065653328,0.12963998000000002,0.062839994,0.11510667999999999,0.13896
0.0015500000000000002,0.071719992,0.14329329999999998,0.080613326,0.13158666,0.12182664000000001
0.0016,0.082573324,0.14697334,0.07671999199999999,0.12744002000000001,0.12053332000000001
0.00165,0.05805333,0.12637331999999998,0.061959995999999996,0.12138666000000001,0.14698666
0.0017000000000000001,0.077799992,0.12485332,0.06217332799999999,0.11986665999999999,0.13201332
0.00175,0.063706664,0.13873333999999998,0.077799994,0.12246665999999999,0.12444
0.0018000000000000002,0.06782666200000001,0.12897332,0.07389332600000001,0.12552002,0.12856
0.00185,0.07518666,0.13853332000000002,0.071719996,0.13050666,0.1214
0.0019,0.066306662,0.14002664,0.06911999399999999,0.11444000400000001,0.13830664
0.0019500000000000001,0.07130666000000001,0.12572,0.07563999200000002,0.12181331799999999,0.11922666
0.002,0.061319996,0.13611995999999998,0.06585332799999999,0.12030668000000003,0.11922668
0.00205,0.07975999199999999,0.13309334,0.07975999199999999,0.12616,0.13223998
0.0021000000000000003,0.07193332599999999,0.14220000000000002,0.07822665999999999,0.13809334,0.11986668
0.00215,0.06781332799999999,0.13048,0.061959995999999996,0.11054665999999999,0.13656000000000001
0.0022,0.054813325999999996,0.12702664,0.070413326,0.11661331999999999,0.13853334
0.0022500000000000003,0.082359994,0.14372,0.06694666,0.12267998000000002,0.11790666000000001
0.0023,0.06369332800000001,0.14265336,0.07823999200000001,0.11163998,0.11987998
0.00235,0.07845332599999999,0.12790666,0.064119996,0.13765334,0.13417334
0.0024000000000000002,0.07303999400000001,0.13591998,0.073453326,0.11791999999999998,0.13310666
0.00245,0.064573326,0.13201332000000002,0.066306662,0.12398666,0.12963999999999998
0.0025,0.065653326,0.13959998,0.073879994,0.10881331999999999,0.12421334000000002
0.00255,0.07369332799999999,0.13506666,0.068479994,0.13440000000000002,0.12790666
0.0026000000000000003,0.068239996,0.13049332,0.07237332599999999,0.12485334000000001,0.11965334000000001
0.00265,0.07454666000000001,0.13809334,0.07042666,0.12029334,0.13634665999999998
0.0027,0.07062666,0.13137332,0.080399992,0.11142666000000001,0.13917333999999998
0.0027500000000000003,0.068893328,0.13569332,0.062839996,0.12982665999999998,0.11661331999999999
0.0028,0.076493326,0.14396,0.08517332799999999,0.13506667999999997,0.11770666
0.00285,0.066519994,0.12853330000000002,0.058506664,0.11486668,0.1368
0.0029000000000000002,0.07953332799999999,0.13113329999999998,0.07215999399999999,0.12138666000000001,0.13289332
0.00295,0.06217332800000001,0.13678664,0.069119994,0.11729334,0.12790668
0.003,0.06630665999999999,0.12787998,0.063253326,0.10815999999999999,0.13245334
0.00305,0.072359996,0.14504002,0.081919992,0.13221332,0.11532
0.0031000000000000003,0.076493324,0.14849331999999998,0.071493326,0.12465333999999999,0.11553334
0.00315,0.070866662,0.12311997999999999,0.074986658,0.116199984,0.14372000000000001
0.0032,0.073453326,0.12529331999999999,0.06414666200000001,0.11553333800000001,0.13549334
0.0032500000000000003,0.06369332600000001,0.13809332000000002,0.07714666,0.1242,0.12074666
0.0033,0.06282666,0.13245331999999999,0.07389332600000001,0.11293332,0.1292
0.00335,0.080186658,0.13634668,0.070199994,0.12962666,0.12422667999999999
0.0034000000000000002,0.07086666,0.13567998,0.072813326,0.12009334,0.12983999999999998
0.0034500000000000004,0.06501332800000001,0.13114668000000002,0.06630666,0.116386664,0.13376002
0.0035,0.062413328000000004,0.13027996000000003,0.06434666,0.10749333999999999,0.13158666000000002
0.00355,0.07909332599999999,0.14394666,0.08103999399999999,0.13222666,0.12509332
0.0036000000000000003,0.07302666199999999,0.14546666000000003,0.074119994,0.13590666,0.12401332000000001
0.00365,0.066973328,0.12248,0.066506662,0.10923997999999999,0.14351998
0.0037,0.073453326,0.13157333999999998,0.06325332800000001,0.10771999800000001,0.13634668
0.0037500000000000003,0.06522666,0.13678666,0.07822665999999999,0.12701334000000003,0.11965333999999998
0.0038,0.072799994,0.12182664000000001,0.08041332600000001,0.11921332,0.12333334
0.00385,0.06978666,0.15110664,0.06174666200000001,0.1242,0.13114668000000002
0.0039000000000000003,0.076719992,0.13809336,0.07497332599999999,0.12833334000000002,0.13657336
0.00395,0.061519996,0.13353332,0.06890666200000001,0.10902666000000001,0.12767999999999996
0.004,0.064986662,0.12118663999999998,0.073679994,0.110559984,0.13397334
0.00405,0.07217332600000001,0.14806666,0.068466662,0.12658668,0.11703999999999999
0.0041,0.070413328,0.15259998,0.07346666199999999,0.13050667999999999,0.12336
0.00415,0.07214666,0.12225332,0.068906662,0.11272,0.13721334000000002
0.004200000000000001,0.068906658,0.14090666,0.06934665999999999,0.11054665999999999,0.14351999999999998
0.00425,0.06911999399999999,0.12745334,0.072599996,0.13072002,0.11488000000000001
0.0043,0.060666660000000004,0.13243999999999997,0.08539999200000001,0.1268,0.12486665999999999
0.004350000000000001,0.08018665800000001,0.1378933,0.057626661999999995,0.12312002,0.13289332
0.0044,0.06586666199999999,0.12681334,0.07389332800000001,0.12658666000000002,0.12594666
0.00445,0.072159994,0.13049331999999997,0.06911999399999999,0.11248,0.13830665999999997
0.0045000000000000005,0.06259999599999999,0.14264,0.071279994,0.10860001999999999,0.1266
0.00455,0.077586662,0.12507998,0.07497332599999999,0.13308,0.12181333999999999
0.0046,0.076506658,0.12702663999999997,0.06955999599999999,0.1346,0.12246665999999999
0.0046500000000000005,0.065426662,0.14132,0.07325332600000001,0.10685333999999999,0.1372133
0.0047,0.06087999400000001,0.12681331999999998,0.059786662000000004,0.11184000000000001,0.14046666
0.00475,0.077586658,0.14048,0.08018666,0.12530668,0.11575998000000001
0.0048000000000000004,0.064333326,0.13330667999999998,0.072373326,0.11574666000000003,0.11986668
0.00485,0.081919994,0.21051996,0.071279992,0.13635998,0.13613334000000002
0.0049,0.08235999199999999,0.21919998000000002,0.07498666000000001,0.12550664,0.14243999999999998
0.00495,0.055239994,0.70238668,0.068893328,0.6865732800000001,0.12725332
0.005,0.066519994,0.7377465400000001,0.061959994000000004,0.7253866,0.15196
0.005050000000000001,0.07346665999999999,1.2159600000000002,0.076719994,1.1803865999999998,0.93010652
0.0051,0.072599992,1.2339600000000002,0.069773328,1.2023065999999998,0.9652399600000001
0.00515,0.066079994,1.5627462,0.073679994,1.4967998,1.5325997999999998
0.005200000000000001,0.06759999400000001,1.5770398,0.069773326,1.51308,1.5542664
0.00525,0.07345332600000001,1.7455731999999997,0.074106664,1.7223598000000002,1.8693998
0.0053,0.069119994,1.7423066000000003,0.068266662,1.7251733999999999,1.8793861999999997
0.005350000000000001,0.07325332799999999,1.8641866,0.07389332600000001,1.8589996,2.1057864000000004
0.0054,0.069759992,1.8689595999999997,0.07259999400000001,1.858773,2.1081864
0.00545,0.06782666000000001,1.9674264000000001,0.06714666,1.9476796,2.2463331999999996
0.0055000000000000005,0.065426662,1.9554934000000004,0.070413326,1.943573,2.2463332
0.00555,0.07389332600000001,2.0095066,0.06869332800000001,2.0149198,2.3187732
0.0056,0.064799994,2.0001732,0.073239994,1.9990929999999998,2.3192132
0.0056500000000000005,0.074533326,2.0079732,0.070199994,2.0181732,2.3549864
0.0057,0.078879992,1.9967066,0.073253326,2.0027732,2.3463198
0.00575,0.06282666,2.0524398000000006,0.070639992,2.0246932,2.3621328
0.0058000000000000005,0.068039992,2.0409464,0.073239996,2.0240398,2.3551998000000003
0.00585,0.07215999399999999,2.0754266,0.068693326,2.0669864000000002,2.4239466
0.0059,0.082559994,2.0678398,0.062826662,2.0804266,2.4339332
0.00595,0.059359994000000006,2.0927865999999997,0.078013326,2.1391999999999998,2.4063866
0.006,0.078013328,2.0845464,0.06933333,2.1533064000000004,2.413973
0.006050000000000001,0.060013326,2.0741331999999995,0.076053326,2.1689064,2.4081198
0.0061,0.074546658,2.0804132,0.07085332800000001,2.1675998,2.4196264
0.00615,0.066293328,2.1287864,0.06781332799999999,2.1355064,2.4393596
0.006200000000000001,0.06305332799999999,2.1231464,0.081279992,2.1387598,2.4363064000000003
0.00625,0.078453328,2.1151198,0.06087999400000001,2.1127466,2.4553996
0.0063,0.073679994,2.1179332,0.07150666,2.1116532,2.4536797999999997
0.006350000000000001,0.06781332999999999,2.1352798,0.073453328,2.1324664,2.4877062
0.0064,0.057186662,2.1383196,0.06131999400000001,2.1335331999999996,2.492493
0.00645,0.082786658,2.1109864000000003,0.077586662,2.163053,2.4506264
0.006500000000000001,0.07238665999999999,2.1057864,0.067599992,2.159373,2.4471596
0.00655,0.06738666,2.0214398000000005,0.07389332800000001,2.1144662,2.4404396
0.0066,0.069559994,2.0214266,0.08626667000000002,2.1250799999999996,2.4315328000000003
0.0066500000000000005,0.073039994,2.0494132,0.061306662,2.0919198,2.4705863999999997
0.0067,0.071719992,2.0403198,0.07410666,2.0945198,2.4640798000000004
0.00675,0.069333326,2.0726128,0.070413326,2.0977732,2.4491064000000002
0.0068000000000000005,0.074119994,2.0715332,0.069986662,2.105133,2.4512798
0.00685,0.06978666,2.0706532,0.07301332600000002,2.0873598,2.4610398
0.006900000000000001,0.06522665999999999,2.0895199999999994,0.073239996,2.0964663999999997,2.4590798
0.0069500000000000004,0.070426658,2.0958134,0.06738666200000001,2.10688,2.4634132
0.007,0.06845332600000001,2.1064397999999995,0.06782666,2.1127462,2.4625598
0.007050000000000001,0.071946662,2.0932132,0.07453332800000001,2.1185996000000005,2.4653864
0.0071,0.084519992,2.0938664,0.067613328,2.1207596000000004,2.459733
0.00715,0.055879992,2.060253,0.074759992,2.1229332,2.4541063999999997
0.007200000000000001,0.073679992,2.0760663999999998,0.07085332600000001,2.1218264000000002,2.4673198
0.00725,0.06391999200000001,2.0331196,0.073679994,2.1109996000000004,2.4764266
0.0073,0.07931998999999999,2.0379198,0.07302666199999999,2.1101332,2.4777466
0.007350000000000001,0.057426660000000004,2.0420264,0.06846666199999998,2.154173,2.4731864
0.0074,0.066533328,2.0498398,0.063039996,2.1589332000000003,2.4851064000000003
0.00745,0.070853324,2.0849734,0.076279992,2.1515598000000002,2.4716664
0.007500000000000001,0.068679992,2.09496,0.062399996,2.1487330000000004,2.4736
0.00755,0.07237332599999999,2.0852,0.08017332799999999,2.0879998,2.4807596
0.0076,0.071519994,2.0819464000000005,0.076493326,2.0903998,2.4824932
