Frequency (Hz),Vrms (V)
100,0.13168379347484624
300,0.1324695026626985
500,0.13485505450576887
700,0.1357921429492674
900,0.13599592963408608
1000,0.1360833369111345
1500,0.1336813896318031
2000,0.13281491218725416
2500,0.13291130868616596
3000,0.13290608557620823
3500,0.1341616327302714
4000,0.13171415680288362
5000,0.1326875739235891
7000,0.13212232650331734
8000,0.12964060101599556
9000,0.1348031177289756
10000,0.1343442834805273
