Time (s),CH2 Voltage (V),CH3 Voltage (V)
-2.0,0.05691333,0.20666
-1.998,0.06133333,0.1824933
-1.996,0.06122666,0.18108
-1.994,0.05626666,0.2184467
-1.992,0.05659333,0.2184467
-1.99,0.06122666,0.2004533
-1.988,0.05648666,0.1983867
-1.986,0.06079333,0.2184467
-1.984,0.05638,0.2184467
-1.982,0.06100666,0.1876133
-1.98,0.06100666,0.1999133
-1.978,0.05659333,0.2184467
-1.976,0.05648666,0.2184467
-1.974,0.06111333,0.1919667
-1.972,0.05648666,0.2184467
-1.97,0.06122666,0.2013267
-1.968,0.06068666,0.1878266
-1.966,0.05638,0.2184467
-1.964,0.05616,0.2184467
-1.962,0.06122666,0.1889133
-1.96,0.06122666,0.19436
-1.958,0.05626666,0.2184467
-1.956,0.05638,0.2184467
-1.954,0.06122666,0.18652
-1.952,0.0609,0.1901133
-1.95,0.05638,0.2184467
-1.948,0.05616,0.2184467
-1.946,0.06122666,0.1834733
-1.944,0.05638,0.18456
-1.942,0.06100666,0.2184467
-1.94,0.06100666,0.2184467
-1.938,0.05669999,0.1930533
-1.936,0.06079333,0.201
-1.934,0.05626666,0.2184467
-1.932,0.06100666,0.2184467
-1.93,0.05648666,0.1994733
-1.928,0.06068666,0.2184467
-1.926,0.05605333,0.20078
-1.924,0.05626666,0.1909866
-1.922,0.06100666,0.2184467
-1.92,0.06122666,0.2184467
-1.918,0.05638,0.1991467
-1.916,0.06122666,0.1900067
-1.914,0.05626666,0.2184467
-1.912,0.06079333,0.2184467
-1.91,0.05616,0.2053533
-1.908,0.06100666,0.2184467
-1.906,0.05616,0.2040467
-1.904,0.05638,0.2184467
-1.902,0.06100666,0.2042667
-1.9,0.06133333,0.2184467
-1.898,0.05626666,0.2023067
-1.896,0.05616,0.2184467
-1.894,0.06122666,0.1969733
-1.892,0.06079333,0.2184467
-1.89,0.05638,0.20296
-1.888,0.05648666,0.2184467
-1.886,0.06100666,0.2004533
-1.884,0.05638,0.2184467
-1.882,0.06100666,0.2073133
-1.88,0.05680666,0.2184467
-1.8780000000000001,0.06122666,0.2028466
-1.876,0.06122666,0.2184467
-1.874,0.05616,0.20372
-1.8719999999999999,0.05638,0.2184467
-1.87,0.06122666,0.2062266
-1.8679999999999999,0.05626666,0.2184467
-1.866,0.06100666,0.201
-1.8639999999999999,0.05669999,0.2184467
-1.862,0.06154666,0.20448
