Time (s),CH2 Voltage (V),CH3 Voltage (V)
-50.0,0.07156666,0.1344867
-49.95,0.07683999,0.1229533
-49.9,0.07608666,0.16214
-49.85,0.07048666,0.12208
-49.8,0.07533333,0.1618133
-49.75,0.06983999,0.12502
-49.7,0.06983999,0.12676
-49.65,0.07522666,0.1595267
-49.6,0.07533333,0.1285
-49.55,0.06994666,0.16214
-49.5,0.07016666,0.1309
-49.45,0.07554666,0.1639867
-49.4,0.07522666,0.16366
-49.35,0.07016666,0.1248
-49.3,0.07554666,0.1605067
-49.25,0.06994666,0.1217533
-49.2,0.07533333,0.1199
-49.15,0.07005333,0.1558267
-49.1,0.07016666,0.1209933
-49.05,0.07566,0.1531067
-49.0,0.07059333,0.1506
-48.95,0.07597999,0.1221867
-48.9,0.07102666,0.12328
-48.85,0.07641333,0.15234
-48.8,0.07145333,0.1224067
-48.75,0.07694666,0.1558267
-48.7,0.0721,0.1215333
-48.65,0.07737999,0.1618133
-48.6,0.07737999,0.1229533
-48.55,0.07231999,0.1642067
-48.5,0.07737999,0.1244733
-48.45,0.07231999,0.16508
-48.4,0.07737999,0.1288267
-48.35,0.0721,0.1652933
-48.3,0.07188666,0.1322067
-48.25,0.07716666,0.1672533
-48.2,0.07167333,0.13732
-48.15,0.07705999,0.1713933
-48.1,0.07178,0.1396067
-48.05,0.07694666,0.17248
-48.0,0.07694666,0.1713933
-47.95,0.07178,0.1383
-47.9,0.07188666,0.1694333
-47.85,0.07694666,0.1378667
-47.8,0.07178,0.1674733
-47.75,0.07694666,0.13264
-47.7,0.07683999,0.16562
-47.65,0.07178,0.1262133
-47.6,0.07178,0.1559333
-47.55,0.07673333,0.1251267
-47.5,0.07662666,0.1248
-47.45,0.07134666,0.1610467
-47.4,0.07092,0.1231667
-47.35,0.07662666,0.1649667
-47.3,0.07102666,0.1282867
-47.25,0.07673333,0.1634466
-47.2,0.07145333,0.16192
-47.15,0.07716666,0.13536
-47.1,0.07145333,0.1337267
-47.05,0.07716666,0.16268
-47.0,0.07156666,0.16312
-46.95,0.07694666,0.1383
-46.9,0.07102666,0.1620267
-46.85,0.07662666,0.1369933
-46.8,0.07652,0.1615933
-46.75,0.0707,0.1369933
-46.7,0.07619333,0.1620267
-46.65,0.0707,0.1297
-46.6,0.07113333,0.12698
-46.55,0.07652,0.1622467
-46.5,0.0763,0.1278467
-46.45,0.07092,0.16094
-46.4,0.07619333,0.1632266
-46.35,0.0707,0.12284
-46.3,0.07587333,0.1226267
-46.25,0.07059333,0.1588733
-46.2,0.07608666,0.1610467
-46.15,0.07037999,0.1227333
-46.1,0.07059333,0.1528867
-46.05,0.07608666,0.12208
-46.0,0.0707,0.1200133
-45.95,0.0763,0.14864
-45.9,0.07641333,0.1520133
-45.85,0.0707,0.1207733
-45.8,0.07092,0.1211
-45.75,0.07641333,0.1555
-45.7,0.07102666,0.12012
-45.65,0.07662666,0.1585467
-45.6,0.07134666,0.1625733
-45.55,0.07683999,0.1209933
-45.5,0.07673333,0.1202267
-45.45,0.07123999,0.1612667
-45.4,0.07123999,0.1231667
-45.35,0.07705999,0.1603933
-45.3,0.07178,0.1293733
-45.25,0.07694666,0.1625733
-45.2,0.07694666,0.16562
-45.15,0.07178,0.1282867
-45.1,0.07145333,0.1657333
-45.05,0.07694666,0.1305733
-45.0,0.07199333,0.1641
