Time (s),Voltage (V)
0.0,0.2845333
0.002,0.9807332
0.004,0.1902
0.006,0.8093999
0.008,0.1924
0.01,0.9514666
0.012,0.9763999
0.014,0.1891333
0.016,0.1891333
0.018000000000000002,0.9871999
0.02,0.9047999
0.022,0.1956666
0.024,0.1891333
0.026000000000000002,0.8071999
0.028,0.9926665
0.03,0.1945333
0.032,0.1978
0.034,0.9243332
0.036000000000000004,0.9329999
0.038,0.1988667
0.04,0.1924
0.042,0.8841999
0.044,0.9210666
0.046,0.1934666
0.048,0.1956666
0.05,1.001333
0.052000000000000005,1.011067
0.054,0.1956666
0.056,0.1913333
0.058,0.9926665
0.06,0.1956666
0.062,1.0252
0.064,0.1924
0.066,0.8017999
0.068,1.011067
0.07,0.1967333
0.07200000000000001,0.9753332
0.074,0.1880666
0.076,0.1945333
0.078,0.9731333
0.08,0.8050666
0.082,0.1848
0.084,0.1924
0.08600000000000001,0.9177999
0.088,0.1848
0.09,0.9102666
0.092,0.9514666
0.094,0.1913333
0.096,0.9319332
0.098,0.1945333
0.1,0.1902
0.10200000000000001,0.9926665
0.10400000000000001,0.8332666
0.106,0.1924
0.108,0.8722666
0.11,0.1967333
0.112,0.9915999
0.114,0.1924
0.116,0.1934666
0.11800000000000001,0.9731333
0.12,0.1924
0.122,0.9189333
0.124,0.1902
0.126,0.8083333
0.128,0.9026666
0.13,0.1967333
0.132,0.1924
0.134,0.8353999
0.136,0.2010666
0.138,1.01
0.14,0.1924
0.14200000000000002,0.8809332
0.14400000000000002,0.1924
0.146,1.023
0.148,0.9547333
0.15,0.1945333
0.152,0.9644666
0.154,0.1978
0.156,0.1924
0.158,0.9796666
0.16,0.1956666
0.162,0.9535999
0.164,0.8191333
0.166,0.1902
0.168,0.9947999
0.17,0.1945333
0.17200000000000001,0.9373332
0.17400000000000002,0.1945333
0.176,0.1978
0.178,0.9991332
0.18,0.9123999
0.182,0.1924
0.184,0.1891333
0.186,0.8245999
0.188,1.0252
0.19,0.1956666
0.192,0.1934666
0.194,0.9991332
0.196,0.9763999
0.198,0.1956666
0.2,0.1945333
0.202,0.8614666
0.20400000000000001,0.9893999
0.20600000000000002,0.1848
0.20800000000000002,0.1967333
0.21,0.9947999
0.212,1.005667
0.214,0.1902
0.216,0.1848
0.218,1.008933
0.22,0.1945333
0.222,0.9514666
0.224,0.1924
0.226,0.8028666
0.228,1.008933
0.23,0.1934666
0.232,0.9568666
0.234,0.1902
0.23600000000000002,0.1924
0.23800000000000002,0.9547333
0.24,0.8538666
0.242,0.1902
0.244,0.1902
0.246,1.000267
0.248,0.1978
0.25,0.8896666
0.252,0.2010666
0.254,0.9525332
0.256,0.9221999
0.258,0.1924
0.26,0.1924
0.262,1.011067
0.264,0.1956666
0.266,0.8614666
0.268,0.9037333
0.27,0.1956666
0.272,0.9329999
0.274,0.1902
0.276,0.1902
0.278,0.9807332
0.28,0.1945333
0.28200000000000003,0.9221999
0.28400000000000003,0.1945333
0.28600000000000003,0.7909333
0.28800000000000003,0.1945333
0.29,0.8646666
0.292,0.9177999
0.294,0.1934666
0.296,0.1988667
0.298,0.9329999
0.3,0.1945333
0.302,0.9275999
0.304,1.0024
0.306,0.1891333
0.308,0.9514666
0.31,0.1934666
0.312,0.9915999
0.314,0.1934666
0.316,0.8907332
0.318,0.1967333
0.32,0.1956666
0.322,0.8147999
0.324,0.8321999
0.326,0.1945333
0.328,0.9741999
0.33,0.1913333
0.332,0.9134666
0.334,0.1902
0.336,0.1978
0.338,0.9189333
0.34,0.1902
0.342,0.9351999
0.34400000000000003,0.9373332
0.34600000000000003,0.1902
0.34800000000000003,0.9893999
0.35000000000000003,0.1978
0.352,0.1945333
0.354,0.9525332
0.356,0.1956666
0.358,0.9828666
0.36,0.1988667
0.362,0.9373332
0.364,0.1902
0.366,0.9915999
0.368,0.9698666
0.37,0.1967333
0.372,0.9893999
0.374,0.1988667
0.376,0.1945333
0.378,0.9590666
0.38,0.1945333
0.382,0.9665999
0.384,0.1913333
0.386,0.8028666
0.388,0.1978
0.39,0.9590666
0.392,0.9807332
0.394,0.1945333
0.396,0.1978
0.398,0.8809332
0.4,0.1956666
0.402,0.9915999
0.404,0.1956666
0.406,0.9980665
0.40800000000000003,1.006733
0.41000000000000003,0.1956666
0.41200000000000003,0.9861332
0.41400000000000003,0.2
0.41600000000000004,0.9709999
0.418,0.2010666
0.42,0.2032
0.422,0.9535999
0.424,0.9156666
0.426,0.1945333
0.428,0.9709999
0.43,0.1913333
0.432,0.1945333
0.434,0.8343332
0.436,0.1945333
0.438,0.9601333
0.44,0.1934666
0.442,1.0024
0.444,0.1978
0.446,0.8885332
0.448,0.1913333
0.45,0.9091333
0.452,0.1945333
0.454,0.9525332
0.456,0.1978
0.458,0.9947999
0.46,0.2010666
0.462,0.9915999
0.464,0.1945333
0.466,0.9351999
0.468,0.9947999
0.47000000000000003,0.1967333
0.47200000000000003,1.007867
0.47400000000000003,0.1956666
0.47600000000000003,0.1956666
0.47800000000000004,1.003467
0.48,0.1956666
0.482,0.8841999
0.484,0.1945333
0.486,0.9156666
0.488,0.1891333
0.49,0.9340666
0.492,1.003467
0.494,0.1945333
0.496,0.2010666
0.498,0.8571333
0.5,0.1956666
0.502,1.0176
0.504,0.9817999
0.506,0.1956666
0.508,0.1988667
0.51,0.9210666
0.512,0.1956666
0.514,0.9980665
0.516,0.2010666
0.518,1.008933
0.52,0.2010666
0.522,1.018667
0.524,1.008933
0.526,0.1956666
0.528,1.000267
