Frequency (Hz),Vrms (V)
100,0.1509626145024098
300,0.15131630101097004
500,0.15419318720987849
700,0.15150178107981951
900,0.15400212319676015
1000,0.1520949780419487
1500,0.1521864241762372
2000,0.1476981726552782
2500,0.14214920142917675
3000,0.14244079621677014
3500,0.14386882234697196
4000,0.14279351657283365
5000,0.1503470326723809
7000,0.14789425020549998
8000,0.1410280875242937
9000,0.14213752358142578
10000,0.1469976875686033
