Time (s),Voltage (V)
0.0,0.3008
0.002,0.7410666
0.004,0.7421333
0.006,0.2368666
0.008,0.2357333
0.01,0.7345999
0.012,0.2346666
0.014,0.7377999
0.016,0.2325333
0.018000000000000002,0.7399999
0.02,0.2325333
0.022,0.7128666
0.024,0.2325333
0.026000000000000002,0.7237332
0.028,0.7508666
0.03,0.2336
0.032,0.7204666
0.034,0.2303333
0.036000000000000004,0.2357333
0.038,0.7399999
0.04,0.7377999
0.042,0.2325333
0.044,0.2357333
0.046,0.7465333
0.048,0.7291332
0.05,0.2336
0.052000000000000005,0.2336
0.054,0.7313333
0.056,0.2303333
0.058,0.7421333
0.06,0.2303333
0.062,0.7735999
0.064,0.2303333
0.066,0.7150666
0.068,0.239
0.07,0.7421333
0.07200000000000001,0.7475999
0.074,0.2336
0.076,0.2282
0.078,0.7389333
0.08,0.7475999
0.082,0.2325333
0.084,0.2292666
0.08600000000000001,0.7692666
0.088,0.7399999
0.09,0.2412
0.092,0.2303333
0.094,0.6944666
0.096,0.7605999
0.098,0.239
0.1,0.2325333
0.10200000000000001,0.7128666
0.10400000000000001,0.2303333
0.106,0.7465333
0.108,0.2325333
0.11,0.7302666
0.112,0.7540666
0.114,0.2379333
0.116,0.2227333
0.11800000000000001,0.7291332
0.12,0.2346666
0.122,0.7399999
0.124,0.2303333
0.126,0.7052666
0.128,0.2368666
0.13,0.7486666
0.132,0.6716666
0.134,0.2270667
0.136,0.2325333
0.138,0.7833999
0.14,0.7714666
0.14200000000000002,0.2325333
0.14400000000000002,0.2270667
0.146,0.7789999
0.148,0.7508666
0.15,0.2303333
0.152,0.2346666
0.154,0.7595333
0.156,0.7779332
0.158,0.2325333
0.16,0.2368666
0.162,0.7811999
0.164,0.7475999
0.166,0.2303333
0.168,0.2292666
0.17,0.7454
0.17200000000000001,0.7909333
0.17400000000000002,0.2357333
0.176,0.2227333
0.178,0.7671332
0.18,0.7681999
0.182,0.2357333
0.184,0.7345999
0.186,0.2292666
0.188,0.7649333
0.19,0.2368666
0.192,0.2303333
0.194,0.7074666
0.196,0.2314
0.198,0.7779332
0.2,0.6825333
0.202,0.2303333
0.20400000000000001,0.2325333
0.20600000000000002,0.7855332
0.20800000000000002,0.7128666
0.21,0.2346666
0.212,0.2282
0.214,0.7595333
0.216,0.2314
0.218,0.6987999
0.22,0.2357333
0.222,0.7334666
0.224,0.6759999
0.226,0.2282
0.228,0.239
0.23,0.7844666
0.232,0.2357333
0.234,0.7193999
0.23600000000000002,0.2336
0.23800000000000002,0.7985333
0.24,0.2325333
0.242,0.8039999
0.244,0.2325333
0.246,0.7583999
0.248,0.8050666
0.25,0.2433333
0.252,0.2325333
0.254,0.7345999
0.256,0.8007333
0.258,0.2400666
0.26,0.2336
0.262,0.7095999
0.264,0.2336
0.266,0.7703332
0.268,0.2303333
0.27,0.7204666
0.272,0.7356666
0.274,0.2282
0.276,0.2325333
0.278,0.7204666
0.28,0.2444666
0.28200000000000003,0.8299999
0.28400000000000003,0.7215332
