Frequency (Hz),Vrms (V)
100,0.17511515393393878
300,0.17255376189279467
500,0.17085561835902424
700,0.17383285781222135
900,0.16282758257245433
1000,0.1633832133376156
1500,0.15981243591020844
2000,0.15276444003962164
2500,0.15772086738074817
3000,0.1595447538417474
3500,0.1540488673155499
4000,0.15445562669361035
5000,0.15480482131148193
7000,0.15559977150684903
8000,0.1539293657650674
9000,0.1574020656911707
10000,0.161326314929934
