Time (s),Voltage (V)
0.0,0.7200533
0.002,0.6948533
0.004,0.6877333
0.006,0.7842399
0.008,0.6420799
0.01,0.7538133
0.012,0.69296
0.014,0.7523733
0.016,0.66776
0.018000000000000002,0.7818666
0.02,0.7347999
0.022,0.6996266
0.024,0.7851999
0.026000000000000002,0.6867733
0.028,0.6872533
0.03,0.7276533
0.032,0.7794933
0.034,0.6905866
0.036000000000000004,0.6867733
0.038,0.7190933
0.04,0.6844
0.042,0.7547733
0.044,0.7347999
0.046,0.6872533
0.048,0.6910666
0.05,0.7642666
0.052000000000000005,0.69296
0.054,0.7309866
0.056,0.7699733
0.058,0.6815466
0.06,0.7442933
0.062,0.6910666
0.064,0.7590399
0.066,0.6420799
0.068,0.7514399
0.07,0.6905866
0.07200000000000001,0.7499999
0.074,0.6905866
0.076,0.7714133
0.078,0.6872533
0.08,0.6867733
0.082,0.7552266
0.084,0.7785333
0.08600000000000001,0.68344
0.088,0.6829866
0.09,0.7471466
0.092,0.7499999
0.094,0.6862933
0.096,0.68344
0.098,0.7509599
0.1,0.6844
0.10200000000000001,0.7637866
0.10400000000000001,0.7428799
0.106,0.6825066
0.108,0.6896266
0.11,0.7761599
0.112,0.6896266
0.114,0.7295733
0.116,0.6668
0.11800000000000001,0.7714133
0.12,0.6867733
0.122,0.7243466
0.124,0.7675999
0.126,0.6606399
0.128,0.7576266
0.13,0.69392
0.132,0.6910666
0.134,0.7694933
0.136,0.7276533
0.138,0.6862933
0.14,0.6891466
0.14200000000000002,0.7499999
0.14400000000000002,0.7157866
0.146,0.6891466
0.148,0.692
0.15,0.7666399
0.152,0.71768
0.154,0.6882133
0.156,0.6825066
0.158,0.7585599
0.16,0.7580799
0.162,0.6886666
0.164,0.7680799
0.166,0.67488
0.168,0.6620533
0.17,0.7685599
0.17200000000000001,0.6943733
0.17400000000000002,0.7547733
0.176,0.7666399
0.178,0.6668
0.18,0.71056
0.182,0.6905866
0.184,0.6905866
0.186,0.7714133
0.188,0.7200533
0.19,0.6905866
0.192,0.7571466
0.194,0.6943733
0.196,0.6910666
0.198,0.7400266
0.2,0.7514399
0.202,0.6882133
0.20400000000000001,0.69392
0.20600000000000002,0.7471466
0.20800000000000002,0.6896266
0.21,0.7766399
0.212,0.7138666
0.214,0.6910666
0.216,0.6497066
0.218,0.7538133
0.22,0.6882133
0.222,0.7214933
0.224,0.7675999
0.226,0.6549333
0.228,0.69152
0.23,0.7576266
0.232,0.7471466
0.234,0.68536
0.23600000000000002,0.7585599
0.23800000000000002,0.692
0.24,0.6891466
0.242,0.7699733
0.244,0.7642666
0.246,0.6943733
0.248,0.6962933
0.25,0.7604799
0.252,0.7509599
0.254,0.69248
0.256,0.69152
0.258,0.7637866
0.26,0.7666399
0.262,0.69296
0.264,0.692
0.266,0.7690133
0.268,0.6563466
0.27,0.7690133
0.272,0.69152
0.274,0.7466666
0.276,0.6178399
0.278,0.7799466
0.28,0.7114933
0.28200000000000003,0.6858133
0.28400000000000003,0.67584
0.28600000000000003,0.7728266
0.28800000000000003,0.7428799
0.29,0.69152
0.292,0.7818666
0.294,0.6891466
0.296,0.7547733
0.298,0.702
0.3,0.69392
0.302,0.7633066
0.304,0.6943733
0.306,0.7481066
0.308,0.7034133
0.31,0.7766399
0.312,0.7647466
0.314,0.692
0.316,0.7751999
0.318,0.6905866
0.32,0.7723466
0.322,0.6867733
0.324,0.7780533
0.326,0.6321066
0.328,0.6249599
0.33,0.7737866
0.332,0.7675999
0.334,0.68536
0.336,0.6321066
0.338,0.7657066
0.34,0.6858133
0.342,0.7309866
0.34400000000000003,0.6739466
0.34600000000000003,0.7842399
0.34800000000000003,0.6991466
0.35000000000000003,0.7514399
0.352,0.7756799
0.354,0.70912
0.356,0.6991466
0.358,0.7419199
0.36,0.7794933
0.362,0.70152
0.364,0.6972266
0.366,0.7775733
0.368,0.7889866
0.37,0.7038933
0.372,0.6891466
0.374,0.7229066
0.376,0.6573066
0.378,0.7870933
0.38,0.7476266
0.382,0.6820266
0.384,0.7842399
0.386,0.6254399
0.388,0.7842399
0.39,0.6867733
0.392,0.6867733
0.394,0.80088
0.396,0.7927999
0.398,0.6962933
0.4,0.6886666
0.402,0.79184
0.404,0.7889866
0.406,0.7077066
0.40800000000000003,0.7034133
0.41000000000000003,0.7709333
0.41200000000000003,0.6991466
0.41400000000000003,0.7889866
0.41600000000000004,0.7961333
0.418,0.68488
0.42,0.6696533
0.422,0.7866133
0.424,0.7766399
0.426,0.6801333
0.428,0.65872
0.43,0.7942133
0.432,0.6858133
0.434,0.79232
0.436,0.79992
0.438,0.6145066
0.44,0.7171999
0.442,0.6872533
0.444,0.6202133
0.446,0.8004
0.448,0.7880533
0.45,0.6896266
0.452,0.66824
0.454,0.7794933
0.456,0.8037333
0.458,0.7067466
0.46,0.7110133
0.462,0.8070666
0.464,0.7894666
0.466,0.7138666
0.468,0.7171999
0.47000000000000003,0.81752
0.47200000000000003,0.80752
0.47400000000000003,0.7043733
0.47600000000000003,0.80944
0.47800000000000004,0.6406666
0.48,0.6601599
0.482,0.8004
0.484,0.8160799
0.486,0.6468533
0.488,0.6249599
0.49,0.8118133
0.492,0.68392
0.494,0.8141866
0.496,0.6178399
0.498,0.8004
0.5,0.6706133
0.502,0.7965866
0.504,0.8018399
0.506,0.6563466
0.508,0.7880533
0.51,0.71816
0.512,0.8103732
0.514,0.7281333
0.516,0.7961333
0.518,0.7295733
0.52,0.81656
0.522,0.70912
0.524,0.71056
0.526,0.80896
0.528,0.8141866
0.53,0.6620533
0.532,0.6867733
0.534,0.7942133
0.536,0.80896
0.538,0.6791733
0.54,0.8108533
0.542,0.6772799
0.544,0.8056266
0.546,0.65016
0.548,0.6430399
0.55,0.80088
0.552,0.8132266
0.554,0.6720266
0.556,0.6710933
0.558,0.8122933
0.56,0.6877333
0.562,0.8027733
0.5640000000000001,0.7038933
0.5660000000000001,0.8108533
0.5680000000000001,0.7338399
0.5700000000000001,0.80136
0.5720000000000001,0.8127733
0.5740000000000001,0.7347999
0.5760000000000001,0.7466666
0.578,0.8156266
0.58,0.81656
0.582,0.6910666
0.584,0.692
0.586,0.8108533
0.588,0.66776
0.59,0.8137066
0.592,0.6810666
0.594,0.7851999
0.596,0.6368533
0.598,0.8032533
0.6,0.7499999
0.602,0.6820266
0.604,0.6511199
0.606,0.7989866
0.608,0.7775733
0.61,0.69296
0.612,0.8032533
0.614,0.6991466
0.616,0.8056266
0.618,0.71768
0.62,0.7195733
0.622,0.8118133
0.624,0.80136
0.626,0.7034133
0.628,0.8113333
0.63,0.7490666
0.632,0.7647466
0.634,0.7034133
