Time (s),CH2 (V),CH3 (V)
0.0,0.048399993999999995,0.06197332999999999
5e-05,0.042319996,0.0293866644
0.0001,0.055386661999999996,0.029413331339999998
0.00015000000000000001,0.04098666199999999,0.06370666999999999
0.0002,0.05709333,0.057226662
0.00025,0.034906662,0.08674667
0.00030000000000000003,0.046666662,0.08458666799999999
0.00035,0.05186666400000001,0.06759999800000001
0.0004,0.059733329999999994,0.06674666
0.00045000000000000004,0.037919994,0.05415999320000001
0.0005,0.06189332999999999,0.05154664599999999
0.00055,0.030533330000000004,0.078053334
0.0006000000000000001,0.05581333199999999,0.08586665999999998
0.0006500000000000001,0.03357333,0.081946662
0.0007,0.039279998,0.08805333000000001
0.00075,0.056666666,0.091093322
0.0008,0.04405333,0.08325332999999999
0.0008500000000000001,0.051413328,0.082399996
0.0009000000000000001,0.049733328,0.087173316
0.00095,0.046666664000000004,0.0611200034
0.001,0.06106666400000001,0.06802666
0.0010500000000000002,0.04189332999999999,0.029839997999999996
0.0011,0.037093327999999995,0.028986661399999995
0.00115,0.063653332,0.06026666199999999
0.0012000000000000001,0.052346664,0.06194664800000001
0.00125,0.048826664,0.088906652
0.0013000000000000002,0.044079997999999995,0.09720000999999999
0.00135,0.05533332999999999,0.068479992
0.0014,0.053626664000000004,0.077199988
0.0014500000000000001,0.04533332999999999,0.05197333280000001
0.0015,0.038399998,0.05023999939999999
0.0015500000000000002,0.059279996,0.07413333
0.0016,0.04013333,0.065439994
0.00165,0.048373330000000006,0.097626666
0.0017000000000000001,0.037946664000000005,0.088506664
0.00175,0.056239996,0.09717332199999999
0.0018000000000000002,0.05277332999999999,0.09111999000000001
0.00185,0.044906664,0.087653306
0.0019,0.046186664,0.09063999800000001
0.0019500000000000001,0.051439996,0.056746666000000015
0.002,0.04794666399999999,0.064586664
0.00205,0.053626664000000004,0.035893326
0.0021000000000000003,0.058853328,0.04631999760000001
0.00215,0.047546662,0.0632799912
0.0022,0.046666664000000004,0.07106666
0.0022500000000000003,0.054479995999999996,0.100639996
0.0023,0.057973330000000003,0.100666656
0.00235,0.048399996,0.08282666520000001
0.0024000000000000002,0.06101333,0.08978667200000001
0.00245,0.037946664000000005,0.053280004000000006
0.0025,0.049679996,0.05893332400000001
0.00255,0.04447999800000001,0.0628533368
0.0026000000000000003,0.042293328000000005,0.06501333054
0.00265,0.049279998000000005,0.0824
0.0027,0.047973331999999994,0.094986662
0.0027500000000000003,0.05189333,0.086746656
0.0028,0.043626662,0.09586667600000001
0.00285,0.051893329999999994,0.082853338
0.0029000000000000002,0.04098666199999999,0.08631999
0.00295,0.05973333200000001,0.056746665200000004
0.003,0.043173332,0.0628800108
0.00305,0.05101333,0.05024000399999999
0.0031000000000000003,0.04709333,0.05287999559999999
0.00315,0.051866661999999994,0.069360002
0.0032,0.04885333,0.071119982
0.0032500000000000003,0.053173330000000005,0.10109332200000001
0.0033,0.061919996,0.10544
0.00335,0.040559996,0.09327999
0.0034000000000000002,0.049706664,0.09978667199999999
0.0034500000000000004,0.046266662,0.06631999920000001
0.0035,0.052319998,0.0832799772
0.00355,0.044053327999999996,0.056746656000000006
0.0036000000000000003,0.035333329999999996,0.069359998
0.00365,0.05319999799999999,0.080239986
0.0037,0.056666664,0.086746662
0.0037500000000000003,0.03709333,0.09498665399999999
0.0038,0.05538666,0.098053328
0.00385,0.044053327999999996,0.08197333799999999
0.0039000000000000003,0.036186662,0.08631999000000001
0.00395,0.06711999799999999,0.0489066586
0.004,0.050106666,0.058533315399999994
0.00405,0.047519995999999995,0.0471999952
0.0041,0.050986663999999994,0.054133328
0.00415,0.04493333000000001,0.071546658
0.004200000000000001,0.044506662,0.0697866472
0.00425,0.050586664,0.0924
0.0043,0.049226663999999996,0.086746668
0.004350000000000001,0.04666666199999999,0.092853324
0.0044,0.043199994000000005,0.08805332800000001
0.00445,0.05319999599999999,0.06895999134
0.0045000000000000005,0.049706662,0.07762666600000001
0.00455,0.044026664,0.074159982
0.0046,0.043599996,0.08762666334
0.0046500000000000005,0.04925333,0.08544001
0.0047,0.056213330000000006,0.07978666
0.00475,0.03663999600000001,0.09111999000000001
0.0048000000000000004,0.047093328000000004,0.091973328
0.00485,0.05189333,0.07026666399999999
0.0049,0.054506662,0.082853316
0.00495,0.047093328,0.06591998940000002
0.005,0.034426664,0.06066665254
0.005050000000000001,0.071039996,0.05194666000000001
0.0051,0.049279998000000005,0.053279992
0.00515,0.051013332,0.069786662
0.005200000000000001,0.04621333,0.06418666440000001
0.00525,0.051039994,0.09586665600000002
0.0053,0.045359998,0.08197332199999999
0.005350000000000001,0.05445333,0.08285331599999998
0.0054,0.06058666199999999,0.07805332200000001
0.00545,0.038399998000000005,0.06893333
0.0055000000000000005,0.04447999600000001,0.06458665599999999
0.00555,0.04797333,0.093279984
0.0056,0.043173329999999996,0.08066667
0.0056500000000000005,0.05098666599999999,0.08285332200000001
0.0057,0.043599995999999995,0.08069332399999998
