Time (s),CH2 (V),CH3 (V)
0.0,0.09911332,0.07614666
2e-06,0.09839333,0.0756
4e-06,0.09833999,0.0756
6e-06,0.09925999,0.07643999
8e-06,0.09836666,0.07643999
9.999999999999999e-06,0.09931333,0.07543333
1.2e-05,0.09927332,0.07561333
1.4e-05,0.09833999,0.07647333
1.6e-05,0.09928666,0.07587333
1.8e-05,0.09835333,0.07679333
1.9999999999999998e-05,0.09836666,0.07675333
2.2e-05,0.09932666,0.07595333
2.4e-05,0.09839333,0.07606
2.6e-05,0.09933999,0.07692
2.8e-05,0.09846666,0.07698666
2.9999999999999997e-05,0.09942,0.07621333
3.2e-05,0.09852,0.07604666
3.4e-05,0.09944666,0.07689333
3.6e-05,0.09945999,0.07629333
3.7999999999999995e-05,0.09854666,0.07721999
3.9999999999999996e-05,0.09951333,0.07720666
4.2e-05,0.09859999,0.07648666
4.4e-05,0.09858666,0.07652666
4.6e-05,0.09948666,0.07735333
4.8e-05,0.09858666,0.07732666
4.9999999999999996e-05,0.09948666,0.07651333
5.2e-05,0.09854666,0.07715333
5.4e-05,0.09947333,0.07637333
5.6e-05,0.09955332,0.0764
5.8e-05,0.09865332,0.07716666
5.9999999999999995e-05,0.09956666,0.07645333
6.2e-05,0.09866666,0.07719333
6.4e-05,0.09857333,0.07652666
6.599999999999999e-05,0.09959333,0.07736666
6.8e-05,0.09866666,0.07737999
7e-05,0.09960666,0.07659332
7.2e-05,0.09949999,0.07655333
7.4e-05,0.09855999,0.07736666
7.599999999999999e-05,0.09951333,0.07665999
7.8e-05,0.09859999,0.07745999
7.999999999999999e-05,0.09945999,0.07740666
8.2e-05,0.09852,0.07658
8.4e-05,0.09939332,0.07660666
8.599999999999999e-05,0.09849332,0.07739333
8.8e-05,0.09935333,0.07744666
8.999999999999999e-05,0.09842666,0.07667333
9.2e-05,0.09928666,0.07733999
9.4e-05,0.09833999,0.07659332
9.6e-05,0.09833999,0.07735333
9.8e-05,0.09933999,0.07660666
9.999999999999999e-05,0.09928666,0.07721999
0.000102,0.09835333,0.07624
0.000104,0.09833999,0.07618666
0.000106,0.09937999,0.07692
0.000108,0.09925999,0.07692
0.00010999999999999999,0.09832666,0.07601999
0.000112,0.09921999,0.07669999
0.00011399999999999999,0.09831332,0.07578666
0.000116,0.09828666,0.07648666
0.000118,0.09923333,0.07574666
0.00011999999999999999,0.09920666,0.07645333
0.000122,0.09812666,0.07544666
0.000124,0.09813999,0.07544666
0.000126,0.09908,0.07624
0.000128,0.09906666,0.0764
0.00013,0.09816666,0.07557333
0.00013199999999999998,0.09898666,0.07622666
0.000134,0.09805999,0.07549333
0.000136,0.09899999,0.07549333
0.000138,0.09808666,0.07622666
0.00014,0.09895999,0.07621333
0.00014199999999999998,0.09807333,0.07541999
0.000144,0.09890666,0.07547999
0.000146,0.09801999,0.07635999
0.000148,0.09895999,0.0764
0.00015,0.09807333,0.0756
0.00015199999999999998,0.09890666,0.0756
0.000154,0.09800666,0.07637333
0.000156,0.09803332,0.07581999
0.000158,0.09893332,0.07655333
0.00015999999999999999,0.09892,0.07642666
0.00016199999999999998,0.09799333,0.07547999
0.000164,0.09796666,0.07608666
0.000166,0.09893332,0.07523333
0.000168,0.09894666,0.07595333
0.00016999999999999999,0.09805999,0.07507999
0.00017199999999999998,0.09894666,0.07507999
0.000174,0.09797999,0.07587333
0.000176,0.09811333,0.07532666
0.000178,0.09903999,0.07614666
0.00017999999999999998,0.09811333,0.07538
0.00018199999999999998,0.09905332,0.07615999
0.000184,0.09811333,0.07551999
0.000186,0.09908,0.07647333
0.000188,0.09905332,0.07647333
0.00018999999999999998,0.09815332,0.07572
0.000192,0.09909999,0.07561333
0.000194,0.09813999,0.0764
0.000196,0.09905332,0.07569333
0.000198,0.09813999,0.07645333
0.00019999999999999998,0.09905332,0.07648666
0.000202,0.09811333,0.07574666
0.000204,0.09811333,0.07581999
0.000206,0.09906666,0.07671333
0.000208,0.09811333,0.07676666
0.00020999999999999998,0.09903999,0.07601999
0.000212,0.09816666,0.07600666
0.000214,0.09912666,0.07674
0.000216,0.09821999,0.07609999
0.00021799999999999999,0.09917999,0.07702666
0.00021999999999999998,0.09917999,0.07697333
0.000222,0.09821999,0.07617333
0.000224,0.09820666,0.07626666
0.000226,0.09920666,0.07724666
0.00022799999999999999,0.09919333,0.07728666
0.00022999999999999998,0.09828666,0.07655333
0.000232,0.09916666,0.07728666
0.000234,0.09824666,0.07642666
0.000236,0.0983,0.07732666
0.00023799999999999998,0.09921999,0.07652666
0.00023999999999999998,0.09923333,0.07720666
0.000242,0.09827333,0.07631999
0.000244,0.09832666,0.07634666
0.00024599999999999996,0.09923333,0.07721999
0.000248,0.09924666,0.07655333
0.00025,0.09832666,0.07731333
0.000252,0.09820666,0.07658
0.000254,0.09920666,0.07732666
0.000256,0.09924666,0.07662
0.000258,0.0983,0.07740666
0.00026,0.09824666,0.07739333
0.00026199999999999997,0.09914,0.07660666
0.00026399999999999997,0.09823333,0.07668666
0.000266,0.09916666,0.07748
0.000268,0.09909999,0.07749332
0.00027,0.09819333,0.07675333
0.000272,0.09811333,0.07739333
0.000274,0.09899999,0.07664666
0.000276,0.09897333,0.07672666
0.000278,0.09807333,0.07753333
0.00028,0.09801999,0.07745999
0.00028199999999999997,0.09893332,0.07660666
0.00028399999999999996,0.09889333,0.07648666
0.000286,0.09804666,0.0773
0.000288,0.09906666,0.07724666
0.00029,0.09799333,0.07626666
0.000292,0.09793999,0.07692
0.000294,0.09886666,0.07608666
0.000296,0.09892,0.07685333
0.000298,0.09804666,0.07611333
0.0003,0.09893332,0.07668666
0.00030199999999999997,0.09793999,0.07570666
0.00030399999999999996,0.09878666,0.07631999
0.000306,0.09793999,0.0756
0.000308,0.09882666,0.07630666
0.00031,0.09788666,0.07544666
0.000312,0.09873333,0.07536666
0.000314,0.09781999,0.07618666
0.000316,0.09878666,0.07545999
0.000318,0.09783333,0.07631999
0.00031999999999999997,0.09874666,0.07624
0.00032199999999999997,0.09776666,0.07535332
0.00032399999999999996,0.09776666,0.07529999
0.000326,0.09865332,0.07611333
0.000328,0.09866666,0.07539333
0.00033,0.09775332,0.07615999
0.000332,0.09765333,0.07614666
0.000334,0.09863999,0.07543333
0.000336,0.09776666,0.07550666
0.000338,0.09869333,0.07628
0.00033999999999999997,0.09867999,0.07558666
0.00034199999999999996,0.09773999,0.07635999
0.00034399999999999996,0.09776666,0.0756
0.000346,0.09866666,0.07634666
0.000348,0.09870666,0.07630666
0.00035,0.09778,0.07545999
0.000352,0.09769332,0.07603333
0.000354,0.09865332,0.07507999
0.000356,0.09871999,0.07509333
0.000358,0.09780666,0.0759
0.00035999999999999997,0.09866666,0.07594
0.00036199999999999996,0.09779333,0.07515333
0.00036399999999999996,0.09778,0.07524666
0.000366,0.09871999,0.07611333
0.000368,0.09877332,0.07551999
0.00037,0.09787333,0.07626666
0.000372,0.09785999,0.07630666
0.000374,0.09875999,0.07553333
0.000376,0.09787333,0.07561333
0.00037799999999999997,0.09885333,0.07645333
