Time (s),CH2 Voltage (V),CH3 Voltage (V)
-2.0,0.06176,0.19142
-1.998,0.05723999,0.1942533
-1.996,0.0623,0.1659466
-1.994,0.05723999,0.1974066
-1.992,0.06240666,0.1952267
-1.99,0.05691333,0.1671467
-1.988,0.05702,0.1667133
-1.986,0.06208666,0.2003466
-1.984,0.06208666,0.1999133
-1.982,0.05723999,0.16758
-1.98,0.05723999,0.1678
-1.978,0.06197999,0.19534
-1.976,0.06197999,0.19882
-1.974,0.05734666,0.1664933
-1.972,0.06176,0.16682
-1.97,0.05691333,0.2050267
-1.968,0.05702,0.2059
-1.966,0.06176,0.16736
-1.964,0.06176,0.1679067
-1.962,0.05702,0.2004533
-1.96,0.06176,0.20122
-1.958,0.05702,0.1686667
-1.956,0.06187333,0.1681267
-1.954,0.05702,0.2106867
-1.952,0.06176,0.2122133
-1.95,0.05691333,0.16834
-1.948,0.05702,0.1678
-1.946,0.06165333,0.2031733
-1.944,0.06176,0.2053533
-1.942,0.05702,0.1703
-1.94,0.05691333,0.1706267
-1.938,0.06208666,0.1977333
-1.936,0.06208666,0.1704133
-1.934,0.05702,0.2028466
-1.932,0.05702,0.20448
-1.93,0.06165333,0.1727
-1.928,0.06176,0.1696467
-1.926,0.05702,0.1983867
-1.924,0.06187333,0.1983867
-1.922,0.05723999,0.16954
-1.92,0.05723999,0.1710667
-1.918,0.06187333,0.2073133
-1.916,0.06197999,0.2110133
-1.914,0.05723999,0.17738
-1.912,0.05680666,0.20372
-1.91,0.06176,0.1696467
-1.908,0.05702,0.1696467
-1.906,0.06208666,0.20122
-1.904,0.06187333,0.17694
-1.902,0.05713333,0.20916
-1.9,0.05713333,0.2045933
-1.898,0.0623,0.1757466
-1.896,0.06197999,0.2061133
-1.894,0.05691333,0.1757466
-1.892,0.06197999,0.2031733
-1.89,0.05702,0.1723733
-1.888,0.06208666,0.1725866
-1.886,0.05713333,0.2045933
-1.884,0.06208666,0.1784666
-1.882,0.05702,0.2089466
-1.88,0.06197999,0.1784666
-1.8780000000000001,0.05713333,0.2077467
-1.876,0.06208666,0.20764
-1.874,0.05713333,0.17128
-1.8719999999999999,0.06187333,0.1708467
-1.87,0.05702,0.2036133
-1.8679999999999999,0.05691333,0.1794467
-1.866,0.06208666,0.2148267
-1.8639999999999999,0.05723999,0.2127533
-1.862,0.06197999,0.1770533
-1.8599999999999999,0.05723999,0.2141733
-1.858,0.06197999,0.17596
-1.8559999999999999,0.06208666,0.2028466
-1.854,0.05702,0.1727
-1.852,0.05669999,0.1790133
-1.85,0.06208666,0.2155866
-1.848,0.06197999,0.21504
-1.846,0.05691333,0.1784666
-1.844,0.06208666,0.17738
-1.842,0.05702,0.21232
-1.84,0.06208666,0.21112
-1.838,0.05702,0.1747667
-1.836,0.06208666,0.1774867
-1.834,0.05702,0.2180866
-1.832,0.06176,0.2184467
-1.83,0.05680666,0.17988
-1.828,0.06187333,0.1795533
-1.826,0.05702,0.2184467
-1.824,0.06187333,0.2184467
-1.822,0.05669999,0.17248
-1.82,0.05669999,0.1727
-1.818,0.0623,0.2131933
-1.816,0.06187333,0.2149333
-1.814,0.05702,0.1811867
-1.812,0.05691333,0.1826
-1.81,0.06165333,0.2184467
-1.808,0.06176,0.2184467
-1.806,0.05691333,0.1755266
-1.804,0.05691333,0.17422
-1.802,0.06208666,0.2128666
-1.8,0.06187333,0.1811867
-1.798,0.05713333,0.2174333
-1.796,0.06187333,0.2184467
-1.794,0.05702,0.1880466
-1.792,0.06165333,0.2184467
-1.79,0.05669999,0.1768333
-1.788,0.06208666,0.1740067
-1.786,0.05659333,0.21112
-1.784,0.06208666,0.1824933
-1.782,0.05669999,0.2184467
-1.78,0.05691333,0.1822733
-1.778,0.06208666,0.2146067
-1.776,0.06187333,0.1870667
-1.774,0.05691333,0.2184467
-1.772,0.06176,0.2184467
-1.77,0.05669999,0.18086
-1.768,0.05669999,0.1790133
-1.766,0.06165333,0.21526
-1.764,0.05691333,0.1827133
-1.762,0.06154666,0.2184467
-1.76,0.05691333,0.2184467
-1.758,0.06165333,0.1897867
-1.756,0.06154666,0.2184467
-1.754,0.05669999,0.18554
-1.752,0.06165333,0.2122133
-1.75,0.05659333,0.1775933
-1.748,0.06154666,0.1765067
-1.746,0.05659333,0.2184467
-1.744,0.06154666,0.2184467
-1.742,0.05648666,0.18924
-1.74,0.06176,0.2184467
-1.738,0.05659333,0.1872867
-1.736,0.06165333,0.1824933
-1.734,0.05691333,0.2151533
-1.732,0.06143999,0.21352
-1.73,0.05648666,0.1824933
-1.728,0.05669999,0.18554
-1.726,0.06133333,0.2184467
-1.724,0.05669999,0.2184467
-1.722,0.06133333,0.1881533
-1.72,0.05680666,0.2175467
-1.718,0.06154666,0.1842333
-1.716,0.05669999,0.2174333
-1.714,0.06154666,0.1806467
-1.712,0.06133333,0.18162
-1.71,0.05669999,0.2184467
-1.708,0.05659333,0.2184467
-1.706,0.06133333,0.1936
-1.704,0.05669999,0.2184467
-1.702,0.06133333,0.1878266
