Frequency (Hz),Vrms (V)
100,0.2280891680826299
300,0.22534727115333186
500,0.22126138387039268
700,0.22483713914728987
900,0.21278751114342973
1000,0.22522570619762178
1500,0.22465667617373788
2000,0.23382344207119277
2500,0.24356899955875358
3000,0.23968923675234738
3500,0.25512164241083446
4000,0.2564392911272461
5000,0.25519390264442776
7000,0.26353104716305586
8000,0.2739872931130489
9000,0.27770297799437954
10000,0.274088549222695
