Time (s),Voltage (V)
0.0,0.8050666
0.002,0.1891333
0.004,0.1924
0.006,0.9677333
0.008,0.9677333
0.01,0.2021333
0.012,0.2400666
0.014,0.1891333
0.016,0.2043333
0.018000000000000002,1.013267
0.02,0.8083333
0.022,0.1913333
0.024,0.1924
0.026000000000000002,0.8657999
0.028,0.8592666
0.03,0.2119333
0.032,0.2379333
0.034,0.1858667
0.036000000000000004,0.2032
0.038,0.9622666
0.04,1.005667
0.042,0.1913333
0.044,0.1913333
0.046,0.8831332
0.048,1.005667
0.05,0.2140666
0.052000000000000005,0.2433333
0.054,0.1924
0.056,0.2032
0.058,1.008933
0.06,1.011067
0.062,0.1934666
0.064,0.1913333
0.066,1.0328
0.068,1.005667
0.07,0.2086667
0.07200000000000001,0.2466
0.074,0.1924
0.076,0.2043333
0.078,0.9590666
0.08,0.8559999
0.082,0.1956666
0.084,0.1924
0.08600000000000001,0.8701332
0.088,0.9947999
0.09,0.2140666
0.092,0.2412
0.094,0.1934666
0.096,0.2021333
0.098,1.005667
0.1,1.036
0.10200000000000001,0.1924
0.10400000000000001,0.1934666
0.106,1.000267
0.108,1.021933
0.11,0.2162666
0.112,0.2422666
0.114,0.1902
0.116,0.2021333
0.11800000000000001,1.059867
0.12,0.9753332
0.122,0.1913333
0.124,0.1978
0.126,1.005667
0.128,1.007867
0.13,0.2086667
0.132,0.2433333
0.134,0.1978
0.136,0.2010666
0.138,0.9590666
0.14,0.9904666
0.14200000000000002,0.1967333
0.14400000000000002,0.1934666
0.146,0.8625333
0.148,1.026267
0.15,0.2119333
0.152,0.2498666
0.154,0.1967333
0.156,0.2076
0.158,1.049067
0.16,1.0046
0.162,0.1945333
0.164,0.1945333
0.166,1.023
0.168,1.026267
0.17,0.2140666
0.17200000000000001,0.2476666
0.17400000000000002,0.1978
0.176,0.2097333
0.178,1.0382
0.18,0.8961332
0.182,0.1978
0.184,0.2010666
0.186,0.9384665
0.188,1.000267
0.19,0.2162666
0.192,0.2444666
0.194,0.1956666
0.196,0.2043333
0.198,1.027333
0.2,1.042533
0.202,0.1956666
0.20400000000000001,0.2010666
0.20600000000000002,0.9373332
0.20800000000000002,1.0458
0.21,0.2064666
0.212,0.2466
0.214,0.1956666
0.216,0.2043333
0.218,1.050133
0.22,1.054467
0.222,0.1956666
0.224,0.1956666
0.226,0.9405999
0.228,1.0512
0.23,0.2173333
0.232,0.1978
0.234,0.2444666
0.23600000000000002,0.213
0.23800000000000002,1.0252
0.24,0.9611999
0.242,0.2054
0.244,0.2010666
0.246,0.8473333
0.248,1.0154
0.25,0.2173333
0.252,0.2498666
0.254,0.1978
0.256,0.2054
0.258,1.0458
0.26,0.9047999
0.262,0.1988667
0.264,0.1978
0.266,1.020867
0.268,1.0046
0.27,0.2140666
0.272,0.2488
0.274,0.1978
0.276,0.2108
0.278,1.016533
0.28,0.9947999
0.28200000000000003,0.1967333
0.28400000000000003,0.1978
0.28600000000000003,1.039267
0.28800000000000003,1.0176
0.29,0.2086667
0.292,0.2455333
0.294,0.1988667
0.296,0.2064666
0.298,0.9763999
0.3,0.9839999
0.302,0.2021333
0.304,0.1945333
0.306,0.8787999
0.308,1.0328
0.31,0.2194666
0.312,0.2466
0.314,0.1967333
0.316,0.2010666
0.318,1.019733
0.32,0.9535999
0.322,0.1978
0.324,0.1978
0.326,0.9904666
0.328,0.9741999
0.33,0.2162666
0.332,0.2444666
0.334,0.1978
0.336,0.213
0.338,1.011067
0.34,0.9839999
0.342,0.2054
0.34400000000000003,0.2
0.34600000000000003,0.9590666
0.34800000000000003,0.9947999
0.35000000000000003,0.213
0.352,0.2509333
0.354,0.2010666
0.356,0.2
0.358,1.016533
0.36,0.9991332
0.362,0.1902
0.364,0.1967333
0.366,0.8950666
0.368,0.9926665
0.37,0.2119333
0.372,0.2444666
0.374,0.1934666
0.376,0.2032
0.378,0.9709999
0.38,0.9753332
0.382,0.1978
0.384,0.1978
0.386,0.9655333
0.388,1.0046
0.39,0.2064666
0.392,0.2010666
0.394,0.2433333
0.396,0.2086667
0.398,0.9687999
0.4,0.9871999
0.402,0.2010666
0.404,0.1967333
0.406,0.9080666
0.40800000000000003,0.9817999
0.41000000000000003,0.2140666
0.41200000000000003,0.2444666
0.41400000000000003,0.1967333
0.41600000000000004,0.2032
0.418,0.9611999
0.42,0.8343332
0.422,0.1837333
0.424,0.1978
0.426,0.9817999
0.428,0.9177999
0.43,0.2086667
0.432,0.2433333
0.434,0.1956666
0.436,0.2010666
0.438,0.9839999
0.44,0.9774666
0.442,0.1945333
0.444,0.1924
0.446,0.9547333
0.448,0.9601333
0.45,0.2140666
0.452,0.2433333
0.454,0.1978
0.456,0.2043333
0.458,0.9665999
0.46,0.9655333
0.462,0.2
0.464,0.1967333
0.466,0.9438666
0.468,0.9644666
0.47000000000000003,0.2064666
0.47200000000000003,0.2412
0.47400000000000003,0.1891333
0.47600000000000003,0.2054
0.47800000000000004,0.9709999
0.48,0.9698666
0.482,0.2
0.484,0.1934666
0.486,0.8896666
0.488,0.9459999
0.49,0.2162666
0.492,0.1902
0.494,0.2466
0.496,0.2076
0.498,0.9427999
0.5,0.9503332
0.502,0.1967333
0.504,0.1978
0.506,0.9189333
0.508,0.9535999
0.51,0.2173333
0.512,0.2488
0.514,0.1934666
0.516,0.1967333
0.518,0.9492666
0.52,0.9221999
0.522,0.2
