Time (s),CH2 Voltage (V),CH3 Voltage (V)
-0.1,0.1506467,0.08297332
-0.0998,0.1500933,0.07950666
-0.09960000000000001,0.15074,0.07915333
-0.0994,0.1501267,0.08293333
-0.09920000000000001,0.15066,0.08350666
-0.099,0.1499333,0.07981999
-0.0988,0.1504867,0.07932666
-0.09860000000000001,0.14984,0.08352
-0.0984,0.14976,0.08315333
-0.09820000000000001,0.1504333,0.08594
-0.098,0.1503933,0.08429333
-0.09780000000000001,0.1497333,0.08719333
-0.0976,0.15038,0.08678666
-0.0974,0.1497733,0.09040666
-0.09720000000000001,0.1497733,0.08953333
-0.097,0.15042,0.08655333
-0.09680000000000001,0.1503666,0.09043333
-0.0966,0.14976,0.08595333
-0.0964,0.1497467,0.08622666
-0.09620000000000001,0.1504733,0.08027999
-0.096,0.1505133,0.08386
-0.09580000000000001,0.1498267,0.08046
-0.0956,0.1498133,0.08085333
-0.09540000000000001,0.1504867,0.07271333
-0.0952,0.15054,0.07309332
-0.095,0.14992,0.07601999
-0.09480000000000001,0.14988,0.07411333
-0.0946,0.1505133,0.06908
-0.09440000000000001,0.14992,0.06969333
-0.0942,0.1504733,0.07353333
-0.094,0.1498267,0.07297333
-0.09380000000000001,0.15058,0.06887999
-0.0936,0.15054,0.06898666
-0.09340000000000001,0.1499467,0.07278
-0.0932,0.1505533,0.07195333
-0.093,0.14992,0.07321999
-0.09280000000000001,0.1504867,0.07274
-0.0926,0.1498133,0.07629333
-0.09240000000000001,0.15038,0.07626666
-0.0922,0.1497733,0.07454
-0.092,0.1503267,0.0756
-0.0918,0.1496,0.07898666
-0.0916,0.1496667,0.07895999
-0.09140000000000001,0.1502733,0.07716666
-0.0912,0.14972,0.07718
-0.091,0.15034,0.07912
-0.0908,0.14976,0.07925999
-0.0906,0.15038,0.07699999
-0.09040000000000001,0.1498,0.07609999
-0.0902,0.1504467,0.07757333
-0.09000000000000001,0.14984,0.07710666
-0.0898,0.1504733,0.07873999
-0.0896,0.14984,0.07876666
-0.08940000000000001,0.1505533,0.07606
-0.0892,0.1500133,0.07642666
-0.08900000000000001,0.1506467,0.07352
-0.0888,0.1500933,0.07366666
-0.08860000000000001,0.1507667,0.07604666
-0.0884,0.15026,0.07535332
-0.0882,0.1508933,0.07119333
-0.08800000000000001,0.1509467,0.07174666
-0.0878,0.1503666,0.07671333
-0.08760000000000001,0.1503666,0.07672666
-0.0874,0.151,0.07355999
-0.0872,0.1503933,0.07365333
-0.08700000000000001,0.151,0.07745999
-0.0868,0.15104,0.07818666
-0.08660000000000001,0.1503533,0.07689333
-0.0864,0.1510133,0.07686666
-0.0862,0.1504333,0.08027999
-0.08600000000000001,0.1510267,0.08097333
-0.0858,0.1504067,0.07974666
-0.08560000000000001,0.15042,0.07983333
-0.0854,0.15104,0.08329999
-0.0852,0.1504867,0.08377999
-0.085,0.1510933,0.08247333
-0.0848,0.1510933,0.08221333
-0.08460000000000001,0.1504467,0.08399333
-0.0844,0.1510667,0.08396666
-0.0842,0.1504733,0.08191333
-0.084,0.15104,0.08182
-0.08380000000000001,0.1504467,0.08329999
-0.08360000000000001,0.1510133,0.08311333
-0.0834,0.15042,0.08076666
-0.0832,0.15038,0.08076666
-0.083,0.1510133,0.08239999
-0.08280000000000001,0.15096,0.08237333
-0.0826,0.1503133,0.08151999
-0.0824,0.1503267,0.08169333
-0.08220000000000001,0.1510133,0.08384666
-0.082,0.1503533,0.08345333
-0.08180000000000001,0.1509467,0.08524666
-0.0816,0.1509467,0.08498666
-0.0814,0.15034,0.08337999
-0.08120000000000001,0.15034,0.08359999
-0.081,0.1509733,0.08467333
-0.08080000000000001,0.1503533,0.08413333
-0.0806,0.151,0.08506666
-0.0804,0.15034,0.08460666
-0.08020000000000001,0.151,0.08669999
-0.08,0.1504333,0.08668666
-0.07980000000000001,0.1510667,0.08464666
-0.0796,0.1510533,0.08456666
-0.0794,0.1503267,0.08659333
-0.0792,0.1509733,0.08689333
-0.079,0.1503,0.08542
