Time (s),no_pump,no_pump,pump_1557.4654nm,pump_1557.4654nm,no_pump,no_pump,pump_1557.3nm,pump_1557.3nm,pump_1557.6nm,pump_1557.6nm
0.32265,0.054053328,0.054053328,1.02981346,1.02981346,0.057973332,0.057973332,1.0110932600000002,1.0110932600000002,1.00023998,1.00023998
0.32270000000000004,0.051893329999999994,0.051893329999999994,1.05509312,1.05509312,0.06277332799999999,0.06277332799999999,1.02549316,1.02549316,1.0267733799999998,1.0267733799999998
0.32275000000000004,0.050986661999999995,0.050986661999999995,1.3472266000000002,1.3472266000000002,0.041039996,0.041039996,1.2671464000000001,1.2671464000000001,1.3929598000000003,1.3929598000000003
0.32280000000000003,0.059279998,0.059279998,1.3590132000000001,1.3590132000000001,0.04141333,0.04141333,1.2592798,1.2592798,1.4038666000000002,1.4038666000000002
0.32285,0.051866661999999994,0.051866661999999994,1.5584532,1.5584532,0.059706664,0.059706664,1.4460799999999998,1.4460799999999998,1.6468264000000001,1.6468264000000001
0.3229,0.048853332000000006,0.048853332000000006,1.5697599999999998,1.5697599999999998,0.055786664,0.055786664,1.4525865999999998,1.4525865999999998,1.65032,1.65032
0.32295,0.060586662,0.060586662,1.6590133999999999,1.6590133999999999,0.049279996000000006,0.049279996000000006,1.5653864,1.5653864,1.8235996,1.8235996
0.323,0.03621333,0.03621333,1.6489862,1.6489862,0.06189332999999999,0.06189332999999999,1.5518665999999999,1.5518665999999999,1.8332267999999998,1.8332267999999998
0.32305,0.07149333,0.07149333,1.7230128,1.7230128,0.04357333000000001,0.04357333000000001,1.6389866000000002,1.6389866000000002,1.948133,1.948133
0.3231,0.042746664000000004,0.042746664000000004,1.7073329999999998,1.7073329999999998,0.052746664,0.052746664,1.6319731999999998,1.6319731999999998,1.954213,1.954213
0.32315,0.06362666399999999,0.06362666399999999,1.7434932,1.7434932,0.042319996000000006,0.042319996000000006,1.7178130000000003,1.7178130000000003,2.0382930000000004,2.0382930000000004
0.32320000000000004,0.057946664,0.057946664,1.7408797999999996,1.7408797999999996,0.051039994,0.051039994,1.6999466,1.6999466,2.0252264,2.0252264
0.32325000000000004,0.037946664,0.037946664,1.7713598000000002,1.7713598000000002,0.043599993999999996,0.043599993999999996,1.7774396,1.7774396,2.0151998,2.0151998
0.32330000000000003,0.055359996,0.055359996,1.7509063999999999,1.7509063999999999,0.047919996,0.047919996,1.7604528000000002,1.7604528000000002,2.0121332,2.0121332
0.32335,0.034879996,0.034879996,1.7778664,1.7778664,0.042293330000000004,0.042293330000000004,1.793973,1.793973,2.0434932,2.0434932
0.3234,0.05447999800000001,0.05447999800000001,1.77224,1.77224,0.043599995999999995,0.043599995999999995,1.7643732,1.7643732,2.0195732,2.0195732
0.32345,0.033599996,0.033599996,1.8266664,1.8266664,0.050986663999999994,0.050986663999999994,1.7461065999999998,1.7461065999999998,2.0879198,2.0879198
0.3235,0.039279996000000005,0.039279996000000005,1.862773,1.862773,0.05277333199999999,0.05277333199999999,1.7561066,1.7561066,2.1057602,2.1057602
0.32355,0.055386661999999996,0.055386661999999996,1.5314400000000001,1.5314400000000001,0.046639998,0.046639998,1.2719466,1.2719466,1.8257862,1.8257862
0.3236,0.046239996,0.046239996,1.4961598,1.4961598,0.039253332,0.039253332,1.2475467999999998,1.2475467999999998,1.7917866,1.7917866
0.32365,0.04925333,0.04925333,0.9967199399999999,0.9967199399999999,0.056239996,0.056239996,0.82519992,0.82519992,1.1670132,1.1670132
0.32370000000000004,0.059279996,0.059279996,0.9710665799999999,0.9710665799999999,0.065386664,0.065386664,0.8151732599999999,0.8151732599999999,1.1495732,1.1495732
0.32375000000000004,0.046239998,0.046239998,0.6597332600000001,0.6597332600000001,0.033999998,0.033999998,0.54087994,0.54087994,0.76247992,0.76247992
0.32380000000000003,0.048826666,0.048826666,0.6397066,0.6397066,0.053626664000000004,0.053626664000000004,0.53519998,0.53519998,0.75247996,0.75247996
0.32385,0.058426662,0.058426662,0.44679991999999996,0.44679991999999996,0.045359998,0.045359998,0.3706133,0.3706133,0.50690662,0.50690662
0.3239,0.051013332,0.051013332,0.43722661999999995,0.43722661999999995,0.052346662,0.052346662,0.36714662000000003,0.36714662000000003,0.50210666,0.50210666
0.32395,0.057546662000000005,0.057546662000000005,0.31749328,0.31749328,0.045359996,0.045359996,0.26917329999999995,0.26917329999999995,0.35535997999999996,0.35535997999999996
0.324,0.045786664,0.045786664,0.31834663999999996,0.31834663999999996,0.042319998,0.042319998,0.26831998,0.26831998,0.35754663999999997,0.35754663999999997
0.32405,0.059759998,0.059759998,0.23911996000000002,0.23911996000000002,0.053173332,0.053173332,0.20429331999999997,0.20429331999999997,0.2591733,0.2591733
0.3241,0.061039998,0.061039998,0.24655997999999996,0.24655997999999996,0.05013333,0.05013333,0.22125331999999998,0.22125331999999998,0.26957328,0.26957328
0.32415,0.041866664000000005,0.041866664000000005,0.18863997999999998,0.18863997999999998,0.04405333,0.04405333,0.16208000000000003,0.16208000000000003,0.20165332,0.20165332
0.3242,0.057973330000000003,0.057973330000000003,0.20165332,0.20165332,0.04493333,0.04493333,0.18290664,0.18290664,0.21125334,0.21125334
0.32425000000000004,0.035333329999999996,0.035333329999999996,0.15853332,0.15853332,0.049279998000000005,0.049279998000000005,0.13330668,0.13330668,0.15941332000000003,0.15941332000000003
0.32430000000000003,0.048399996,0.048399996,0.17162664,0.17162664,0.038399996,0.038399996,0.15418665999999998,0.15418665999999998,0.17903996000000003,0.17903996000000003
0.32435,0.041013332,0.041013332,0.13029334,0.13029334,0.05058666199999999,0.05058666199999999,0.10890666,0.10890666,0.12984,0.12984
0.3244,0.043599997999999994,0.043599997999999994,0.14461333999999998,0.14461333999999998,0.04405332799999999,0.04405332799999999,0.122879984,0.122879984,0.14938667999999997,0.14938667999999997
0.32445,0.049706664,0.049706664,0.12069331999999999,0.12069331999999999,0.051839996,0.051839996,0.10370667600000001,0.10370667600000001,0.10941334,0.10941334
0.3245,0.029679996000000004,0.029679996000000004,0.10853334,0.10853334,0.053626662000000005,0.053626662000000005,0.090666666,0.090666666,0.10981335200000002,0.10981335200000002
0.32455,0.06538666400000001,0.06538666400000001,0.47469330000000004,0.47469330000000004,0.047519995999999995,0.047519995999999995,0.5970399399999999,0.5970399399999999,0.36842664,0.36842664
0.3246,0.051466663999999995,0.051466663999999995,0.50125328,0.50125328,0.04669333,0.04669333,0.62359994,0.62359994,0.41151996,0.41151996
0.32465,0.050159994000000006,0.050159994000000006,1.00848004,1.00848004,0.052319994,0.052319994,1.0306934,1.0306934,1.0215733,1.0215733
0.3247,0.05669333,0.05669333,1.0341867200000001,1.0341867200000001,0.054026662,0.054026662,1.0559732,1.0559732,1.03463984,1.03463984
0.32475000000000004,0.04973333,0.04973333,1.352053,1.352053,0.044026661999999994,0.044026661999999994,1.3324266000000002,1.3324266000000002,1.4173598,1.4173598
0.32480000000000003,0.04973333,0.04973333,1.3681866,1.3681866,0.046639998,0.046639998,1.3385332,1.3385332,1.4391197999999998,1.4391197999999998
0.32485,0.057519996,0.057519996,1.5780264000000002,1.5780264000000002,0.05402666199999999,0.05402666199999999,1.5296800000000002,1.5296800000000002,1.6877600000000001,1.6877600000000001
0.3249,0.061466664000000004,0.061466664000000004,1.5767197999999998,1.5767197999999998,0.05405332999999999,0.05405332999999999,1.532293,1.532293,1.6921336,1.6921336
0.32495,0.052346664,0.052346664,1.6869066000000004,1.6869066000000004,0.04581333,0.04581333,1.6463999999999999,1.6463999999999999,1.8140262,1.8140262
0.325,0.069759996,0.069759996,1.6768532,1.6768532,0.058399995999999996,0.058399995999999996,1.6263998000000002,1.6263998000000002,1.8157329999999998,1.8157329999999998
0.32505,0.04533332999999999,0.04533332999999999,1.7208262,1.7208262,0.043173329999999996,0.043173329999999996,1.7164796,1.7164796,1.9115462,1.9115462
0.3251,0.05362666199999999,0.05362666199999999,1.7042932,1.7042932,0.049733328,0.049733328,1.7251995999999998,1.7251995999999998,1.9141866,1.9141866
0.32515,0.04797333,0.04797333,1.7361066,1.7361066,0.04402666400000001,0.04402666400000001,1.7282664,1.7282664,1.9620798000000002,1.9620798000000002
0.3252,0.051466661999999996,0.051466661999999996,1.7317332,1.7317332,0.06365333,0.06365333,1.71432,1.71432,1.9664261999999997,1.9664261999999997
0.32525000000000004,0.042293328,0.042293328,1.7412798000000003,1.7412798000000003,0.028373330000000002,0.028373330000000002,1.7535198,1.7535198,2.0352266,2.0352266
0.32530000000000003,0.05058666199999999,0.05058666199999999,1.7221064,1.7221064,0.04709333,0.04709333,1.7522128,1.7522128,2.0343462,2.0343462
0.32535000000000003,0.03879999800000001,0.03879999800000001,1.753493,1.753493,0.042293330000000004,0.042293330000000004,1.7251998,1.7251998,2.061333,2.061333
0.3254,0.050586664,0.050586664,1.7600266000000002,1.7600266000000002,0.040559996,0.040559996,1.7160800000000003,1.7160800000000003,2.0356264000000004,2.0356264000000004
0.32545,0.042293328,0.042293328,1.8292531999999997,1.8292531999999997,0.05493333,0.05493333,1.7757061999999997,1.7757061999999997,2.0609332,2.0609332
0.3255,0.043599997999999994,0.043599997999999994,1.8506132000000002,1.8506132000000002,0.050559997999999995,0.050559997999999995,1.7805064000000002,1.7805064000000002,2.0774398,2.0774398
0.32555,0.051439996,0.051439996,1.557573,1.557573,0.043173332,0.043173332,1.3276531999999999,1.3276531999999999,1.8239998,1.8239998
0.3256,0.033573328,0.033573328,1.5192802,1.5192802,0.045813332000000005,0.045813332000000005,1.29328,1.29328,1.7848264,1.7848264
0.32565,0.064079996,0.064079996,1.00240008,1.00240008,0.048879993999999996,0.048879993999999996,0.8569599200000001,0.8569599200000001,1.1726668,1.1726668
0.3257,0.047519995999999995,0.047519995999999995,0.9832799999999999,0.9832799999999999,0.063199996,0.063199996,0.84349326,0.84349326,1.1582934,1.1582934
0.32575000000000004,0.061039996,0.061039996,0.66410658,0.66410658,0.04013333,0.04013333,0.57090662,0.57090662,0.76989328,0.76989328
0.32580000000000003,0.045359996,0.045359996,0.64797326,0.64797326,0.051039996,0.051039996,0.55911994,0.55911994,0.74943994,0.74943994
0.32585000000000003,0.06757333,0.06757333,0.4420266400000001,0.4420266400000001,0.046213330000000004,0.046213330000000004,0.38714664000000004,0.38714664000000004,0.51255994,0.51255994
0.3259,0.051439998,0.051439998,0.44333330000000004,0.44333330000000004,0.047973327999999996,0.047973327999999996,0.38149328000000005,0.38149328000000005,0.49818661999999997,0.49818661999999997
0.32595,0.059279994,0.059279994,0.31357332000000004,0.31357332000000004,0.05445333,0.05445333,0.27485332,0.27485332,0.35322664,0.35322664
0.326,0.060586662,0.060586662,0.32271996000000003,0.32271996000000003,0.05319999599999999,0.05319999599999999,0.28223997999999995,0.28223997999999995,0.35711994,0.35711994
0.32605,0.049679997999999996,0.049679997999999996,0.2465333,0.2465333,0.049679996,0.049679996,0.20386666,0.20386666,0.25783997999999997,0.25783997999999997
0.3261,0.04058666200000001,0.04058666200000001,0.24826663999999998,0.24826663999999998,0.046666664000000004,0.046666664000000004,0.21999998,0.21999998,0.26610664,0.26610664
0.32615,0.057999996,0.057999996,0.18466664000000002,0.18466664000000002,0.052346662,0.052346662,0.17335998,0.17335998,0.19946664,0.19946664
0.3262,0.04533333,0.04533333,0.19861330000000002,0.19861330000000002,0.044053329999999995,0.044053329999999995,0.18207994,0.18207994,0.21298666000000002,0.21298666000000002
0.32625000000000004,0.05013333,0.05013333,0.15855999999999998,0.15855999999999998,0.04970666199999999,0.04970666199999999,0.14026670000000002,0.14026670000000002,0.16375998,0.16375998
0.32630000000000003,0.047973332,0.047973332,0.16855998,0.16855998,0.050586664,0.050586664,0.15592,0.15592,0.17903998000000002,0.17903998000000002
0.32635000000000003,0.045786664,0.045786664,0.13069334000000002,0.13069334000000002,0.043626663999999996,0.043626663999999996,0.11549331999999998,0.11549331999999998,0.13288000000000003,0.13288000000000003
0.3264,0.047973329999999995,0.047973329999999995,0.15202666,0.15202666,0.041013332,0.041013332,0.13242666,0.13242666,0.14853334,0.14853334
0.32645,0.041439996,0.041439996,0.11413332000000001,0.11413332000000001,0.047546662,0.047546662,0.095866666,0.095866666,0.10938666,0.10938666
0.3265,0.051466661999999996,0.051466661999999996,0.10458665599999999,0.10458665599999999,0.04098666399999999,0.04098666399999999,0.09413332,0.09413332,0.103279992,0.103279992
0.32655,0.045759997999999996,0.045759997999999996,0.43458662,0.43458662,0.05493333,0.05493333,0.5129866,0.5129866,0.312719978,0.312719978
0.3266,0.04357333,0.04357333,0.47293328,0.47293328,0.043599996,0.043599996,0.54215996,0.54215996,0.3518933,0.3518933
0.32665,0.061866664,0.061866664,0.99586676,0.99586676,0.05101333,0.05101333,0.9666933199999999,0.9666933199999999,0.94405322,0.94405322
0.3267,0.048399995999999994,0.048399995999999994,1.0232801599999999,1.0232801599999999,0.053653332,0.053653332,0.9902133,0.9902133,0.9610399600000001,0.9610399600000001
0.32675000000000004,0.058399995999999996,0.058399995999999996,1.3677066,1.3677066,0.04277333,0.04277333,1.3102399999999998,1.3102399999999998,1.3568533999999999,1.3568533999999999
0.32680000000000003,0.062799996,0.062799996,1.376,1.376,0.038399998,0.038399998,1.3233066,1.3233066,1.3729597999999998,1.3729597999999998
0.32685000000000003,0.04493333,0.04493333,1.605013,1.605013,0.056239993999999995,0.056239993999999995,1.49792,1.49792,1.6150396,1.6150396
