Time (s),Voltage (V),Frequency (Hz),Magnitude (dB)
-0.025,0.10844,0.0,40.71457063297801
-0.02495,0.10828,0.0,40.71457063297801
-0.024900000000000002,0.1080667,0.0,40.71457063297801
-0.02485,0.1088333,0.0,40.71457063297801
-0.024800000000000003,0.1082933,0.0,40.71457063297801
-0.02475,0.1091,0.0,40.71457063297801
-0.0247,0.1080467,0.0,40.71457063297801
-0.024650000000000002,0.10886,0.0,40.71457063297801
-0.0246,0.1089933,0.0,40.71457063297801
-0.024550000000000002,0.1082933,0.0,40.71457063297801
-0.0245,0.1080467,0.0,40.71457063297801
-0.024450000000000003,0.1088067,0.0,40.71457063297801
-0.0244,0.1089933,0.0,40.71457063297801
-0.02435,0.1082933,0.0,40.71457063297801
-0.024300000000000002,0.10802,0.0,40.71457063297801
-0.02425,0.1087933,0.0,40.71457063297801
-0.024200000000000003,0.10828,0.0,40.71457063297801
-0.02415,0.10894,0.0,40.71457063297801
-0.0241,0.1079267,0.0,40.71457063297801
-0.024050000000000002,0.1088067,0.0,40.71457063297801
-0.024,0.1089667,0.0,40.71457063297801
-0.023950000000000003,0.1082533,0.0,40.71457063297801
-0.0239,0.1080067,0.0,40.71457063297801
-0.023850000000000003,0.1088333,0.0,40.71457063297801
-0.0238,0.1082,0.0,40.71457063297801
-0.02375,0.10894,0.0,40.71457063297801
-0.023700000000000002,0.1079667,0.0,40.71457063297801
-0.02365,0.1087667,0.0,40.71457063297801
-0.023600000000000003,0.1089,0.0,40.71457063297801
-0.02355,0.1082533,0.0,40.71457063297801
-0.0235,0.1080333,0.0,40.71457063297801
-0.023450000000000002,0.1087533,0.0,40.71457063297801
-0.0234,0.1089,0.0,40.71457063297801
-0.023350000000000003,0.1081867,0.0,40.71457063297801
-0.0233,0.10872,0.0,40.71457063297801
-0.02325,0.10798,0.0,40.71457063297801
-0.023200000000000002,0.1088733,0.0,40.71457063297801
-0.02315,0.1081867,0.0,40.71457063297801
-0.023100000000000002,0.1079533,0.0,40.71457063297801
-0.02305,0.1087533,0.0,40.71457063297801
-0.023,0.10816,0.0,40.71457063297801
-0.02295,0.1088867,0.0,40.71457063297801
-0.0229,0.1079667,0.0,40.71457063297801
-0.022850000000000002,0.10872,0.0,40.71457063297801
-0.0228,0.1082267,0.0,40.71457063297801
-0.02275,0.1089133,0.0,40.71457063297801
-0.0227,0.1087933,0.0,40.71457063297801
-0.02265,0.1080067,0.0,40.71457063297801
-0.022600000000000002,0.1089133,0.0,40.71457063297801
-0.02255,0.1081867,0.0,40.71457063297801
-0.022500000000000003,0.1079933,0.0,40.71457063297801
-0.02245,0.1088867,0.0,40.71457063297801
-0.0224,0.1089267,0.0,40.71457063297801
-0.022350000000000002,0.1081867,0.0,40.71457063297801
-0.0223,0.1080067,0.0,40.71457063297801
-0.022250000000000002,0.1087533,0.0,40.71457063297801
-0.0222,0.1082533,0.0,40.71457063297801
-0.022150000000000003,0.1089133,0.0,40.71457063297801
-0.0221,0.10802,0.0,40.71457063297801
-0.02205,0.10882,0.0,40.71457063297801
-0.022000000000000002,0.1089133,0.0,40.71457063297801
-0.02195,0.1082133,0.0,40.71457063297801
-0.021900000000000003,0.10878,0.0,40.71457063297801
-0.02185,0.1080333,0.0,40.71457063297801
-0.0218,0.1082667,0.0,40.71457063297801
-0.021750000000000002,0.1089667,0.0,40.71457063297801
-0.0217,0.1087933,0.0,40.71457063297801
-0.021650000000000003,0.1080333,0.0,40.71457063297801
-0.0216,0.1089933,0.0,40.71457063297801
-0.02155,0.1083067,0.0,40.71457063297801
-0.021500000000000002,0.1088333,0.0,40.71457063297801
-0.02145,0.1080467,0.0,40.71457063297801
-0.021400000000000002,0.1089933,0.0,40.71457063297801
-0.02135,0.1082667,0.0,40.71457063297801
-0.0213,0.10802,0.0,40.71457063297801
-0.02125,0.1088733,0.0,40.71457063297801
-0.0212,0.1082667,0.0,40.71457063297801
-0.021150000000000002,0.1089533,0.0,40.71457063297801
-0.0211,0.1080333,0.0,40.71457063297801
-0.02105,0.10882,0.0,40.71457063297801
-0.021,0.1089933,0.0,40.71457063297801
-0.020950000000000003,0.10832,0.0,40.71457063297801
-0.020900000000000002,0.1080933,0.0,40.71457063297801
-0.02085,0.1088867,0.0,40.71457063297801
-0.0208,0.1090333,0.0,40.71457063297801
-0.02075,0.10832,0.0,40.71457063297801
-0.020700000000000003,0.1081067,0.0,40.71457063297801
-0.02065,0.1088733,0.0,40.71457063297801
-0.0206,0.10902,0.0,40.71457063297801
-0.020550000000000002,0.1083333,0.0,40.71457063297801
-0.0205,0.1080667,0.0,40.71457063297801
-0.020450000000000003,0.1088467,0.0,40.71457063297801
-0.0204,0.1090333,0.0,40.71457063297801
-0.02035,0.10832,0.0,40.71457063297801
-0.020300000000000002,0.10812,0.0,40.71457063297801
-0.02025,0.1088867,0.0,40.71457063297801
-0.020200000000000003,0.10906,0.0,40.71457063297801
-0.02015,0.1083467,0.0,40.71457063297801
-0.0201,0.10894,0.0,40.71457063297801
-0.020050000000000002,0.10816,0.0,40.71457063297801
-0.02,0.1091133,0.0,40.71457063297801
-0.019950000000000002,0.1083733,0.0,40.71457063297801
-0.0199,0.1081733,0.0,40.71457063297801
-0.01985,0.1089267,0.0,40.71457063297801
-0.0198,0.10906,0.0,40.71457063297801
-0.01975,0.1083867,0.0,40.71457063297801
-0.019700000000000002,0.1082,0.0,40.71457063297801
-0.01965,0.10894,0.0,40.71457063297801
-0.0196,0.1084267,0.0,40.71457063297801
-0.01955,0.1091267,0.0,40.71457063297801
-0.0195,0.10816,0.0,40.71457063297801
-0.019450000000000002,0.1089933,0.0,40.71457063297801
-0.0194,0.1091667,0.0,40.71457063297801
-0.01935,0.1084133,0.0,40.71457063297801
-0.0193,0.10816,0.0,40.71457063297801
-0.019250000000000003,0.1089933,0.0,40.71457063297801
-0.019200000000000002,0.1091533,0.0,40.71457063297801
