Time (s),CH2 Voltage (V),CH3 Voltage (V)
-2.0,0.04991333,0.2184467
-1.998,0.04614666,0.1999133
-1.996,0.05056,0.2184467
-1.994,0.04646666,0.2035
-1.992,0.05056,0.2184467
-1.99,0.04636,0.20644
-1.988,0.05056,0.2184467
-1.986,0.04668,0.2184467
-1.984,0.05066666,0.2184467
-1.982,0.04625333,0.2118866
-1.98,0.04636,0.2184467
-1.978,0.05034666,0.1975133
-1.976,0.04668,0.2184467
-1.974,0.05056,0.1981667
-1.972,0.04657333,0.2184467
-1.97,0.05024,0.1993667
-1.968,0.05045333,0.2184467
-1.966,0.04625333,0.19904
-1.964,0.04646666,0.2184467
-1.962,0.05077333,0.20296
-1.96,0.04625333,0.2184467
-1.958,0.05077333,0.2055733
-1.956,0.04614666,0.2184467
-1.954,0.05088666,0.1977333
-1.952,0.04646666,0.2184467
-1.95,0.05066666,0.2089466
-1.948,0.05045333,0.2184467
-1.946,0.04657333,0.1965333
-1.944,0.05045333,0.2184467
-1.942,0.04646666,0.20198
-1.94,0.04646666,0.2184467
-1.938,0.05045333,0.201
-1.936,0.04668,0.2184467
-1.934,0.05056,0.21112
-1.932,0.05056,0.2184467
-1.93,0.04646666,0.201
-1.928,0.05099333,0.2184467
-1.926,0.04614666,0.1986067
-1.924,0.05066666,0.2184467
-1.922,0.04657333,0.2043733
-1.92,0.04636,0.2184467
-1.918,0.05066666,0.2004533
-1.916,0.04668,0.2184467
-1.914,0.05056,0.2033933
-1.912,0.05045333,0.2184467
-1.91,0.04668,0.1974066
-1.908,0.05077333,0.2184467
-1.906,0.04668,0.1969733
-1.904,0.05088666,0.2184467
-1.902,0.04668,0.1998
-1.9,0.05056,0.2184467
-1.898,0.04668,0.20078
-1.896,0.04679333,0.2184467
-1.894,0.05077333,0.2042667
-1.892,0.05099333,0.2184467
-1.89,0.04679333,0.20688
-1.888,0.05099333,0.2184467
-1.886,0.04679333,0.19632
-1.884,0.0511,0.2184467
