Time (s),CH2 (V),CH3 (V)
0.0,0.11128,0.1823467
5e-06,0.11062,0.18342
1e-05,0.1106067,0.1818933
1.5000000000000002e-05,0.1113733,0.1831467
2e-05,0.1113867,0.1833
2.5e-05,0.1105933,0.1821
3.0000000000000004e-05,0.1107,0.1822733
3.5000000000000004e-05,0.1114533,0.18354
4e-05,0.11066,0.18222
4.5e-05,0.11144,0.1834867
5e-05,0.1114267,0.1827
5.5e-05,0.11066,0.1838267
6.000000000000001e-05,0.1114667,0.1843333
6.500000000000001e-05,0.1107133,0.1830933
7.000000000000001e-05,0.1115267,0.183
7.500000000000001e-05,0.1107533,0.1839467
8e-05,0.1107267,0.1835933
8.5e-05,0.1115133,0.1822866
9e-05,0.1114667,0.18354
9.5e-05,0.1107133,0.18232
0.0001,0.1115133,0.1824
0.000105,0.1108067,0.18384
0.00011,0.11148,0.18266
0.000115,0.1107667,0.1841
0.00012000000000000002,0.1114533,0.1842467
0.000125,0.1105933,0.18312
0.00013000000000000002,0.1113867,0.1846467
0.000135,0.1105133,0.18342
0.00014000000000000001,0.1104733,0.1832667
0.000145,0.1113067,0.1844
0.00015000000000000001,0.11116,0.1830133
0.000155,0.11038,0.1843867
0.00016,0.1110667,0.1845733
0.00016500000000000003,0.1102867,0.1830533
0.00017,0.1102867,0.1838267
0.00017500000000000003,0.1110267,0.18256
0.00018,0.1103133,0.1822467
0.00018500000000000002,0.11108,0.1832667
0.00019,0.1103267,0.1833133
0.00019500000000000002,0.1110533,0.1820866
0.0002,0.1110667,0.1834467
0.00020500000000000002,0.1103533,0.1821267
0.00021,0.11038,0.18188
0.00021500000000000002,0.1111733,0.1832
0.00022,0.1104733,0.1831467
0.00022500000000000002,0.1112,0.18184
0.00023,0.1112533,0.18334
0.00023500000000000002,0.1105267,0.18176
0.00024000000000000003,0.11054,0.18176
0.00024500000000000005,0.1112933,0.18308
0.00025,0.1104733,0.1821
0.000255,0.1113067,0.18388
0.00026000000000000003,0.1106733,0.1841133
0.00026500000000000004,0.1113867,0.18294
0.00027,0.1114533,0.1840467
0.000275,0.1107133,0.1825467
0.00028000000000000003,0.1107,0.1822333
0.00028500000000000004,0.1115133,0.1833
0.00029,0.1114933,0.1832667
0.000295,0.1106733,0.1819067
0.00030000000000000003,0.1107933,0.18342
0.00030500000000000004,0.11154,0.18218
0.00031,0.11078,0.18226
0.000315,0.1115533,0.1838133
0.00032,0.1114267,0.1826333
0.00032500000000000004,0.1106733,0.1841667
0.00033000000000000005,0.1113333,0.1842933
0.000335,0.1105,0.1829866
0.00034,0.1112667,0.1841933
0.00034500000000000004,0.1105267,0.1829
0.00035000000000000005,0.1104733,0.1827667
0.000355,0.1111867,0.1842933
0.00036,0.1112667,0.18444
0.00036500000000000004,0.1104333,0.1829267
0.00037000000000000005,0.1111467,0.1838
0.000375,0.11042,0.1821133
0.00038,0.1104067,0.1819933
0.00038500000000000003,0.11116,0.1830933
0.00039000000000000005,0.1103667,0.1817867
0.000395,0.1111333,0.1831467
0.0004,0.1112,0.1833
0.00040500000000000003,0.11034,0.1818933
0.00041000000000000005,0.1104467,0.1818933
0.00041500000000000006,0.1112533,0.1830533
0.00042,0.1105267,0.18172
0.00042500000000000003,0.11136,0.1831333
0.00043000000000000004,0.11066,0.18334
0.00043500000000000006,0.1114133,0.1817333
0.00044,0.1114667,0.1831733
0.00044500000000000003,0.1107133,0.18198
0.00045000000000000004,0.11074,0.18198
0.00045500000000000006,0.1115533,0.1839667
0.00046,0.1108267,0.1827933
0.000465,0.1116333,0.18406
0.00047000000000000004,0.1117133,0.1841133
0.00047500000000000005,0.1109333,0.1825067
0.00048000000000000007,0.1109733,0.1824266
0.000485,0.1116867,0.1835
0.0004900000000000001,0.11104,0.18214
0.000495,0.11186,0.1834067
0.0005,0.1111067,0.1835667
0.000505,0.1118867,0.1823333
0.00051,0.1119533,0.1827133
0.000515,0.1111867,0.1838133
0.0005200000000000001,0.11182,0.1827267
0.0005250000000000001,0.1111067,0.1844667
0.0005300000000000001,0.11178,0.18448
0.000535,0.1109733,0.1833533
0.00054,0.1117,0.1846467
0.000545,0.1109067,0.18304
0.00055,0.11088,0.1829
0.000555,0.11158,0.1844533
0.0005600000000000001,0.11154,0.1839933
0.0005650000000000001,0.1107133,0.1831067
0.0005700000000000001,0.1107933,0.1839333
0.0005750000000000001,0.1115267,0.1820733
0.00058,0.1115667,0.1832533
0.000585,0.1107533,0.1818267
0.00059,0.1115133,0.1818
0.000595,0.1107667,0.18328
0.0006000000000000001,0.11158,0.1833533
0.0006050000000000001,0.1106467,0.18196
0.0006100000000000001,0.1107933,0.1831333
0.0006150000000000001,0.1115267,0.1818933
0.00062,0.1108267,0.1818933
0.000625,0.1116067,0.1833933
0.00063,0.1108533,0.1821
0.000635,0.1116467,0.1831867
0.00064,0.11092,0.1833667
0.0006450000000000001,0.11166,0.1820333
0.0006500000000000001,0.11084,0.1822067
0.0006550000000000001,0.1117133,0.1838666
0.0006600000000000001,0.1109867,0.1826867
0.000665,0.1118333,0.1838933
0.00067,0.1118067,0.1839933
0.000675,0.1109867,0.1822733
0.00068,0.1110667,0.1834867
0.0006850000000000001,0.1118333,0.18218
0.0006900000000000001,0.11112,0.1821133
0.0006950000000000001,0.1118467,0.18362
0.0007000000000000001,0.1111467,0.1825067
0.000705,0.1119533,0.1837067
0.00071,0.1119533,0.1838933
0.000715,0.1111733,0.18274
0.00072,0.11186,0.18278
0.0007250000000000001,0.1111067,0.1842933
0.0007300000000000001,0.11178,0.18308
0.0007350000000000001,0.1109333,0.18432
0.0007400000000000001,0.1116733,0.1844533
0.0007450000000000001,0.1108667,0.18286
0.00075,0.1115667,0.1842467
0.000755,0.1107267,0.1832
0.00076,0.1114533,0.1831333
0.0007650000000000001,0.1107267,0.1842733
0.0007700000000000001,0.11058,0.1839667
0.0007750000000000001,0.1113467,0.1822467
0.0007800000000000001,0.11136,0.1833533
0.0007850000000000001,0.11062,0.1818
0.00079,0.1113333,0.18176
0.000795,0.11054,0.1831867
0.0008,0.1105533,0.1819467
0.000805,0.1112933,0.18316
0.0008100000000000001,0.1113333,0.1831333
0.0008150000000000001,0.1105933,0.1818267
0.0008200000000000001,0.11062,0.1833533
0.0008250000000000001,0.1114133,0.18232
0.0008300000000000001,0.1107133,0.1822733
0.000835,0.1114933,0.1834467
0.00084,0.1108267,0.18338
0.000845,0.11162,0.1821933
0.0008500000000000001,0.11088,0.1829
0.0008550000000000001,0.1115933,0.1839067
0.0008600000000000001,0.11092,0.183
0.0008650000000000001,0.1117667,0.1843867
0.0008700000000000001,0.1110533,0.1838533
0.000875,0.11178,0.1828067
0.00088,0.11178,0.18376
0.000885,0.1110267,0.1821533
0.0008900000000000001,0.1110533,0.18244
0.0008950000000000001,0.1118067,0.18358
0.0009000000000000001,0.1111067,0.1826133
0.0009050000000000001,0.1118733,0.1841133
0.0009100000000000001,0.1118467,0.1841533
0.0009150000000000001,0.1110133,0.1829866
0.00092,0.1118067,0.1845466
0.000925,0.1108267,0.18346
0.00093,0.1115933,0.1834467
0.0009350000000000001,0.1108067,0.1847267
0.0009400000000000001,0.1114133,0.1832267
0.0009450000000000001,0.1106467,0.18422
0.0009500000000000001,0.11136,0.18426
0.0009550000000000001,0.1105,0.18328
0.0009600000000000001,0.1112533,0.1846333
0.000965,0.1103933,0.1832667
0.00097,0.1103533,0.1837867
0.0009750000000000001,0.1110933,0.1828067
0.0009800000000000002,0.1110533,0.1837067
0.000985,0.1103133,0.1821667
0.00099,0.1110133,0.1833933
0.000995,0.1102867,0.1821933
0.001,0.1102467,0.1820467
0.001005,0.1110133,0.1833
0.00101,0.1102333,0.18188
0.001015,0.11108,0.1831333
0.00102,0.1110933,0.1833667
0.001025,0.1103133,0.18214
0.00103,0.1103533,0.18232
0.0010350000000000001,0.1111067,0.1836533
0.0010400000000000001,0.11108,0.1823066
0.0010450000000000001,0.1102867,0.1835133
0.0010500000000000002,0.1103933,0.18282
0.0010550000000000002,0.11116,0.1839933
0.0010600000000000002,0.11046,0.1845466
0.0010650000000000002,0.11124,0.1833933
0.00107,0.1105933,0.1832533
0.001075,0.1113333,0.1842333
0.00108,0.1105933,0.1839067
0.001085,0.1113333,0.1825467
0.00109,0.1113867,0.1837333
0.001095,0.1106333,0.1824933
0.0011,0.11066,0.1825733
0.001105,0.11144,0.1840467
0.00111,0.11144,0.1827933
0.001115,0.11066,0.18418
0.0011200000000000001,0.1113467,0.18426
0.0011250000000000001,0.1105,0.1831867
0.0011300000000000001,0.11132,0.1846133
0.0011350000000000002,0.11046,0.1834067
0.0011400000000000002,0.1110933,0.1833533
0.0011450000000000002,0.1103267,0.1844
0.0011500000000000002,0.1110667,0.1830933
0.001155,0.1102867,0.1844667
0.00116,0.1110133,0.1847133
0.001165,0.1102333,0.1831333
0.00117,0.1109333,0.1838933
0.001175,0.1101533,0.18266
0.00118,0.1101667,0.1821667
0.001185,0.1108933,0.1831733
0.00119,0.11092,0.1832267
0.001195,0.1101267,0.18202
0.0012000000000000001,0.1109333,0.1832267
0.0012050000000000001,0.11014,0.18188
0.0012100000000000001,0.1101667,0.1817733
0.0012150000000000002,0.1109333,0.18304
0.0012200000000000002,0.1110133,0.1818267
0.0012250000000000002,0.1102067,0.1830933
0.0012300000000000002,0.111,0.1835
0.0012350000000000002,0.1103133,0.18206
0.00124,0.1103133,0.1820067
0.001245,0.1111067,0.1833
0.00125,0.1103933,0.1822866
0.001255,0.1111733,0.18406
0.00126,0.11046,0.18432
0.001265,0.1112933,0.1830133
0.00127,0.1113467,0.1841933
0.001275,0.11058,0.1826867
0.00128,0.1105667,0.1824266
0.0012850000000000001,0.1113467,0.1835533
0.0012900000000000001,0.11066,0.18354
0.0012950000000000001,0.1113867,0.1822866
0.0013000000000000002,0.1107267,0.18392
0.0013050000000000002,0.11148,0.1826867
0.0013100000000000002,0.11148,0.1826733
0.0013150000000000002,0.1107133,0.18414
0.0013200000000000002,0.1114,0.1828867
0.001325,0.1106467,0.1842933
0.00133,0.1113067,0.1844267
0.001335,0.1105,0.1830533
0.00134,0.1111867,0.1843067
0.001345,0.1103667,0.18304
0.00135,0.11108,0.18286
0.001355,0.1103,0.1844667
0.00136,0.11104,0.1846333
0.0013650000000000001,0.1102333,0.1831733
0.0013700000000000001,0.1109333,0.1840467
0.0013750000000000001,0.1102067,0.1823333
0.0013800000000000002,0.1101667,0.1821533
0.0013850000000000002,0.1108933,0.1831733
0.0013900000000000002,0.1100667,0.18172
0.0013950000000000002,0.1108533,0.1829
0.0014000000000000002,0.1108267,0.1831333
0.0014050000000000002,0.1100267,0.18164
0.00141,0.11,0.1816667
0.001415,0.1108067,0.1829133
0.00142,0.11,0.1817333
0.001425,0.1108933,0.18324
0.00143,0.1108933,0.1834467
0.001435,0.11014,0.18202
0.00144,0.1102067,0.1833933
0.001445,0.1109333,0.1820733
0.0014500000000000001,0.1102067,0.18214
0.0014550000000000001,0.1109867,0.1841133
0.0014600000000000001,0.1102733,0.1829
0.0014650000000000002,0.1110133,0.1840733
0.0014700000000000002,0.11112,0.18422
0.0014750000000000002,0.11034,0.1825333
