Time (s),Voltage (V),Frequency (Hz),Magnitude (dB)
-0.001,0.1091667,0.0,40.760740498322726
-0.000998,0.1089667,0.0,40.760740498322726
-0.000996,0.1096267,0.0,40.760740498322726
-0.000994,0.1089,0.0,40.760740498322726
-0.000992,0.10956,0.0,40.760740498322726
-0.00099,0.10882,0.0,40.760740498322726
-0.000988,0.1094933,0.0,40.760740498322726
-0.0009860000000000001,0.1087667,0.0,40.760740498322726
-0.000984,0.10948,0.0,40.760740498322726
-0.000982,0.1087533,0.0,40.760740498322726
-0.00098,0.1094667,0.0,40.760740498322726
-0.000978,0.1086533,0.0,40.760740498322726
-0.000976,0.1094067,0.0,40.760740498322726
-0.000974,0.1086267,0.0,40.760740498322726
-0.000972,0.10934,0.0,40.760740498322726
-0.00097,0.1086133,0.0,40.760740498322726
-0.000968,0.1093933,0.0,40.760740498322726
-0.0009660000000000001,0.1086133,0.0,40.760740498322726
-0.000964,0.10934,0.0,40.760740498322726
-0.0009620000000000001,0.1086133,0.0,40.760740498322726
-0.00096,0.1092867,0.0,40.760740498322726
-0.000958,0.1085467,0.0,40.760740498322726
-0.000956,0.10922,0.0,40.760740498322726
-0.000954,0.1085333,0.0,40.760740498322726
-0.000952,0.1084267,0.0,40.760740498322726
-0.00095,0.10926,0.0,40.760740498322726
-0.0009480000000000001,0.1092067,0.0,40.760740498322726
-0.000946,0.10844,0.0,40.760740498322726
-0.0009440000000000001,0.1092067,0.0,40.760740498322726
-0.000942,0.1084533,0.0,40.760740498322726
-0.0009400000000000001,0.10918,0.0,40.760740498322726
-0.000938,0.1084133,0.0,40.760740498322726
-0.000936,0.10914,0.0,40.760740498322726
-0.000934,0.1084,0.0,40.760740498322726
-0.000932,0.10828,0.0,40.760740498322726
-0.00093,0.1090867,0.0,40.760740498322726
-0.000928,0.10832,0.0,40.760740498322726
-0.0009260000000000001,0.10906,0.0,40.760740498322726
-0.000924,0.1083467,0.0,40.760740498322726
-0.0009220000000000001,0.1090733,0.0,40.760740498322726
-0.00092,0.10836,0.0,40.760740498322726
-0.000918,0.1091133,0.0,40.760740498322726
-0.000916,0.10844,0.0,40.760740498322726
-0.000914,0.10918,0.0,40.760740498322726
-0.000912,0.10914,0.0,40.760740498322726
-0.00091,0.10844,0.0,40.760740498322726
-0.0009080000000000001,0.10848,0.0,40.760740498322726
-0.000906,0.10918,0.0,40.760740498322726
-0.0009040000000000001,0.1091933,0.0,40.760740498322726
-0.000902,0.10848,0.0,40.760740498322726
-0.0009,0.1085067,0.0,40.760740498322726
-0.000898,0.1092333,0.0,40.760740498322726
-0.000896,0.1085067,0.0,40.760740498322726
-0.000894,0.10926,0.0,40.760740498322726
-0.000892,0.1086,0.0,40.760740498322726
-0.0008900000000000001,0.10934,0.0,40.760740498322726
-0.000888,0.1086267,0.0,40.760740498322726
-0.0008860000000000001,0.10934,0.0,40.760740498322726
-0.000884,0.10868,0.0,40.760740498322726
-0.000882,0.1093933,0.0,40.760740498322726
-0.00088,0.1087333,0.0,40.760740498322726
-0.000878,0.1094533,0.0,40.760740498322726
-0.000876,0.1094667,0.0,40.760740498322726
-0.000874,0.1087533,0.0,40.760740498322726
-0.000872,0.1087933,0.0,40.760740498322726
-0.00087,0.1096133,0.0,40.760740498322726
-0.0008680000000000001,0.10882,0.0,40.760740498322726
-0.000866,0.1095333,0.0,40.760740498322726
-0.000864,0.1088333,0.0,40.760740498322726
-0.000862,0.1095867,0.0,40.760740498322726
