Time (s),Voltage (V)
0.0,0.4201333
0.002,0.3084
0.004,0.303
0.006,0.6858
0.008,0.3225333
0.01,0.6868666
0.012,0.6987999
0.014,0.3225333
0.016,0.6987999
0.018000000000000002,0.2943333
0.02,0.3094666
0.022,0.6933999
0.024,0.2932
0.026000000000000002,0.7128666
0.028,0.2954
0.03,0.7107332
0.032,0.2921333
0.034,0.6987999
0.036000000000000004,0.303
0.038,0.6608666
0.04,0.3062666
0.042,0.6402
0.044,0.6858
0.046,0.3040666
0.048,0.6966
0.05,0.3138666
0.052000000000000005,0.3138666
0.054,0.6879333
0.056,0.7161332
0.058,0.3094666
0.06,0.303
0.062,0.7041999
0.064,0.3376666
0.066,0.7128666
0.068,0.6933999
0.07,0.3008
0.07200000000000001,0.6749333
0.074,0.2964666
0.076,0.7031333
0.078,0.3008
0.08,0.7020666
0.082,0.2976
0.084,0.3008
0.08600000000000001,0.6803333
0.088,0.303
0.09,0.6814666
0.092,0.2910666
0.094,0.6619332
0.096,0.2954
0.098,0.6933999
0.1,0.3084
0.10200000000000001,0.689
0.10400000000000001,0.3138666
0.106,0.6922666
0.108,0.3333333
0.11,0.6987999
0.112,0.7009333
0.114,0.3279333
0.116,0.6998666
0.11800000000000001,0.3170666
0.12,0.3073333
0.122,0.7041999
0.124,0.3312
0.126,0.7074666
0.128,0.3008
0.13,0.6771333
0.132,0.2954
0.134,0.7085333
0.136,0.6174666
0.138,0.2932
0.14,0.6966
0.14200000000000002,0.2976
0.14400000000000002,0.6586666
0.146,0.2964666
0.148,0.6564666
0.15,0.2997333
0.152,0.6955333
0.154,0.3008
0.156,0.2976
0.158,0.6944666
0.16,0.7009333
0.162,0.3019333
0.164,0.3203333
0.166,0.7020666
0.168,0.6879333
0.17,0.3008
0.17200000000000001,0.3008
0.17400000000000002,0.7107332
0.176,0.6966
0.178,0.2976
0.18,0.6977333
0.182,0.2954
0.184,0.2997333
0.186,0.6977333
0.188,0.6922666
0.19,0.3008
0.192,0.3008
0.194,0.6467333
0.196,0.2954
0.198,0.689
0.2,0.7063999
0.202,0.3084
0.20400000000000001,0.6879333
0.20600000000000002,0.2954
0.20800000000000002,0.7041999
0.21,0.3203333
0.212,0.7139999
0.214,0.2986666
0.216,0.7009333
0.218,0.3268666
0.22,0.6738666
0.222,0.3062666
0.224,0.7128666
0.226,0.3279333
0.228,0.3116666
0.23,0.6727332
0.232,0.6814666
0.234,0.3127333
0.23600000000000002,0.6673332
0.23800000000000002,0.2932
0.24,0.3008
0.242,0.6564666
0.244,0.6912
0.246,0.2997333
