Time (s),CH2 Voltage (V),CH3 Voltage (V)
-200.0,0.1317733,0.05426666
-199.8,0.13328,0.04414
-199.6,0.1328467,0.04272666
-199.4,0.1295133,0.1140267
-199.2,0.1298333,0.1175067
-199.0,0.1331733,0.04544666
-198.8,0.13296,0.11936
-198.6,0.1291867,0.04392
-198.4,0.1292933,0.04555333
-198.2,0.1334933,0.1261067
-198.0,0.12962,0.06286
-197.8,0.1333867,0.12698
-197.6,0.1308067,0.12752
-197.4,0.1353267,0.04424666
-197.2,0.1353267,0.04228666
-197.0,0.1320933,0.1141333
-196.8,0.1322067,0.1311133
-196.6,0.1353267,0.04348666
-196.4,0.1350067,0.04838666
-196.2,0.13048,0.13068
-196.0,0.1305867,0.1276333
-195.8,0.1356533,0.05056
-195.6,0.1326333,0.1248
-195.4,0.1361867,0.04806
-195.2,0.1353267,0.04838666
-195.0,0.1303733,0.11718
-194.8,0.1350067,0.04914666
-194.6,0.1297267,0.1190333
-194.4,0.1294,0.1155467
-194.2,0.1351133,0.04468666
-194.0,0.1306933,0.04849333
-193.8,0.1372667,0.1236067
-193.6,0.1372667,0.05219333
-193.4,0.13156,0.12774
-193.2,0.1305867,0.1381933
-193.0,0.1361867,0.06395333
-192.8,0.1381267,0.05165333
-192.6,0.13048,0.12676
-192.4,0.1328467,0.05284666
-192.2,0.1387733,0.1271933
-192.0,0.1347867,0.04773333
-191.8,0.1393133,0.1179467
-191.6,0.1392067,0.05382666
-191.4,0.1348933,0.13166
-191.2,0.13888,0.1292667
-191.0,0.1350067,0.04577333
-190.8,0.1387733,0.0461
-190.6,0.1351133,0.1180533
-190.4,0.1384533,0.09541333
-190.2,0.1334933,0.04501333
-190.0,0.13608,0.04501333
-189.8,0.12962,0.09639332
-189.6,0.1322067,0.09366666
-189.4,0.1266,0.04370666
-189.2,0.1303733,0.04316
-189.0,0.12542,0.11522
-188.8,0.1238,0.04795333
-188.6,0.1312333,0.12404
-188.4,0.12402,0.12404
-188.2,0.1314467,0.04392
-188.0,0.12402,0.11098
-187.8,0.1344667,0.04338
-187.6,0.1270333,0.04457333
-187.4,0.1372667,0.11152
-187.2,0.13748,0.1062933
-187.0,0.1328467,0.04599333
-186.8,0.1351133,0.04577333
-186.6,0.12822,0.1286133
-186.4,0.13048,0.04534
-186.2,0.12488,0.13362
-186.0,0.12434,0.1216467
-185.8,0.1286467,0.04261333
-185.6,0.1247733,0.04370666
-185.4,0.13328,0.1175067
-185.2,0.1302667,0.05186666
-185.0,0.13694,0.1246933
-184.8,0.13716,0.06242666
-184.6,0.1317733,0.12992
-184.4,0.1323133,0.12752
-184.2,0.1365133,0.04708
-184.0,0.13576,0.04664666
-183.8,0.1320933,0.1297
-183.6,0.1347867,0.1291533
-183.4,0.12962,0.05263333
-183.2,0.13188,0.1276333
-183.0,0.1261733,0.07570666
-182.8,0.12962,0.126
-182.6,0.1253133,0.08594
-182.4,0.1252,0.1261067
-182.2,0.1308067,0.05361333
-182.0,0.1266,0.12328
-181.8,0.1330667,0.04708
-181.6,0.1333867,0.04751333
-181.4,0.12854,0.12426
-181.2,0.13102,0.1236067
-181.0,0.1255267,0.06918
-180.8,0.1281133,0.1207733
-180.6,0.1242333,0.04272666
-180.4,0.1236933,0.10238
-180.2,0.12854,0.04414
-180.0,0.1247733,0.04534
-179.8,0.1303733,0.08963999
-179.6,0.1258467,0.04512
-179.4,0.1323133,0.1147867
-179.2,0.128,0.1217533
-179.0,0.1333867,0.05524666
-178.8,0.12908,0.08017333
-178.6,0.1331733,0.12404
-178.4,0.1317733,0.1256733
-178.2,0.1255267,0.06101333
-178.0,0.1275733,0.1271933
-177.8,0.1216467,0.04457333
-177.6,0.12122,0.1215333
-177.4,0.1295133,0.04348666
-177.2,0.1231533,0.04381333
-177.0,0.1347867,0.1199
-176.8,0.1295133,0.1217533
-176.6,0.1368333,0.04479333
-176.4,0.1367267,0.04403333
-176.2,0.13134,0.12426
-176.0,0.1354333,0.1231667
-175.8,0.1309133,0.04164
-175.6,0.1336067,0.04196
-175.4,0.1277867,0.1165267
-175.2,0.13048,0.1185933
