Time (s),no_pump,pump_1552.4385nm,no_pump,pump_1551nm,pump_1556nm
0.0006150000000000001,0.09353333,0.09412666,0.1028,0.09173333,0.1112667
0.00062,0.0927,0.09338666,0.10198,0.09259333,0.1113733
0.000625,0.09356,0.09429333,0.1028,0.09171999,0.1103933
0.00063,0.09273999,0.09344,0.10268,0.09252666,0.1104333
0.000635,0.09354666,0.09434666,0.1018267,0.09173333,0.11128
0.00064,0.09361999,0.09353333,0.1026533,0.09170666,0.1102867
0.0006450000000000001,0.09273999,0.09433333,0.1017733,0.09254,0.1112
0.0006500000000000001,0.0927,0.09430666,0.1018133,0.09249999,0.1112
0.0006550000000000001,0.09357332,0.09349333,0.10272,0.09170666,0.1102333
0.0006600000000000001,0.09350666,0.09431999,0.1027067,0.09249999,0.1111067
0.000665,0.09268666,0.09345333,0.1017867,0.09161333,0.11014
0.00067,0.09341332,0.09430666,0.1026667,0.09240666,0.1100667
0.000675,0.09260666,0.09339999,0.1018133,0.09161333,0.1109333
0.00068,0.09251333,0.09423333,0.10268,0.09239332,0.11088
0.0006850000000000001,0.09344,0.09339999,0.1018,0.09154666,0.10988
0.0006900000000000001,0.09257999,0.09416666,0.1026133,0.09233999,0.1108533
0.0006950000000000001,0.09339999,0.09335999,0.1017467,0.09144666,0.10984
0.0007000000000000001,0.09260666,0.09406,0.1026267,0.09227332,0.1097467
0.000705,0.09345333,0.09317333,0.10176,0.09148666,0.1106867
0.00071,0.09346666,0.09391332,0.10268,0.09152,0.1105667
0.000715,0.09263333,0.09307999,0.1017867,0.09228666,0.1097067
0.00072,0.09342666,0.09383333,0.10186,0.09153333,0.1105
0.0007250000000000001,0.09256666,0.09289332,0.1027733,0.09239332,0.1095333
0.0007300000000000001,0.09254,0.09372666,0.10198,0.09161333,0.1095867
0.0007350000000000001,0.09342666,0.09290666,0.1028933,0.09247333,0.1104467
0.0007400000000000001,0.09351999,0.09287333,0.1028667,0.09164,0.1095333
0.0007450000000000001,0.09256666,0.09367333,0.10198,0.09255332,0.1103667
0.00075,0.09264666,0.09293333,0.1019667,0.09169333,0.1103267
0.000755,0.09347999,0.09376666,0.1028533,0.09252666,0.1094667
0.00076,0.09268666,0.09297333,0.10202,0.09170666,0.1103533
0.0007650000000000001,0.09350666,0.09378,0.1028533,0.09254,0.1095067
0.0007700000000000001,0.09264666,0.09302666,0.1020733,0.09167999,0.10948
0.0007750000000000001,0.09354666,0.09376666,0.10296,0.09252666,0.1104733
0.0007800000000000001,0.09367333,0.09378,0.1021,0.09173333,0.1095467
0.0007850000000000001,0.09275333,0.09298666,0.1030667,0.09252666,0.1105133
0.00079,0.09357332,0.09304,0.1021933,0.09169333,0.1105267
0.000795,0.09268666,0.09388666,0.10308,0.09255332,0.1096667
0.0008,0.0927,0.09317333,0.1030267,0.09174666,0.10968
0.000805,0.09351999,0.09403332,0.10218,0.09255332,0.1106467
0.0008100000000000001,0.09268666,0.09330666,0.1030267,0.0918,0.1097333
0.0008150000000000001,0.09351999,0.09412666,0.10214,0.09259333,0.1107
0.0008200000000000001,0.09268666,0.09429333,0.1029733,0.09263333,0.11074
0.0008250000000000001,0.09356,0.09333333,0.1021133,0.09178666,0.1098533
0.0008300000000000001,0.0927,0.09350666,0.1028667,0.09173333,0.1099067
0.000835,0.09357332,0.09435999,0.10206,0.09257999,0.1108067
0.00084,0.09273999,0.09354666,0.1020333,0.09175999,0.1099067
0.000845,0.09357332,0.09435999,0.1028533,0.09252666,0.11088
0.0008500000000000001,0.09351999,0.09349333,0.10292,0.09251333,0.11092
0.0008550000000000001,0.09268666,0.09435999,0.1020333,0.09164,0.1099867
0.0008600000000000001,0.09271333,0.09347999,0.1020333,0.09162666,0.1109867
0.0008650000000000001,0.09351999,0.09435999,0.1028933,0.09245999,0.1100133
0.0008700000000000001,0.09346666,0.09431999,0.1019667,0.09154666,0.11
0.000875,0.09261999,0.09346666,0.1028133,0.09245999,0.11096
0.00088,0.09344,0.09423333,0.1028133,0.09235333,0.1099333
0.000885,0.09256666,0.09344,0.1019267,0.09155999,0.1107933
0.0008900000000000001,0.09259333,0.09421999,0.10276,0.09231333,0.1107533
0.0008950000000000001,0.09342666,0.09335999,0.1019,0.09148666,0.1099067
0.0009000000000000001,0.09257999,0.09413999,0.1027067,0.09228666,0.1107667
0.0009050000000000001,0.09347999,0.09323999,0.1018733,0.09149999,0.1098667
0.0009100000000000001,0.09341332,0.09395333,0.1018733,0.09152,0.10976
0.0009150000000000001,0.09257999,0.09310666,0.10272,0.09233999,0.1106733
0.00092,0.09344,0.09381999,0.10276,0.09232666,0.1105533
0.000925,0.09259333,0.09299999,0.1019133,0.09148666,0.1095867
0.00093,0.09257999,0.09379333,0.1020067,0.09165332,0.1105533
0.0009350000000000001,0.09344,0.09293333,0.1029067,0.09248666,0.1095867
0.0009400000000000001,0.09261999,0.09283333,0.10292,0.09249999,0.1095467
0.0009450000000000001,0.09344,0.09376666,0.1020333,0.09170666,0.1104067
0.0009500000000000001,0.09265999,0.09293333,0.10284,0.09252666,0.1093933
0.0009550000000000001,0.09349333,0.09373999,0.10194,0.09166666,0.1103133
0.0009600000000000001,0.09264666,0.09378,0.1020333,0.09249999,0.1103133
0.000965,0.09351999,0.09294666,0.1028667,0.09171999,0.10934
0.00097,0.09272666,0.09294666,0.1020867,0.09252666,0.1093933
0.0009750000000000001,0.09360666,0.09383333,0.1029333,0.09169333,0.1102333
0.0009800000000000002,0.09357332,0.09301332,0.1021133,0.09167999,0.10938
0.000985,0.09273999,0.09383333,0.1029333,0.09259333,0.1102067
0.00099,0.09356,0.09309333,0.103,0.09254,0.1101533
0.000995,0.09273999,0.09387333,0.1021267,0.09170666,0.1093
0.001,0.09272666,0.09318666,0.10206,0.09175999,0.1102067
0.001005,0.09350666,0.09401999,0.10296,0.09260666,0.1092467
0.00101,0.0927,0.09329332,0.10288,0.09182666,0.1092733
0.001015,0.09354666,0.09416666,0.1020333,0.09260666,0.11022
0.00102,0.09271333,0.09342666,0.10288,0.09256666,0.11014
0.001025,0.09354666,0.09424666,0.1019933,0.09182666,0.1092867
0.00103,0.09364666,0.09347999,0.1027733,0.09174666,0.1101933
0.0010350000000000001,0.09275333,0.09434666,0.1019533,0.09263333,0.10922
0.0010400000000000001,0.09357332,0.09356,0.1019267,0.09254,0.1092333
0.0010450000000000001,0.09271333,0.0944,0.1028667,0.09177332,0.11018
0.0010500000000000002,0.09271333,0.09351999,0.10276,0.09255332,0.1092333
0.0010550000000000002,0.09356,0.09433333,0.1019,0.09167999,0.1102067
0.0010600000000000002,0.09350666,0.0944,0.1027733,0.09254,0.1101667
0.0010650000000000002,0.09265999,0.09345333,0.1019,0.09162666,0.1092467
0.00107,0.09354666,0.09428,0.1018133,0.09244666,0.1101267
0.001075,0.09264666,0.09346666,0.10272,0.09158666,0.1091533
0.00108,0.09338666,0.09344,0.10268,0.09153333,0.1091933
0.001085,0.09259333,0.09424666,0.10176,0.09237999,0.1100667
0.00109,0.09339999,0.09420666,0.10264,0.09152,0.1099867
0.001095,0.09259333,0.09335999,0.1017333,0.09229999,0.1091267
0.0011,0.09260666,0.09418,0.1026267,0.09231333,0.1099733
0.001105,0.09344,0.09321333,0.10176,0.09148666,0.10906
0.00111,0.09261999,0.09395333,0.10172,0.09149999,0.1091
0.001115,0.09346666,0.09310666,0.1026667,0.09231333,0.10996
0.0011200000000000001,0.09261999,0.09384666,0.10184,0.09149999,0.1089667
0.0011250000000000001,0.09342666,0.09295999,0.10272,0.09236666,0.1098933
0.0011300000000000001,0.09252666,0.09295999,0.10202,0.09159999,0.1098533
0.0011350000000000002,0.09345333,0.09384666,0.10292,0.09247333,0.1089267
0.0011400000000000002,0.09265999,0.09289332,0.1028667,0.09174666,0.1098267
0.0011450000000000002,0.09346666,0.09373999,0.1020333,0.09249999,0.1089533
0.0011500000000000002,0.09267332,0.09290666,0.10288,0.09170666,0.10886
0.001155,0.09351999,0.09376666,0.1019667,0.09252666,0.1097067
0.00116,0.09265999,0.09295999,0.1028667,0.09252666,0.10976
0.001165,0.09353333,0.09373999,0.1020333,0.09173333,0.10882
0.00117,0.09271333,0.09295999,0.1020333,0.09171999,0.1097467
0.001175,0.09357332,0.09379333,0.10292,0.09251333,0.10886
0.00118,0.09276666,0.09301332,0.10214,0.09166666,0.1089133
0.001185,0.09363332,0.09383333,0.103,0.09254,0.10988
0.00119,0.09360666,0.09305333,0.1030533,0.09252666,0.10894
0.001195,0.09272666,0.09387333,0.10218,0.09173333,0.1098533
0.0012000000000000001,0.09353333,0.09318666,0.1021933,0.09257999,0.1099467
0.0012050000000000001,0.09265999,0.09403332,0.1030267,0.09173333,0.1089533
0.0012100000000000001,0.09356,0.09328,0.1021667,0.0918,0.1091
0.0012150000000000002,0.09268666,0.09418,0.10304,0.09261999,0.1099867
0.0012200000000000002,0.09267332,0.09428,0.1030267,0.09175999,0.1090867
0.0012250000000000002,0.09356,0.09337333,0.1021533,0.09261999,0.1100667
0.0012300000000000002,0.09271333,0.09350666,0.1029467,0.09171999,0.1100267
0.0012350000000000002,0.09361999,0.09433333,0.1020733,0.09259333,0.1091133
0.00124,0.09273999,0.09441333,0.10206,0.09171999,0.11014
0.001245,0.09359333,0.09354666,0.1029067,0.09252666,0.1091667
0.00125,0.09359333,0.09434666,0.10296,0.09247333,0.1092333
0.001255,0.09275333,0.09351999,0.1020733,0.09169333,0.11022
0.00126,0.09271333,0.09350666,0.1029733,0.09247333,0.1093133
0.001265,0.09351999,0.09429333,0.1021267,0.09164,0.1101933
0.00127,0.09353333,0.09425999,0.1020333,0.09240666,0.1102867
0.001275,0.09263333,0.09346666,0.1029867,0.09162666,0.10926
0.00128,0.09257999,0.09428,0.1020333,0.09232666,0.1093
0.0012850000000000001,0.09344,0.09341332,0.10292,0.09154666,0.1102867
0.0012900000000000001,0.09257999,0.09419332,0.10288,0.09231333,0.1093533
0.0012950000000000001,0.09342666,0.09328,0.10198,0.09148666,0.11034
0.0013000000000000002,0.09264666,0.09411333,0.1020333,0.09148666,0.11026
0.0013050000000000002,0.09347999,0.09316,0.1028533,0.09231333,0.1093533
0.0013100000000000002,0.09263333,0.09391332,0.10202,0.09228666,0.11038
0.0013150000000000002,0.09344,0.09309333,0.1029067,0.09152,0.10942
0.0013200000000000002,0.09346666,0.09383333,0.10206,0.09155999,0.1094533
0.001325,0.09256666,0.09294666,0.1029467,0.09236666,0.1103667
0.00133,0.09344,0.09373999,0.10214,0.09166666,0.10942
0.001335,0.09259333,0.09287333,0.1030267,0.09248666,0.11038
0.00134,0.09350666,0.09366,0.10308,0.09166666,0.11038
0.001345,0.09265999,0.09285999,0.10226,0.09249999,0.1094067
0.00135,0.09267332,0.09293333,0.1030133,0.09254,0.1103933
0.001355,0.09351999,0.09373999,0.10218,0.09165332,0.10952
0.00136,0.09267332,0.09290666,0.10218,0.09169333,0.1094667
0.0013650000000000001,0.09351999,0.09378,0.10304,0.09249999,0.1104467
0.0013700000000000001,0.09272666,0.09295999,0.10226,0.09259333,0.1096
0.0013750000000000001,0.09363332,0.09378,0.1030933,0.09171999,0.11046
0.0013800000000000002,0.09361999,0.09297333,0.1022867,0.09254,0.1105933
0.0013850000000000002,0.09279332,0.09385999,0.10316,0.09170666,0.1096933
0.0013900000000000002,0.09356,0.09305333,0.1023,0.09173333,0.1097067
0.0013950000000000002,0.09273999,0.09387333,0.1031867,0.09255332,0.1106467
0.0014000000000000002,0.09272666,0.09309333,0.10312,0.09177332,0.1098
0.0014050000000000002,0.09357332,0.09400666,0.1021933,0.09259333,0.1107533
0.00141,0.0927,0.09326666,0.1030533,0.09256666,0.11074
0.001415,0.09349333,0.09415333,0.1021933,0.09175999,0.1098667
0.00142,0.09272666,0.09344,0.1021933,0.09260666,0.1099467
0.001425,0.09353333,0.09421999,0.10304,0.0918,0.11088
0.00143,0.09279332,0.09353333,0.1029867,0.09257999,0.1098933
0.001435,0.09359333,0.09431999,0.1020333,0.09174666,0.1108533
0.00144,0.09277999,0.09434666,0.1020067,0.09249999,0.1108067
0.001445,0.09359333,0.09353333,0.1028933,0.09169333,0.10988
0.0014500000000000001,0.09361999,0.09430666,0.1020333,0.09255332,0.11078
0.0014550000000000001,0.09272666,0.09347999,0.10288,0.09164,0.1098933
0.0014600000000000001,0.09357332,0.09349333,0.1020067,0.09167999,0.1098667
0.0014650000000000002,0.09267332,0.09431999,0.10288,0.09244666,0.1108067
0.0014700000000000002,0.09351999,0.09428,0.1028267,0.09243333,0.1106733
0.0014750000000000002,0.09257999,0.09341332,0.1019667,0.09157333,0.1097467
0.0014800000000000002,0.09261999,0.09421999,0.1027733,0.09239332,0.1105933
0.0014850000000000002,0.09344,0.09335999,0.1019,0.09152,0.1096667
0.0014900000000000002,0.09260666,0.09419332,0.10268,0.09228666,0.1105533
0.001495,0.09341332,0.09333333,0.1018267,0.09148666,0.10964
0.0015,0.09261999,0.09408666,0.10184,0.09229999,0.10952
0.001505,0.09350666,0.09318666,0.10276,0.09144666,0.1104467
0.00151,0.09263333,0.0939,0.1019,0.09146,0.11034
0.001515,0.09345333,0.09309333,0.1027733,0.09228666,0.1093533
0.00152,0.09257999,0.09387333,0.1019,0.09149999,0.1102467
0.001525,0.09350666,0.09297333,0.1028133,0.09236666,0.1093667
0.0015300000000000001,0.09259333,0.09375333,0.1020333,0.09165332,0.10926
0.0015350000000000001,0.09341332,0.09289332,0.10288,0.09248666,0.11022
0.0015400000000000001,0.09264666,0.09368666,0.1029467,0.09169333,0.1100667
0.0015450000000000001,0.09345333,0.09285999,0.10206,0.09252666,0.10914
0.0015500000000000002,0.09350666,0.09290666,0.10202,0.09254,0.1100933
0.0015550000000000002,0.09259333,0.09372666,0.1028933,0.09173333,0.10914
0.0015600000000000002,0.09354666,0.09294666,0.1029333,0.09256666,0.1091133
0.0015650000000000002,0.09264666,0.09378,0.1020067,0.09173333,0.11008
0.0015700000000000002,0.09271333,0.09299999,0.1021267,0.09173333,0.10914
0.0015750000000000002,0.09366,0.09379333,0.1029733,0.09259333,0.11008
0.00158,0.09360666,0.09301332,0.1021933,0.09252666,0.11018
0.001585,0.09272666,0.09384666,0.1030267,0.09173333,0.1092333
0.00159,0.09359333,0.09306666,0.10218,0.09252666,0.1093533
0.001595,0.09272666,0.09387333,0.1030667,0.09171999,0.11018
0.0016,0.09267332,0.09316,0.1030533,0.09177332,0.10926
0.001605,0.09353333,0.09401999,0.1021667,0.09259333,0.1101933
0.00161,0.09268666,0.09325333,0.1021933,0.09177332,0.1101667
0.0016150000000000001,0.09357332,0.09411333,0.1030267,0.09257999,0.1092867
0.0016200000000000001,0.09271333,0.09339999,0.1030133,0.09260666,0.1102867
0.0016250000000000001,0.09353333,0.09421999,0.10218,0.09178666,0.1093533
0.0016300000000000002,0.09271333,0.09346666,0.1029333,0.09178666,0.1093667
0.0016350000000000002,0.09363332,0.09430666,0.1020733,0.09257999,0.11022
0.0016400000000000002,0.09359333,0.09356,0.1029333,0.09254,0.1093133
0.0016450000000000002,0.09273999,0.09438666,0.1020333,0.09174666,0.1102467
0.0016500000000000002,0.09354666,0.09433333,0.1021267,0.09166666,0.1102867
0.0016550000000000002,0.09273999,0.09347999,0.1029733,0.09256666,0.1092733
0.0016600000000000002,0.0927,0.09425999,0.10292,0.09247333,0.1103
0.001665,0.09354666,0.09344,0.1021133,0.09162666,0.10942
0.00167,0.09354666,0.09424666,0.1029333,0.09244666,0.1093133
0.001675,0.09261999,0.09341332,0.1021,0.09158666,0.11026
0.00168,0.09339999,0.09424666,0.1020467,0.09236666,0.11022
0.001685,0.09255332,0.09338666,0.10292,0.09158666,0.10938
0.00169,0.09341332,0.09415333,0.1029333,0.09153333,0.1102867
0.0016950000000000001,0.09257999,0.09329332,0.1020333,0.09233999,0.1093667
0.0017000000000000001,0.09260666,0.09406,0.1028667,0.09233999,0.10942
0.0017050000000000001,0.09345333,0.09319999,0.1020467,0.09152,0.1104067
0.0017100000000000001,0.09260666,0.09392666,0.1029467,0.09154666,0.10938
0.0017150000000000002,0.09344,0.09306666,0.10206,0.09235333,0.1103667
0.0017200000000000002,0.09338666,0.09380666,0.1020467,0.09157333,0.1103533
0.0017250000000000002,0.09256666,0.09293333,0.10304,0.09240666,0.1093933
0.0017300000000000002,0.09255332,0.09371333,0.10222,0.09169333,0.10948
0.0017350000000000002,0.09335999,0.09291999,0.1031467,0.09251333,0.1104067
0.0017400000000000002,0.09259333,0.09282,0.1031333,0.09178666,0.1094933
0.0017450000000000002,0.09341332,0.09361999,0.1022733,0.09254,0.1104067
0.00175,0.09267332,0.09367333,0.10312,0.09256666,0.11042
0.001755,0.09345333,0.09289332,0.1022067,0.09173333,0.10944
0.00176,0.09263333,0.09293333,0.1022467,0.09178666,0.1105667
0.001765,0.09347999,0.09375333,0.1031333,0.09257999,0.10964
0.00177,0.09264666,0.09372666,0.1031333,0.09255332,0.1095733
0.001775,0.09353333,0.09295999,0.1023267,0.09175999,0.1107133
0.0017800000000000001,0.09354666,0.09297333,0.10238,0.09257999,0.1097733
0.0017850000000000001,0.09271333,0.09380666,0.1032133,0.09177332,0.11074
0.0017900000000000001,0.09356,0.09299999,0.1033,0.09257999,0.11088
0.0017950000000000002,0.09267332,0.09388666,0.1024067,0.09177332,0.1099067
0.0018000000000000002,0.09347999,0.09310666,0.1032,0.09177332,0.1099467
0.0018050000000000002,0.09265999,0.09400666,0.1023533,0.09259333,0.1109333
0.0018100000000000002,0.09349333,0.09322666,0.1032133,0.09261999,0.1100267
0.0018150000000000002,0.09264666,0.09409999,0.10234,0.09174666,0.1110933
0.0018200000000000002,0.0927,0.09331999,0.1032,0.09267332,0.1110933
0.0018250000000000002,0.09350666,0.09419332,0.1023133,0.09171999,0.11014
0.0018300000000000002,0.09273999,0.09345333,0.1022333,0.0918,0.11116
0.001835,0.09356,0.09428,0.10308,0.09261999,0.11022
0.00184,0.09271333,0.09350666,0.10304,0.09177332,0.11026
0.001845,0.09353333,0.09429333,0.10214,0.09254,0.1112133
0.00185,0.09354666,0.09425999,0.1030533,0.09255332,0.1102867
0.001855,0.0927,0.09345333,0.10214,0.09166666,0.11116
0.00186,0.09347999,0.09421999,0.1021667,0.09248666,0.1112667
0.0018650000000000001,0.09264666,0.09341332,0.1030533,0.09165332,0.1103667
0.0018700000000000001,0.09344,0.09421999,0.1029733,0.09245999,0.11038
0.0018750000000000001,0.09259333,0.09338666,0.1020733,0.09165332,0.1112667
0.0018800000000000002,0.09335999,0.09419332,0.1029467,0.09242,0.1103533
0.0018850000000000002,0.09254,0.09335999,0.10206,0.09159999,0.11132
0.0018900000000000002,0.09334666,0.09409999,0.1028667,0.09155999,0.11132
0.0018950000000000002,0.09252666,0.09325333,0.1020333,0.09235333,0.1103933
