Time (s),Voltage (V)
0.0,0.4548
0.002,0.3929999
0.004,0.5806
0.006,0.3962666
0.008,0.4049333
0.01,0.5773333
0.012,0.3983999
0.014,0.5849333
0.016,0.5827333
0.018000000000000002,0.4288
0.02,0.4168666
0.022,0.5968666
0.024,0.4450666
0.026000000000000002,0.5946666
0.028,0.5881999
0.03,0.3962666
0.032,0.5632666
0.034,0.3854
0.036000000000000004,0.586
0.038,0.3962666
0.04,0.3897333
0.042,0.5664666
0.044,0.5795333
0.046,0.3864666
0.048,0.3951333
0.05,0.5752
0.052000000000000005,0.3876
0.054,0.5632666
0.056,0.3854
0.058,0.5849333
0.06,0.4006
0.062,0.5719333
0.064,0.4070666
0.066,0.5806
0.068,0.4265999
0.07,0.586
0.07200000000000001,0.5816666
0.074,0.4125333
0.076,0.4233333
0.078,0.5903333
0.08,0.5870666
0.082,0.4006
0.084,0.4038666
0.08600000000000001,0.5752
0.088,0.5752
0.09,0.4016666
0.092,0.3940666
0.094,0.5697333
0.096,0.5697333
0.098,0.3929999
0.1,0.5610666
0.10200000000000001,0.3854
0.10400000000000001,0.5707999
0.106,0.3908
0.108,0.4016666
0.11,0.573
0.112,0.5838666
0.114,0.4006
0.116,0.3929999
0.11800000000000001,0.5838666
0.12,0.4114
0.122,0.5686666
0.124,0.4255333
0.126,0.5752
0.128,0.5784
0.13,0.3843333
0.132,0.4070666
0.134,0.5556666
0.136,0.5795333
0.138,0.4222666
0.14,0.5653999
0.14200000000000002,0.3821333
0.14400000000000002,0.5686666
0.146,0.3929999
0.148,0.3973333
0.15,0.5556666
0.152,0.3876
0.154,0.5664666
0.156,0.3897333
0.158,0.5589333
0.16,0.5664666
0.162,0.3908
0.164,0.3908
0.166,0.5589333
0.168,0.5719333
0.17,0.4038666
0.17200000000000001,0.5621333
0.17400000000000002,0.4006
0.176,0.4211999
0.178,0.5686666
0.18,0.4201333
0.182,0.5806
0.184,0.5676
0.186,0.4146666
0.188,0.5577999
0.19,0.3886666
0.192,0.5697333
0.194,0.3973333
0.196,0.5523999
0.198,0.3886666
0.2,0.38
0.202,0.5643333
0.20400000000000001,0.5664666
0.20600000000000002,0.3983999
0.20800000000000002,0.5653999
0.21,0.3854
0.212,0.3897333
0.214,0.5610666
0.216,0.3876
0.218,0.5577999
0.22,0.4082
0.222,0.5599999
0.224,0.3973333
0.226,0.5653999
0.228,0.5545999
0.23,0.4146666
0.232,0.5643333
0.234,0.4016666
0.23600000000000002,0.5653999
0.23800000000000002,0.4276666
0.24,0.3897333
0.242,0.5556666
0.244,0.4082
0.246,0.5643333
0.248,0.5480666
0.25,0.3745333
0.252,0.5415333
0.254,0.4016666
0.256,0.5523999
0.258,0.3951333
0.26,0.5577999
0.262,0.3734666
0.264,0.5589333
0.266,0.3843333
0.268,0.3843333
0.27,0.5577999
0.272,0.5469999
0.274,0.3821333
0.276,0.3876
0.278,0.5577999
0.28,0.5513333
0.28200000000000003,0.4016666
0.28400000000000003,0.406
0.28600000000000003,0.5545999
0.28800000000000003,0.5556666
0.29,0.3951333
0.292,0.3843333
0.294,0.5447999
0.296,0.5469999
0.298,0.3983999
0.3,0.3876
0.302,0.5501999
0.304,0.5556666
0.306,0.3843333
0.308,0.3951333
0.31,0.5534666
0.312,0.3843333
0.314,0.5426666
0.316,0.3810666
0.318,0.5447999
0.32,0.5513333
0.322,0.3951333
0.324,0.5415333
0.326,0.3821333
0.328,0.4038666
0.33,0.5469999
0.332,0.3962666
0.334,0.5534666
0.336,0.5534666
0.338,0.4265999
0.34,0.5556666
0.342,0.3897333
0.34400000000000003,0.5523999
0.34600000000000003,0.4168666
0.34800000000000003,0.5523999
0.35000000000000003,0.3876
0.352,0.5361333
0.354,0.3854
0.356,0.3886666
0.358,0.5773333
0.36,0.3897333
0.362,0.5415333
0.364,0.5393999
0.366,0.3995333
0.368,0.5577999
0.37,0.3788666
0.372,0.38
0.374,0.5480666
0.376,0.5523999
0.378,0.3843333
0.38,0.5480666
0.382,0.3962666
0.384,0.3897333
0.386,0.5523999
0.388,0.4125333
0.39,0.5480666
0.392,0.3962666
0.394,0.5372
0.396,0.5383333
0.398,0.3951333
0.4,0.5339333
0.402,0.3821333
0.404,0.3929999
0.406,0.5426666
0.40800000000000003,0.5589333
0.41000000000000003,0.3876
