Time (s),Voltage (V)
0.0,0.5480666
0.002,0.6510666
0.004,0.3518
0.006,0.6304666
0.008,0.3658666
0.01,0.6477999
0.012,0.6456666
0.014,0.3539333
0.016,0.342
0.018000000000000002,0.637
0.02,0.3452666
0.022,0.6640666
0.024,0.6391333
0.026000000000000002,0.3582666
0.028,0.3572
0.03,0.6434666
0.032,0.6695333
0.034,0.3615333
0.036000000000000004,0.6271999
0.038,0.3604666
0.04,0.6553999
0.042,0.3474666
0.044,0.6391333
0.046,0.3550666
0.048,0.3431333
0.05,0.6337333
0.052000000000000005,0.6445999
0.054,0.3528666
0.056,0.3409333
0.058,0.6120666
0.06,0.6477999
0.062,0.3550666
0.064,0.3464
0.066,0.6261333
0.068,0.3518
0.07,0.6380666
0.07200000000000001,0.6640666
0.074,0.3550666
0.076,0.637
0.078,0.3582666
0.08,0.3528666
0.082,0.6434666
0.084,0.3464
0.08600000000000001,0.6358666
0.088,0.3594
0.09,0.6597333
0.092,0.6424
0.094,0.3582666
0.096,0.6261333
0.098,0.3561333
0.1,0.342
0.10200000000000001,0.6413333
0.10400000000000001,0.6174666
0.106,0.3518
0.108,0.3518
0.11,0.6152666
0.112,0.3452666
0.114,0.6120666
0.116,0.3464
0.11800000000000001,0.6337333
0.12,0.3626
0.122,0.6510666
0.124,0.6391333
0.126,0.3464
0.128,0.3442
0.13,0.6553999
0.132,0.6489333
0.134,0.3626
0.136,0.3528666
0.138,0.6261333
0.14,0.6564666
0.14200000000000002,0.3474666
0.14400000000000002,0.3550666
0.146,0.6467333
0.148,0.3528666
0.15,0.6477999
0.152,0.3615333
0.154,0.6283333
0.156,0.5664666
0.158,0.3452666
0.16,0.3528666
0.162,0.624
0.164,0.6424
0.166,0.3496
0.168,0.3496
0.17,0.624
0.17200000000000001,0.6467333
0.17400000000000002,0.3496
0.176,0.3518
0.178,0.6348
0.18,0.3561333
0.182,0.6521333
0.184,0.6228666
0.186,0.3518
0.188,0.3496
0.19,0.6445999
0.192,0.6695333
0.194,0.3442
0.196,0.6358666
0.198,0.3518
0.2,0.3550666
0.202,0.6640666
0.20400000000000001,0.624
0.20600000000000002,0.3518
0.20800000000000002,0.342
0.21,0.5838666
0.212,0.3528666
0.214,0.624
0.216,0.6521333
0.218,0.3312
0.22,0.6294
0.222,0.3388
0.224,0.6586666
0.226,0.3452666
0.228,0.6337333
0.23,0.3452666
0.232,0.6640666
0.234,0.3550666
0.23600000000000002,0.3507333
0.23800000000000002,0.6271999
0.24,0.3474666
0.242,0.6619332
0.244,0.3582666
0.246,0.6283333
0.248,0.3594
0.25,0.6673332
0.252,0.6391333
0.254,0.3518
0.256,0.3474666
0.258,0.6228666
0.26,0.3539333
0.262,0.6391333
0.264,0.3474666
0.266,0.6109332
0.268,0.3452666
0.27,0.6174666
0.272,0.3572
0.274,0.6337333
0.276,0.3464
0.278,0.6326666
0.28,0.3561333
0.28200000000000003,0.6629999
0.28400000000000003,0.6424
0.28600000000000003,0.3518
0.28800000000000003,0.3582666
0.29,0.6543333
0.292,0.6521333
0.294,0.3518
0.296,0.6283333
0.298,0.3582666
0.3,0.3539333
0.302,0.6759999
0.304,0.6185333
0.306,0.3637333
0.308,0.3594
0.31,0.6532666
0.312,0.3528666
0.314,0.6358666
0.316,0.6217999
0.318,0.3496
0.32,0.3507333
0.322,0.6326666
0.324,0.6553999
0.326,0.3561333
0.328,0.3464
0.33,0.6185333
0.332,0.6510666
0.334,0.3594
0.336,0.3528666
0.338,0.6261333
0.34,0.3626
0.342,0.6716666
0.34400000000000003,0.6499999
0.34600000000000003,0.3582666
0.34800000000000003,0.3528666
0.35000000000000003,0.6564666
0.352,0.6716666
0.354,0.3637333
0.356,0.624
0.358,0.3528666
0.36,0.6489333
0.362,0.3615333
0.364,0.6152666
0.366,0.3539333
0.368,0.6337333
0.37,0.3442
0.372,0.3485333
0.374,0.6207333
0.376,0.6077332
0.378,0.3518
0.38,0.3626
0.382,0.6662666
0.384,0.6434666
0.386,0.3409333
0.388,0.3464
0.39,0.6424
0.392,0.6553999
0.394,0.3680666
0.396,0.6174666
0.398,0.3637333
0.4,0.6695333
0.402,0.3734666
0.404,0.3539333
0.406,0.637
0.40800000000000003,0.3680666
0.41000000000000003,0.6705999
0.41200000000000003,0.6499999
0.41400000000000003,0.3713333
0.41600000000000004,0.6261333
0.418,0.3464
0.42,0.3518
0.422,0.6055333
0.424,0.3528666
0.426,0.6402
0.428,0.3539333
0.43,0.6271999
0.432,0.3496
0.434,0.6629999
0.436,0.6391333
0.438,0.3528666
0.44,0.3594
0.442,0.6456666
0.444,0.3528666
0.446,0.6304666
0.448,0.3648
0.45,0.6716666
0.452,0.6651999
0.454,0.3658666
0.456,0.3648
0.458,0.6553999
0.46,0.6662666
0.462,0.3680666
0.464,0.3604666
0.466,0.6228666
0.468,0.6575999
0.47000000000000003,0.3561333
0.47200000000000003,0.6337333
0.47400000000000003,0.3658666
0.47600000000000003,0.3528666
0.47800000000000004,0.6207333
0.48,0.3561333
0.482,0.6445999
0.484,0.6315333
0.486,0.3518
0.488,0.3604666
0.49,0.6499999
0.492,0.3442
0.494,0.6673332
0.496,0.3539333
0.498,0.6499999
0.5,0.3518
0.502,0.6705999
0.504,0.6608666
0.506,0.3626
0.508,0.3648
0.51,0.6846666
0.512,0.6825333
0.514,0.3539333
0.516,0.6271999
0.518,0.3518
0.52,0.3518
0.522,0.6477999
0.524,0.637
0.526,0.3582666
0.528,0.3507333
0.53,0.6477999
0.532,0.637
0.534,0.3550666
0.536,0.3496
0.538,0.637
0.54,0.3658666
0.542,0.6835999
0.544,0.6640666
0.546,0.3539333
0.548,0.3626
0.55,0.6651999
0.552,0.6759999
0.554,0.3626
0.556,0.6477999
0.558,0.3658666
0.56,0.3582666
0.562,0.6825333
0.5640000000000001,0.3496
0.5660000000000001,0.6477999
0.5680000000000001,0.3658666
0.5700000000000001,0.6597333
0.5720000000000001,0.3539333
0.5740000000000001,0.6510666
0.5760000000000001,0.367
0.578,0.6738666
0.58,0.6619332
0.582,0.3626
0.584,0.3572
0.586,0.6477999
0.588,0.3528666
0.59,0.6510666
0.592,0.3637333
0.594,0.6771333
0.596,0.3496
0.598,0.6564666
0.6,0.3658666
0.602,0.6879333
0.604,0.6792666
0.606,0.3778
0.608,0.6499999
0.61,0.3637333
0.612,0.6727332
0.614,0.3572
0.616,0.6434666
0.618,0.3572
0.62,0.6835999
0.622,0.3778
