Time (s),CH2 (V),CH3 (V)
0.0,0.09283333,0.06537999
5e-06,0.09263333,0.06556
1e-05,0.09345333,0.06488
1.5000000000000002e-05,0.09254,0.06582666
2e-05,0.09267332,0.06502666
2.5e-05,0.09346666,0.06592666
3.0000000000000004e-05,0.09265999,0.06587333
3.5000000000000004e-05,0.09353333,0.065
4e-05,0.09350666,0.065
4.5e-05,0.09263333,0.06599333
5e-05,0.09347999,0.06597999
5.5e-05,0.09263333,0.06520666
6.000000000000001e-05,0.09261999,0.06525999
6.500000000000001e-05,0.09347999,0.06629333
7.000000000000001e-05,0.09339999,0.06571999
7.500000000000001e-05,0.09256666,0.06663333
8e-05,0.09338666,0.06671333
8.5e-05,0.09252666,0.06592666
9e-05,0.09247333,0.06660666
9.5e-05,0.09341332,0.06559999
0.0001,0.09341332,0.06625333
0.000105,0.09255332,0.06537999
0.00011,0.09256666,0.06535333
0.000115,0.09341332,0.06612666
0.00012000000000000002,0.09257999,0.06543333
0.000125,0.09338666,0.06630667
0.00013000000000000002,0.09254,0.06564
0.000135,0.09341332,0.06655333
0.00014000000000000001,0.09259333,0.06661999
0.000145,0.09342666,0.06562666
0.00015000000000000001,0.09263333,0.06561333
0.000155,0.09346666,0.06654
0.00016,0.09263333,0.06582666
0.00016500000000000003,0.09349333,0.06658
0.00017,0.09267332,0.06637333
0.00017500000000000003,0.09353333,0.06537999
0.00018,0.09356,0.06605999
0.00018500000000000002,0.09267332,0.06513333
0.00019,0.09349333,0.06592666
0.00019500000000000002,0.09268666,0.06502666
0.0002,0.09349333,0.06497333
0.00020500000000000002,0.09265999,0.06581333
0.00021,0.09264666,0.06512
0.00021500000000000002,0.09353333,0.06614
0.00022,0.09267332,0.06548666
0.00022500000000000002,0.09349333,0.06645333
0.00023,0.09265999,0.06645333
0.00023500000000000002,0.09357332,0.06544666
0.00024000000000000003,0.09265999,0.06558666
0.00024500000000000005,0.09356,0.06646666
0.00025,0.09353333,0.06646666
0.000255,0.09265999,0.06565333
0.00026000000000000003,0.09346666,0.06568
0.00026500000000000004,0.09265999,0.06659333
0.00027,0.09342666,0.06593999
0.000275,0.09257999,0.06679333
0.00028000000000000003,0.09256666,0.06699999
0.00028500000000000004,0.09335999,0.06608666
0.00029,0.09249999,0.06674
0.000295,0.09335999,0.06578666
0.00030000000000000003,0.09338666,0.06645333
0.00030500000000000004,0.09255332,0.06559999
0.00031,0.09260666,0.06565333
0.000315,0.09344,0.06641333
0.00032,0.09337333,0.06570666
0.00032500000000000004,0.09257999,0.06652666
0.00033000000000000005,0.09252666,0.06592666
0.000335,0.09338666,0.06674
0.00034,0.09259333,0.06672666
0.00034500000000000004,0.09344,0.06573333
0.00035000000000000005,0.09263333,0.06573333
0.000355,0.09351999,0.06663333
0.00036,0.09264666,0.06664667
0.00036500000000000004,0.09351999,0.06588666
0.00037000000000000005,0.09268666,0.06643999
0.000375,0.09359333,0.06540667
0.00038,0.09275333,0.06599333
0.00038500000000000003,0.09359333,0.06502666
0.00039000000000000005,0.09354666,0.06595333
0.000395,0.09257999,0.06486666
0.0004,0.09351999,0.06484666
0.00040500000000000003,0.09267332,0.06564
0.00041000000000000005,0.09347999,0.06498666
0.00041500000000000006,0.09268666,0.06599333
0.00042,0.09349333,0.06537999
0.00042500000000000003,0.09267332,0.0664
0.00043000000000000004,0.09351999,0.06638666
0.00043500000000000006,0.09268666,0.06548666
0.00044,0.09357332,0.06561333
0.00044500000000000003,0.09272666,0.06656666
0.00045000000000000004,0.09356,0.06650666
0.00045500000000000006,0.09267332,0.06566666
0.00046,0.09347999,0.06559999
0.000465,0.09265999,0.06654
0.00047000000000000004,0.09346666,0.06588666
0.00047500000000000005,0.09257999,0.06688
0.00048000000000000007,0.09334666,0.06690666
0.000485,0.09254,0.06605999
0.0004900000000000001,0.09252666,0.06676666
0.000495,0.09341332,0.06569333
0.0005,0.09344,0.06630667
0.000505,0.09257999,0.06548666
0.00051,0.09263333,0.0655
0.000515,0.09344,0.06627999
0.0005200000000000001,0.09341332,0.06562666
0.0005250000000000001,0.09256666,0.06637333
0.0005300000000000001,0.09257999,0.06570666
0.000535,0.09345333,0.06649332
0.00054,0.09261999,0.06650666
0.000545,0.09347999,0.06557333
0.00055,0.09349333,0.06556
0.000555,0.09264666,0.06642666
0.0005600000000000001,0.09360666,0.06638666
0.0005650000000000001,0.09268666,0.0655
0.0005700000000000001,0.09275333,0.06616666
0.0005750000000000001,0.09356,0.06514666
0.00058,0.09357332,0.06578666
0.000585,0.09277999,0.06486666
0.00059,0.09357332,0.06570666
0.000595,0.09272666,0.06473999
0.0006000000000000001,0.09353333,0.06467333
0.0006050000000000001,0.09271333,0.06544666
0.0006100000000000001,0.09268666,0.06478
0.0006150000000000001,0.09353333,0.06588666
0.00062,0.0927,0.06528666
0.000625,0.09356,0.06629333
0.00063,0.09273999,0.06625333
0.000635,0.09354666,0.06534
0.00064,0.09361999,0.0655
0.0006450000000000001,0.09273999,0.06633333
0.0006500000000000001,0.0927,0.06642666
0.0006550000000000001,0.09357332,0.06548666
0.0006600000000000001,0.09350666,0.06553333
0.000665,0.09268666,0.06641333
0.00067,0.09341332,0.06574667
0.000675,0.09260666,0.06665999
0.00068,0.09251333,0.06680666
0.0006850000000000001,0.09344,0.06597999
0.0006900000000000001,0.09257999,0.06663333
0.0006950000000000001,0.09339999,0.06566666
0.0007000000000000001,0.09260666,0.06626666
0.000705,0.09345333,0.06546
0.00071,0.09346666,0.06548666
0.000715,0.09263333,0.06633333
0.00072,0.09342666,0.06570666
0.0007250000000000001,0.09256666,0.06660666
0.0007300000000000001,0.09254,0.06582666
0.0007350000000000001,0.09342666,0.06664667
0.0007400000000000001,0.09351999,0.06661999
0.0007450000000000001,0.09256666,0.06568
0.00075,0.09264666,0.06569333
0.000755,0.09347999,0.06655333
0.00076,0.09268666,0.06650666
0.0007650000000000001,0.09350666,0.06558666
0.0007700000000000001,0.09264666,0.06624
0.0007750000000000001,0.09354666,0.06518666
0.0007800000000000001,0.09367333,0.06575999
0.0007850000000000001,0.09275333,0.06484666
0.00079,0.09357332,0.06571999
0.000795,0.09268666,0.06482
0.0008,0.0927,0.06475333
0.000805,0.09351999,0.06564
0.0008100000000000001,0.09268666,0.06506667
0.0008150000000000001,0.09351999,0.06618
0.0008200000000000001,0.09268666,0.06564
0.0008250000000000001,0.09356,0.06667333
0.0008300000000000001,0.0927,0.06661999
0.000835,0.09357332,0.06577333
0.00084,0.09273999,0.06581333
0.000845,0.09357332,0.06659333
0.0008500000000000001,0.09351999,0.06659333
0.0008550000000000001,0.09268666,0.0658
0.0008600000000000001,0.09271333,0.06578666
0.0008650000000000001,0.09351999,0.06658
0.0008700000000000001,0.09346666,0.06591333
0.000875,0.09261999,0.06672666
0.00088,0.09344,0.06677999
0.000885,0.09256666,0.06595333
0.0008900000000000001,0.09259333,0.06668666
0.0008950000000000001,0.09342666,0.06571999
0.0009000000000000001,0.09257999,0.0664
0.0009050000000000001,0.09347999,0.06562666
0.0009100000000000001,0.09341332,0.06577333
0.0009150000000000001,0.09257999,0.06675333
0.00092,0.09344,0.06615333
0.000925,0.09259333,0.06699999
0.00093,0.09257999,0.06638666
0.0009350000000000001,0.09344,0.06713333
0.0009400000000000001,0.09261999,0.06709333
0.0009450000000000001,0.09344,0.06608666
0.0009500000000000001,0.09265999,0.06611333
0.0009550000000000001,0.09349333,0.06693333
0.0009600000000000001,0.09264666,0.06693333
0.000965,0.09351999,0.06600666
0.00097,0.09272666,0.06654
0.0009750000000000001,0.09360666,0.06532666
0.0009800000000000002,0.09357332,0.06596666
0.000985,0.09273999,0.06506667
