Frequency (Hz),Vrms (V)
100,0.5865442212543803
300,0.6709008610531076
500,0.5927971220570625
700,0.5757440473285559
900,0.6049932468175663
1000,0.568468348582781
1500,0.5828367338702528
2000,0.5345657499083137
2500,0.5378594050267799
3000,0.542705520652331
3500,0.5179274520529809
4000,0.5089156916329949
5000,0.5051868740133066
7000,0.47661879377174204
8000,0.48705055829976923
9000,0.4894849394505123
10000,0.4653039065258679
