Frequency (Hz),Vrms (V)
100,0.5091074793924562
300,0.5283620363774006
500,0.5183242572507419
700,0.5404071533148038
900,0.527461590180754
1000,0.4898820874004403
1500,0.48874084481148977
2000,0.4837837297838091
2500,0.4649718915898589
3000,0.4846230583070668
3500,0.45621288064429255
4000,0.45851160755152665
5000,0.4527285674258633
7000,0.4472764384432004
8000,0.4658346066661626
9000,0.4616495829577964
10000,0.44867100058145915
