Time (s),CH2 Voltage (V),CH3 Voltage (V)
-50.0,0.086,0.1065133
-49.95,0.08718,0.09345333
-49.9,0.08201332,0.09214666
-49.85,0.0874,0.1281733
-49.8,0.08233333,0.1274133
-49.75,0.08803999,0.09453999
-49.7,0.08222666,0.1266533
-49.65,0.08761333,0.09084
-49.6,0.08233333,0.1234933
-49.55,0.08761333,0.08898666
-49.5,0.08771999,0.1209933
-49.45,0.08201332,0.08931333
-49.4,0.08168666,0.1165267
-49.35,0.08782666,0.08822666
-49.3,0.08233333,0.10662
-49.25,0.08815333,0.08865999
-49.2,0.08782666,0.08811999
-49.15,0.08276666,0.11054
-49.1,0.08771999,0.1168533
-49.05,0.08211999,0.08800666
-49.0,0.08222666,0.08865999
-48.95,0.08761333,0.1185933
-48.9,0.08266,0.09105333
-48.85,0.08825999,0.1224067
-48.8,0.08330666,0.1219733
-48.75,0.08836666,0.09595332
-48.7,0.08233333,0.09617332
-48.65,0.08825999,0.12208
-48.6,0.08244,0.1219733
-48.55,0.08825999,0.09725999
-48.5,0.08750666,0.09453999
-48.45,0.08222666,0.12208
-48.4,0.08201332,0.09159999
-48.35,0.0874,0.1233867
-48.3,0.08728666,0.09268666
-48.25,0.08179333,0.1244733
-48.2,0.08168666,0.12382
-48.15,0.08696666,0.09127333
-48.1,0.08179333,0.1253467
-48.05,0.08707333,0.09105333
-48.0,0.08718,0.1229533
-47.95,0.08179333,0.08855332
-47.9,0.08179333,0.1126067
-47.85,0.08685999,0.08702666
-47.8,0.08190666,0.08855332
-47.75,0.08761333,0.1169667
-47.7,0.08233333,0.09084
-47.65,0.08771999,0.12698
-47.6,0.08815333,0.1329667
-47.55,0.08211999,0.1017267
-47.5,0.08707333,0.13242
-47.45,0.08136666,0.09780666
-47.4,0.08071999,0.12774
-47.35,0.08675332,0.09410666
-47.3,0.08147333,0.09431999
-47.25,0.08761333,0.1196867
-47.2,0.08244,0.09889333
-47.15,0.08803999,0.12578
-47.1,0.08782666,0.1273067
-47.05,0.08244,0.09268666
-47.0,0.08718,0.09486666
-46.95,0.08093332,0.1224067
-46.9,0.08071999,0.09431999
-46.85,0.08631999,0.1270867
-46.8,0.08663999,0.12284
-46.75,0.08103999,0.09672
-46.7,0.0874,0.1174
-46.65,0.08168666,0.09301332
-46.6,0.08685999,0.09105333
-46.55,0.08114666,0.1150067
-46.5,0.08610666,0.09029333
-46.45,0.08093332,0.11936
-46.4,0.08653333,0.1212067
-46.35,0.08114666,0.08996666
-46.3,0.086,0.09345333
-46.25,0.08007333,0.12872
-46.2,0.07974666,0.10096
-46.15,0.08523999,0.1280667
-46.1,0.08448666,0.10466
-46.05,0.07845999,0.12578
-46.0,0.07813333,0.1254533
-45.95,0.08481333,0.1027067
-45.9,0.08535333,0.12404
-45.85,0.07931999,0.1010733
-45.8,0.07899333,0.1223
-45.75,0.08481333,0.09453999
-45.7,0.07996666,0.1199
-45.65,0.086,0.08888
-45.6,0.08061333,0.1167467
-45.55,0.08631999,0.08865999
-45.5,0.08718,0.09051333
-45.45,0.08093332,0.1153333
-45.4,0.08685999,0.09105333
-45.35,0.08114666,0.1125
-45.3,0.08114666,0.09137999
-45.25,0.08696666,0.11076
-45.2,0.08653333,0.09170666
-45.15,0.08093332,0.1169667
-45.1,0.08114666,0.09290666
-45.05,0.08663999,0.1241467
-45.0,0.08126,0.1243667
-44.95,0.08685999,0.09672
-44.9,0.08168666,0.1202267
-44.85,0.08728666,0.08898666
-44.8,0.08761333,0.09029333
-44.75,0.08179333,0.12578
-44.7,0.08728666,0.09639332
-44.65,0.08147333,0.1253467
-44.6,0.08201332,0.1236067
-44.55,0.08825999,0.09214666
-44.5,0.08276666,0.1206667
-44.45,0.08868666,0.09062
-44.4,0.08803999,0.09137999
-44.35,0.08233333,0.11522
-44.3,0.08761333,0.09094666
-44.25,0.08168666,0.1129333
-44.2,0.08718,0.09345333
-44.15,0.08168666,0.1185933
-44.1,0.08136666,0.1188133
-44.05,0.08718,0.09279999
-44.0,0.08201332,0.09312666
-43.95,0.08761333,0.11762
-43.9,0.08761333,0.1151133
-43.85,0.08147333,0.09268666
-43.8,0.08631999,0.1190333
-43.75,0.08039333,0.09203333
-43.7,0.08039333,0.12034
-43.65,0.08577999,0.09159999
-43.6,0.08082666,0.1174
-43.55,0.08631999,0.09235999
-43.5,0.08147333,0.09290666
-43.45,0.08663999,0.1223
-43.4,0.08179333,0.09431999
-43.35,0.08750666,0.1253467
-43.3,0.08793332,0.09290666
-43.25,0.08222666,0.1293733
-43.2,0.08782666,0.10238
-43.15,0.08233333,0.1286133
-43.1,0.08233333,0.1302467
-43.05,0.08879999,0.10216
-43.0,0.08825999,0.09943999
-42.95,0.08126,0.1337267
-42.9,0.08588666,0.1302467
-42.85,0.08018,0.09541333
-42.8,0.08039333,0.09486666
-42.75,0.08556666,0.1283933
-42.7,0.08093332,0.09672
-42.65,0.08933333,0.1311133
-42.6,0.09041332,0.09943999
-42.55,0.08437999,0.1320933
-42.5,0.08879999,0.12948
-42.45,0.08297999,0.1020533
-42.4,0.08276666,0.1282867
-42.35,0.08825999,0.09943999
-42.3,0.08815333,0.1199
-42.25,0.08255333,0.09573999
-42.2,0.08771999,0.1219733
-42.15,0.08190666,0.09715333
-42.1,0.08685999,0.09715333
-42.05,0.08147333,0.1300267
-42.0,0.08147333,0.1040133
-41.95,0.08653333,0.1315533
-41.9,0.08663999,0.1298067
-41.85,0.08126,0.1040133
-41.8,0.08663999,0.1256733
-41.75,0.08147333,0.09791332
-41.7,0.08653333,0.1211
-41.65,0.08126,0.09725999
-41.6,0.08136666,0.1163133
-41.55,0.08685999,0.09606666
-41.5,0.08168666,0.09453999
-41.45,0.0874,0.1233867
-41.4,0.08793332,0.09475999
-41.35,0.08222666,0.12948
-41.3,0.08685999,0.09486666
-41.25,0.08093332,0.12948
-41.2,0.08588666,0.10336
-41.15,0.08050666,0.1307867
-41.1,0.08567332,0.10412
-41.05,0.08018,0.1315533
-41.0,0.08523999,0.13166
-40.95,0.07942666,0.10412
-40.9,0.08448666,0.1305733
-40.85,0.07888666,0.09889333
-40.8,0.08362666,0.1248
-40.75,0.07845999,0.09443333
-40.7,0.07834666,0.1200133
-40.65,0.08384,0.09421333
-40.6,0.07878,0.1155467
-40.55,0.08437999,0.09508666
-40.5,0.07931999,0.11642
-40.45,0.08459333,0.09541333
-40.4,0.08492,0.1133733
-40.35,0.07942666,0.09290666
-40.3,0.08481333,0.09170666
-40.25,0.07931999,0.11522
-40.2,0.08448666,0.09181999
-40.15,0.07899333,0.1174
-40.1,0.08437999,0.09323332
-40.05,0.07899333,0.11718
-40.0,0.07942666,0.09301332
-39.95,0.08470666,0.11446
-39.9,0.07985999,0.1185933
-39.85,0.08545999,0.09301332
-39.8,0.08523999,0.1157667
-39.75,0.07996666,0.09247333
-39.7,0.08039333,0.1120667
-39.65,0.086,0.09072666
-39.6,0.08071999,0.09051333
-39.55,0.08610666,0.1202267
-39.5,0.08061333,0.08975333
-39.45,0.08610666,0.1155467
-39.4,0.08621333,0.1196867
-39.35,0.08103999,0.09051333
-39.3,0.08114666,0.08963999
-39.25,0.086,0.1231667
-39.2,0.08621333,0.08975333
-39.15,0.08093332,0.1244733
-39.1,0.08588666,0.09279999
-39.05,0.08061333,0.12426
-39.0,0.08545999,0.09627999
-38.95,0.08050666,0.1273067
-38.9,0.08061333,0.10238
-38.85,0.08556666,0.1288267
-38.8,0.08556666,0.1072733
-38.75,0.08039333,0.1291533
-38.7,0.08523999,0.1280667
-38.65,0.08018,0.1030333
-38.6,0.08492,0.09856666
-38.55,0.08007333,0.1262133
-38.5,0.08502666,0.1254533
-38.45,0.07963999,0.09497333
-38.4,0.08492,0.09366666
-38.35,0.07985999,0.1286133
-38.3,0.08481333,0.12328
-38.25,0.07963999,0.09519333
-38.2,0.07974666,0.1202267
-38.15,0.08502666,0.09443333
-38.1,0.08545999,0.1174
-38.05,0.08007333,0.09301332
-38.0,0.08050666,0.09323332
-37.95,0.086,0.1168533
-37.9,0.08588666,0.1131533
-37.85,0.08061333,0.09410666
-37.8,0.08103999,0.09421333
-37.75,0.08610666,0.1233867
-37.7,0.08621333,0.09617332
-37.65,0.08071999,0.11664
-37.6,0.08082666,0.11762
-37.55,0.08588666,0.09551999
-37.5,0.08061333,0.1190333
-37.45,0.08610666,0.09486666
-37.4,0.08577999,0.11718
-37.35,0.08071999,0.09475999
-37.3,0.08610666,0.09486666
-37.25,0.08071999,0.1163133
-37.2,0.08093332,0.09486666
-37.15,0.08631999,0.12132
-37.1,0.08126,0.09639332
-37.05,0.08663999,0.1237133
-37.0,0.08136666,0.09672
-36.95,0.08685999,0.1302467
-36.9,0.08663999,0.1322067
-36.85,0.08136666,0.10292
-36.8,0.08621333,0.1285
-36.75,0.08136666,0.09159999
-36.7,0.08631999,0.09584666
-36.65,0.08126,0.1295933
-36.6,0.08545999,0.10194
-36.55,0.07899333,0.1329667
-36.5,0.07878,0.1273067
-36.45,0.08448666,0.09268666
-36.4,0.07899333,0.1246933
-36.35,0.08577999,0.09247333
-36.3,0.08007333,0.1180533
-36.25,0.08567332,0.09235999
-36.2,0.086,0.09105333
-36.15,0.08050666,0.1262133
-36.1,0.08631999,0.12676
-36.05,0.08061333,0.09889333
-36.0,0.08588666,0.12404
-35.95,0.08061333,0.09595332
-35.9,0.08082666,0.09954666
-35.85,0.08588666,0.1280667
-35.8,0.08588666,0.1010733
-35.75,0.08007333,0.1276333
-35.7,0.08437999,0.1037933
-35.65,0.07910666,0.1291533
-35.6,0.07823999,0.1295933
-35.55,0.08416666,0.1062933
-35.5,0.08373333,0.1291533
-35.45,0.07878,0.09725999
-35.4,0.07888666,0.1215333
-35.35,0.08373333,0.09388666
-35.3,0.07910666,0.1163133
-35.25,0.08395333,0.09519333
-35.2,0.07931999,0.09541333
-35.15,0.08448666,0.1212067
-35.1,0.08427333,0.09682666
-35.05,0.07942666,0.1273067
-35.0,0.08437999,0.1022667
-34.95,0.07931999,0.12894
-34.9,0.07910666,0.1071667
-34.85,0.08470666,0.12948
-34.8,0.08437999,0.1076
-34.75,0.07931999,0.1320933
-34.7,0.08395333,0.1330733
-34.65,0.07888666,0.1037933
-34.6,0.08362666,0.13166
-34.55,0.07856666,0.1016133
-34.5,0.07845999,0.1301333
-34.45,0.08341333,0.09780666
-34.4,0.08362666,0.1291533
-34.35,0.07878,0.09584666
-34.3,0.08362666,0.12894
-34.25,0.07856666,0.09551999
-34.2,0.07888666,0.1263267
-34.15,0.08405999,0.09453999
-34.1,0.07931999,0.1229533
-34.05,0.08437999,0.09345333
-34.0,0.07996666,0.1209933
-33.95,0.08502666,0.09170666
-33.9,0.08039333,0.09323332
-33.849999999999994,0.08567332,0.1231667
-33.8,0.08610666,0.09214666
-33.75,0.08061333,0.12556
-33.7,0.08502666,0.09486666
-33.65,0.07974666,0.1253467
-33.599999999999994,0.08437999,0.09921999
-33.55,0.07931999,0.1268667
-33.5,0.08405999,0.12894
-33.45,0.07856666,0.1025933
-33.4,0.08362666,0.1049867
-33.349999999999994,0.07845999,0.1288267
-33.3,0.07845999,0.1071667
-33.25,0.08384,0.1330733
-33.2,0.08395333,0.1335067
-33.15,0.07845999,0.09769332
-33.099999999999994,0.08297999,0.1302467
-33.05,0.07737999,0.08648666
-33.0,0.07683999,0.09453999
-32.95,0.08255333,0.1450467
-32.9,0.08244,0.1499467
-32.849999999999994,0.07425333,0.1014
-32.8,0.07501332,0.09562666
-32.75,0.08126,0.1377533
-32.7,0.07662666,0.1418933
-32.65,0.08750666,0.10118
-32.599999999999994,0.0874,0.1338333
-32.55,0.07974666,0.1016133
-32.5,0.08061333,0.1297
-32.45,0.08761333,0.09672
-32.4,0.08071999,0.12034
-32.349999999999994,0.0874,0.09345333
-32.3,0.08675332,0.09345333
-32.25,0.08071999,0.11892
-32.2,0.08653333,0.1217533
-32.15,0.07942666,0.09410666
-32.099999999999994,0.07899333,0.12284
-32.05,0.08523999,0.09627999
-32.0,0.07996666,0.09464666
-31.95,0.08577999,0.12774
-31.9,0.08093332,0.1327467
-31.849999999999998,0.08653333,0.09672
-31.8,0.08621333,0.09911332
-31.75,0.07996666,0.1320933
-31.7,0.07953333,0.1030333
-31.65,0.08470666,0.13318
-31.599999999999998,0.08502666,0.13264
-31.55,0.07931999,0.1083667
-31.5,0.08448666,0.13046
-31.45,0.07899333,0.1052067
-31.4,0.07834666,0.1273067
-31.349999999999998,0.08416666,0.09791332
-31.3,0.08362666,0.1195733
-31.25,0.07834666,0.09541333
-31.2,0.07823999,0.1163133
-31.15,0.08384,0.09464666
