Time (s),Voltage (V),Frequency (Hz),Magnitude (dB)
-1.75,0.14696,0.0,41.89236121161956
-1.748,0.1452333,0.0,41.89236121161956
-1.746,0.1077533,0.0,41.89236121161956
-1.744,0.10786,0.0,41.89236121161956
-1.742,0.14588,0.0,41.89236121161956
-1.74,0.1462067,0.0,41.89236121161956
-1.738,0.1132467,0.0,41.89236121161956
-1.736,0.11734,0.0,41.89236121161956
-1.734,0.1076467,0.0,41.89236121161956
-1.732,0.1077533,0.0,41.89236121161956
-1.73,0.1452333,0.0,41.89236121161956
-1.728,0.1434067,0.0,41.89236121161956
-1.726,0.10786,0.0,41.89236121161956
-1.724,0.1077533,0.0,41.89236121161956
-1.722,0.1434067,0.0,41.89236121161956
-1.72,0.14728,0.0,41.89236121161956
-1.718,0.1130333,0.0,41.89236121161956
-1.716,0.11702,0.0,41.89236121161956
-1.714,0.10786,0.0,41.89236121161956
-1.712,0.1084,0.0,41.89236121161956
-1.71,0.1463133,0.0,41.89236121161956
-1.708,0.1447,0.0,41.89236121161956
-1.706,0.10808,0.0,41.89236121161956
-1.704,0.1079667,0.0,41.89236121161956
