Time (s),Voltage (V)
0.0,0.4037333
1e-05,0.402
2e-05,0.4018133
3.0000000000000004e-05,0.4065866
4e-05,0.4032
5e-05,0.40824
6.000000000000001e-05,0.4046133
7.000000000000001e-05,0.4087733
8e-05,0.40544
9e-05,0.4096
0.0001,0.4052
0.00011,0.4095466
0.00012000000000000002,0.40944
0.00013000000000000002,0.4053866
0.00014000000000000001,0.4083733
0.00015000000000000001,0.4034933
0.00016,0.4032
0.00017,0.4076
0.00018,0.40272
0.00019,0.4066933
0.0002,0.4065066
0.00021,0.4024266
0.00022,0.40176
0.00023,0.4064533
0.00024000000000000003,0.4030666
0.00025,0.4081333
0.00026000000000000003,0.40456
0.00027,0.4090133
0.00028000000000000003,0.4050933
0.00029,0.4095466
0.00030000000000000003,0.4096
0.00031,0.40552
0.00032,0.4096
0.00033000000000000005,0.4051466
0.00034,0.4083733
0.00035000000000000005,0.4037333
0.00036,0.4072267
0.00037000000000000005,0.4027733
0.00038,0.4025866
0.00039000000000000005,0.4065066
0.0004,0.4062933
0.00041000000000000005,0.4019466
0.00042,0.40224
0.00043000000000000004,0.4069333
0.00044,0.4032
0.00045000000000000004,0.4080533
0.00046,0.4046666
0.00047000000000000004,0.4088266
0.00048000000000000007,0.4052
0.0004900000000000001,0.40936
0.0005,0.4096
0.00051,0.40568
0.0005200000000000001,0.4094933
0.0005300000000000001,0.4051466
0.00054,0.40848
0.00055,0.40344
0.0005600000000000001,0.4072267
0.0005700000000000001,0.4032533
0.00058,0.4067466
0.00059,0.40248
0.0006000000000000001,0.4059733
0.0006100000000000001,0.4017066
0.00062,0.4019466
0.00063,0.4065066
0.00064,0.40296
0.0006500000000000001,0.4078133
0.0006600000000000001,0.4043733
0.00067,0.40896
0.00068,0.40544
0.0006900000000000001,0.4099733
0.0007000000000000001,0.4097333
0.00071,0.40552
0.00072,0.4092
0.0007300000000000001,0.4046666
0.0007400000000000001,0.40824
0.00075,0.4034933
0.00076,0.40728
0.0007700000000000001,0.4032
0.0007800000000000001,0.4021866
0.00079,0.4065066
0.0008,0.4059733
0.0008100000000000001,0.4018133
0.0008200000000000001,0.4020533
0.0008300000000000001,0.40664
0.00084,0.40312
0.0008500000000000001,0.4080533
0.0008600000000000001,0.4043733
0.0008700000000000001,0.40896
0.00088,0.40528
0.0008900000000000001,0.40936
0.0009000000000000001,0.40936
0.0009100000000000001,0.4055733
0.00092,0.4050933
0.00093,0.4095466
0.0009400000000000001,0.4083733
0.0009500000000000001,0.4033066
0.0009600000000000001,0.4070666
0.00097,0.40272
0.0009800000000000002,0.4067466
0.00099,0.4023466
0.001,0.4065866
0.00101,0.4021866
0.00102,0.4019466
0.00103,0.4062933
0.0010400000000000001,0.40296
0.0010500000000000002,0.4080533
0.0010600000000000002,0.4044266
0.00107,0.4088266
0.00108,0.4053866
0.00109,0.40968
0.0011,0.4096
0.00111,0.4056266
0.0011200000000000001,0.4092533
0.0011300000000000001,0.40504
0.0011400000000000002,0.4083733
0.0011500000000000002,0.40344
0.00116,0.4071733
0.00117,0.40296
0.00118,0.4064533
0.00119,0.40248
0.0012000000000000001,0.4062933
0.0012100000000000001,0.4021866
0.0012200000000000002,0.4014666
0.0012300000000000002,0.4064533
0.00124,0.4032533
0.00125,0.4081866
0.00126,0.4043733
0.00127,0.4090666
0.00128,0.40528
0.0012900000000000001,0.4097333
0.0013000000000000002,0.4056266
0.0013100000000000002,0.4097333
0.0013200000000000002,0.40944
0.00133,0.4048533
0.00134,0.4085867
0.00135,0.4036533
0.00136,0.4032533
0.0013700000000000001,0.40728
0.0013800000000000002,0.4067466
0.0013900000000000002,0.40272
0.0014000000000000002,0.4067466
0.00141,0.40224
0.00142,0.402
0.00143,0.40664
0.00144,0.40344
0.0014500000000000001,0.4081333
0.0014600000000000001,0.4047467
0.0014700000000000002,0.4090666
0.0014800000000000002,0.4094933
0.0014900000000000002,0.4055733
0.0015,0.4055733
0.00151,0.40968
0.00152,0.4096
0.0015300000000000001,0.4050933
0.0015400000000000001,0.4085867
0.0015500000000000002,0.4038933
0.0015600000000000002,0.4077066
0.0015700000000000002,0.4032
0.00158,0.40272
0.00159,0.4065066
0.0016,0.4021866
0.00161,0.4064533
0.0016200000000000001,0.4019466
0.0016300000000000002,0.4066933
0.0016400000000000002,0.40344
0.0016500000000000002,0.40824
0.0016600000000000002,0.4046666
0.00167,0.4091466
0.00168,0.4096
0.00169,0.4055733
0.0017000000000000001,0.4096
0.0017100000000000001,0.40568
0.0017200000000000002,0.40944
0.0017300000000000002,0.4043733
0.0017400000000000002,0.4085867
0.00175,0.4038933
0.00176,0.4076533
0.00177,0.4030666
0.0017800000000000001,0.4068266
0.0017900000000000001,0.4024266
0.0018000000000000002,0.4061067
0.0018100000000000002,0.402
0.0018200000000000002,0.4021866
0.0018300000000000002,0.4065866
0.00184,0.40312
0.00185,0.4082933
0.00186,0.4048
0.0018700000000000001,0.4090133
0.0018800000000000002,0.40528
0.0018900000000000002,0.40944
0.0019000000000000002,0.4057333
0.0019100000000000002,0.4095466
0.0019200000000000003,0.40944
0.00193,0.4053333
0.00194,0.4086666
0.0019500000000000001,0.4034933
0.0019600000000000004,0.4076533
0.00197,0.4032533
0.00198,0.40664
0.00199,0.4022933
0.002,0.4064533
0.00201,0.4019466
0.00202,0.4019466
0.00203,0.4065866
0.00204,0.4032
0.00205,0.4081333
0.00206,0.4043733
0.0020700000000000002,0.4091466
0.0020800000000000003,0.4053333
0.0020900000000000003,0.4094933
0.0021000000000000003,0.40968
0.0021100000000000003,0.4053866
0.0021200000000000004,0.4094933
0.0021300000000000004,0.4051466
0.00214,0.4085867
0.00215,0.4037866
0.00216,0.4076533
0.00217,0.4032
0.00218,0.4065866
0.00219,0.4026666
0.0022,0.4063466
0.00221,0.4019466
0.00222,0.4023466
0.00223,0.4064533
0.0022400000000000002,0.4032533
0.0022500000000000003,0.40848
0.0022600000000000003,0.4048
0.0022700000000000003,0.4093066
0.0022800000000000003,0.40968
0.0022900000000000004,0.4051466
0.0023000000000000004,0.4056266
0.00231,0.4095466
0.00232,0.4097866
0.00233,0.40528
0.00234,0.4085867
0.00235,0.4038933
0.00236,0.40736
0.00237,0.40296
0.00238,0.4068266
0.00239,0.4025333
0.0024000000000000002,0.4064
0.0024100000000000002,0.4023466
0.0024200000000000003,0.4024266
0.0024300000000000003,0.4066933
0.0024400000000000003,0.4030133
0.0024500000000000004,0.4082933
0.0024600000000000004,0.4046133
0.0024700000000000004,0.4091466
0.00248,0.4056266
0.00249,0.4095466
0.0025,0.40568
0.00251,0.4100266
0.00252,0.40968
0.00253,0.40528
0.00254,0.4089066
0.00255,0.4035466
0.00256,0.4076
0.0025700000000000002,0.4032533
0.0025800000000000003,0.4071733
0.0025900000000000003,0.40248
0.0026000000000000003,0.4064
0.0026100000000000003,0.402
0.0026200000000000004,0.40224
0.0026300000000000004,0.40664
0.0026400000000000004,0.40312
0.00265,0.40824
0.00266,0.4046666
0.00267,0.4090133
0.00268,0.4094933
0.00269,0.4055733
0.0027,0.4057333
0.00271,0.4095466
0.00272,0.4097333
0.0027300000000000002,0.4046133
0.0027400000000000002,0.4084266
0.0027500000000000003,0.4039733
0.0027600000000000003,0.4078933
0.0027700000000000003,0.4032533
0.0027800000000000004,0.4068266
0.0027900000000000004,0.4027733
0.0028000000000000004,0.40664
0.0028100000000000004,0.4022933
0.00282,0.40224
0.00283,0.4068266
0.00284,0.40312
0.00285,0.4084266
0.00286,0.4047467
0.00287,0.4089066
0.00288,0.4058667
0.00289,0.4097866
0.0029000000000000002,0.4058133
0.0029100000000000003,0.4097333
0.0029200000000000003,0.4095466
0.0029300000000000003,0.4050933
0.0029400000000000003,0.40896
0.0029500000000000004,0.4035466
0.0029600000000000004,0.4078133
0.0029700000000000004,0.4034933
0.0029800000000000004,0.4027733
0.00299,0.4069866
0.003,0.4069866
0.00301,0.4025866
0.00302,0.4023466
0.00303,0.4066933
0.00304,0.4033066
0.00305,0.4085333
0.0030600000000000002,0.4049066
0.0030700000000000002,0.4090666
0.0030800000000000003,0.4058667
0.0030900000000000003,0.41008
0.0031000000000000003,0.41008
0.0031100000000000004,0.4058133
0.0031200000000000004,0.4098933
0.0031300000000000004,0.4052
0.0031400000000000004,0.4090666
0.0031500000000000005,0.4040266
0.00316,0.4078133
0.00317,0.4034933
0.00318,0.4030133
0.00319,0.40728
0.0032,0.4067466
0.00321,0.4025866
0.00322,0.40272
0.0032300000000000002,0.40688
0.0032400000000000003,0.40296
0.0032500000000000003,0.4084266
0.0032600000000000003,0.40456
0.0032700000000000003,0.40936
0.0032800000000000004,0.40552
0.0032900000000000004,0.4099733
0.0033000000000000004,0.4060533
0.0033100000000000004,0.4099733
0.0033200000000000005,0.4102133
0.00333,0.40568
0.00334,0.4093066
0.00335,0.4038933
0.00336,0.4037333
0.00337,0.4079466
0.00338,0.4074667
0.0033900000000000002,0.4033066
0.0034000000000000002,0.4066933
0.0034100000000000003,0.4027733
0.0034200000000000003,0.4027733
0.0034300000000000003,0.4071733
0.0034400000000000003,0.4037333
0.0034500000000000004,0.4085333
0.0034600000000000004,0.4053333
0.0034700000000000004,0.4096
0.0034800000000000005,0.4060533
0.0034900000000000005,0.4102666
0.0035,0.40616
0.00351,0.4102133
0.00352,0.4102666
0.00353,0.40568
0.00354,0.40896
0.00355,0.4044266
0.0035600000000000002,0.40776
0.0035700000000000003,0.4036
0.0035800000000000003,0.4074133
0.0035900000000000003,0.4030666
0.0036000000000000003,0.40664
0.0036100000000000004,0.4026666
0.0036200000000000004,0.4024266
0.0036300000000000004,0.4069866
0.0036400000000000004,0.4035466
0.0036500000000000005,0.4087733
0.0036600000000000005,0.40528
0.00367,0.4094933
0.00368,0.4058133
0.00369,0.4099733
0.0037,0.4062133
0.00371,0.41008
0.00372,0.41008
0.0037300000000000002,0.4058667
0.0037400000000000003,0.40936
0.0037500000000000003,0.40432
0.0037600000000000003,0.408
0.0037700000000000003,0.4038933
