Time (s),CH2 Voltage (V),CH3 Voltage (V)
-200.0,0.1245533,0.06438667
-199.8,0.1347867,0.1039
-199.6,0.1295133,0.04403333
-199.4,0.1368333,0.1237133
-199.2,0.1367267,0.12426
-199.0,0.13134,0.04958
-198.8,0.1354333,0.04164
-198.6,0.1309133,0.1223
-198.4,0.1336067,0.04228666
-198.2,0.1277867,0.1165267
-198.0,0.13048,0.1185933
-197.8,0.12542,0.04098666
-197.6,0.128,0.09541333
-197.4,0.12294,0.03858666
-197.2,0.1259533,0.04098666
-197.0,0.1222933,0.10804
-196.8,0.1222933,0.04403333
-196.6,0.12542,0.1217533
-196.4,0.1231533,0.1237133
-196.2,0.1264933,0.04228666
-196.0,0.1241267,0.08800666
-195.8,0.128,0.0424
-195.6,0.12542,0.04316
-195.4,0.1298333,0.1200133
-195.2,0.1274667,0.1016133
-195.0,0.1311267,0.04392
-194.8,0.1286467,0.04424666
-194.6,0.1323133,0.09846
-194.4,0.1297267,0.04620666
-194.2,0.13468,0.1202267
-194.0,0.12962,0.11522
-193.8,0.1359733,0.03880667
-193.6,0.1344667,0.03858666
-193.4,0.1281133,0.08877333
-193.2,0.1320933,0.03935333
-193.0,0.1269267,0.12088
-192.8,0.13048,0.06503999
-192.6,0.1266,0.1221867
-192.4,0.1278933,0.12186
-192.2,0.1347867,0.04479333
-192.0,0.1317733,0.04925333
-191.8,0.13716,0.1196867
-191.6,0.13716,0.0424
-191.4,0.13156,0.1219733
-191.2,0.1345733,0.1169667
-191.0,0.1311267,0.03848
-190.8,0.12994,0.11228
-190.6,0.1345733,0.04087333
-190.4,0.1317733,0.04653333
-190.2,0.13608,0.1205533
-190.0,0.1336067,0.04642667
-189.8,0.1378067,0.1169667
-189.6,0.1382333,0.1195733
-189.4,0.1350067,0.04653333
-189.2,0.13834,0.04424666
-189.0,0.13436,0.1237133
-188.8,0.13694,0.05818
-188.6,0.1325267,0.1319867
-188.4,0.1353267,0.1236067
-188.2,0.1316667,0.04969333
-188.0,0.1345733,0.1157667
-187.8,0.13102,0.04348666
-187.6,0.1344667,0.04338
-187.4,0.1303733,0.1179467
-187.2,0.1339267,0.1182733
-187.0,0.1298333,0.03858666
-186.8,0.12994,0.1103267
-186.6,0.1344667,0.0363
-186.4,0.1312333,0.04718666
-186.2,0.1351133,0.1212067
-186.0,0.13468,0.1175067
-185.8,0.1309133,0.04697333
-185.6,0.1334933,0.04534
-185.4,0.1292933,0.1000933
-185.2,0.1319867,0.04414
-185.0,0.1281133,0.1188133
-184.8,0.1283267,0.05568
-184.6,0.13188,0.1237133
-184.4,0.1275733,0.1262133
-184.2,0.1325267,0.07037333
-184.0,0.1269267,0.1224067
-183.8,0.1328467,0.04534
-183.6,0.13436,0.1204467
-183.4,0.1277867,0.04261333
-183.2,0.1283267,0.04392
-183.0,0.13608,0.1199
-182.8,0.1297267,0.07004666
-182.6,0.13662,0.1251267
-182.4,0.1358667,0.06689333
-182.2,0.1300467,0.1207733
-182.0,0.1354333,0.11816
-181.8,0.1283267,0.05709333
-181.6,0.12962,0.12186
-181.4,0.1356533,0.07386
-181.2,0.12994,0.1182733
-181.0,0.1368333,0.04359333
-180.8,0.13662,0.04544666
-180.6,0.1308067,0.1177267
-180.4,0.1364067,0.1190333
-180.2,0.1297267,0.03848
-180.0,0.13382,0.03848
-179.8,0.1281133,0.11272
-179.6,0.1333867,0.1123933
-179.4,0.1270333,0.04164
-179.2,0.1267133,0.04131333
-179.0,0.1323133,0.1145667
-178.8,0.1328467,0.06286
-178.6,0.12768,0.1159867
-178.4,0.1334933,0.07962666
-178.2,0.128,0.1129333
-178.0,0.13328,0.11424
-177.8,0.12854,0.04207333
-177.6,0.1334933,0.04174666
-177.4,0.128,0.1137
-177.2,0.1312333,0.06101333
-177.0,0.1259533,0.1150067
-176.8,0.12994,0.1170733
-176.6,0.1246667,0.04566666
-176.4,0.12488,0.1083667
-176.2,0.1289733,0.04076666
-176.0,0.1266,0.0412
-175.8,0.1328467,0.11544
-175.6,0.1300467,0.1163133
-175.4,0.1344667,0.04228666
-175.2,0.13576,0.1035733
-175.0,0.13102,0.04011333
-174.8,0.1361867,0.04066
-174.6,0.1297267,0.1137
-174.4,0.1354333,0.04468666
-174.2,0.1274667,0.11718
-174.0,0.1350067,0.1211
-173.8,0.12542,0.05796666
-173.6,0.1333867,0.1185933
-173.4,0.12542,0.04544666
-173.2,0.1320933,0.04675333
-173.0,0.1231533,0.1227333
-172.8,0.12294,0.1082533
-172.6,0.13016,0.04185333
-172.4,0.1241267,0.04479333
-172.2,0.13188,0.1170733
-172.0,0.12542,0.11936
-171.8,0.1322067,0.05915999
-171.6,0.1259533,0.04348666
-171.4,0.1340333,0.1196867
-171.2,0.12628,0.11914
-171.0,0.1334933,0.05056
-170.8,0.1344667,0.04838666
-170.6,0.128,0.1190333
-170.4,0.1325267,0.1248
-170.2,0.12854,0.05012666
-170.0,0.1306933,0.1199
-169.8,0.1249867,0.04403333
-169.6,0.1277867,0.1169667
-169.4,0.1233733,0.04588
-169.2,0.1297267,0.04207333
-169.0,0.1231533,0.1212067
-168.8,0.1245533,0.1207733
-168.6,0.1308067,0.04632
-168.4,0.1264933,0.04283333
-168.2,0.1330667,0.09899999
-168.0,0.1333867,0.12088
-167.8,0.12736,0.04305333
-167.6,0.1303733,0.04403333
-167.4,0.12294,0.11914
-167.2,0.1216467,0.06732666
-167.0,0.12822,0.11914
-166.8,0.1232667,0.11838
-166.6,0.1336067,0.07581999
-166.4,0.1281133,0.1211
-166.2,0.1351133,0.07211333
-166.0,0.12994,0.1207733
-165.8,0.13662,0.04838666
-165.6,0.13134,0.1195733
-165.4,0.1359733,0.04228666
-165.2,0.1326333,0.04131333
-165.0,0.13716,0.1151133
-164.8,0.1368333,0.07494666
-164.6,0.1322067,0.1194667
-164.4,0.1326333,0.06852666
-164.2,0.13576,0.12208
-164.0,0.1362933,0.05513333
-163.8,0.1331733,0.1224067
-163.6,0.1361867,0.1178333
-163.4,0.1316667,0.03956666
-163.2,0.1354333,0.03968
-163.0,0.13156,0.07766666
-162.8,0.13468,0.03739333
-162.6,0.13102,0.1188133
-162.4,0.1337133,0.04664666
-162.2,0.1302667,0.1206667
-162.0,0.1337133,0.1141333
