Time (s),CH2 Voltage (V),CH3 Voltage (V)
-2.0,0.06649999,0.1844533
-1.998,0.06833333,0.20176
-1.996,0.06338,0.1993667
-1.994,0.06854666,0.16312
-1.992,0.06348667,0.1674733
-1.99,0.06822667,0.2004533
-1.988,0.06338,0.2021933
-1.986,0.06789999,0.17324
-1.984,0.06315999,0.1994733
-1.982,0.06800666,0.1688867
-1.98,0.06348667,0.1701933
-1.978,0.06812,0.20176
-1.976,0.0637,0.1975133
-1.974,0.06812,0.16584
-1.972,0.06800666,0.16704
-1.97,0.06348667,0.1957733
-1.968,0.06800666,0.16932
-1.966,0.06315999,0.1993667
-1.964,0.06327333,0.2015467
-1.962,0.06822667,0.1595267
-1.96,0.06348667,0.1557133
-1.958,0.06800666,0.19784
-1.956,0.06348667,0.20024
-1.954,0.06800666,0.1610467
-1.952,0.06338,0.1559333
-1.95,0.06812,0.1975133
-1.948,0.06327333,0.2001266
-1.946,0.06812,0.16736
-1.944,0.06315999,0.15604
-1.942,0.06812,0.1903333
-1.94,0.06338,0.1925067
-1.938,0.06800666,0.16072
-1.936,0.06338,0.1590933
-1.934,0.06822667,0.1955533
-1.932,0.06833333,0.1939266
-1.93,0.06348667,0.16018
-1.928,0.06812,0.16072
-1.926,0.06338,0.1928333
-1.924,0.06789999,0.18924
-1.922,0.06315999,0.1512533
-1.92,0.06338,0.1519067
-1.918,0.06789999,0.1973
-1.916,0.06327333,0.1924
-1.914,0.06800666,0.15604
-1.912,0.06327333,0.15452
-1.91,0.06833333,0.1856533
-1.908,0.06315999,0.1873933
-1.906,0.06800666,0.1556067
-1.904,0.06779333,0.1872867
-1.902,0.06305333,0.1566933
-1.9,0.06779333,0.1547333
-1.898,0.06315999,0.1908733
-1.896,0.06294666,0.1895667
-1.894,0.06822667,0.1548467
-1.892,0.06315999,0.1520133
-1.89,0.06812,0.18478
-1.888,0.06779333,0.1887
-1.886,0.06294666,0.1504933
-1.884,0.06294666,0.1492933
-1.882,0.06768666,0.18456
-1.88,0.06294666,0.16072
-1.8780000000000001,0.06768666,0.1957733
-1.876,0.06338,0.1852133
-1.874,0.06789999,0.1489667
-1.8719999999999999,0.06338,0.1514733
-1.87,0.06789999,0.18456
-1.8679999999999999,0.06812,0.1863067
-1.866,0.06315999,0.1516867
-1.8639999999999999,0.06315999,0.18304
-1.862,0.06779333,0.15278
-1.8599999999999999,0.06338,0.15038
-1.858,0.06800666,0.1802067
-1.8559999999999999,0.06338,0.1824933
-1.854,0.06822667,0.1538666
-1.852,0.06812,0.1778133
-1.85,0.06348667,0.14744
-1.848,0.06800666,0.15256
-1.846,0.06327333,0.1866333
-1.844,0.06348667,0.1824933
-1.842,0.06822667,0.14886
-1.84,0.06822667,0.1500533
-1.838,0.06338,0.18696
-1.836,0.0637,0.1833667
-1.834,0.06844,0.1485333
-1.832,0.06359333,0.14842
-1.83,0.06833333,0.1817333
-1.828,0.06812,0.1826
-1.826,0.06338,0.1489667
-1.824,0.0637,0.1485333
-1.822,0.06833333,0.1767267
-1.82,0.06380666,0.1819467
-1.818,0.06854666,0.15136
-1.816,0.06338,0.1487467
-1.814,0.06876666,0.1756333
-1.812,0.06348667,0.14962
-1.81,0.06887333,0.17738
-1.808,0.06348667,0.1762867
-1.806,0.06833333,0.1492933
-1.804,0.0637,0.1772667
-1.802,0.06822667,0.1507066
-1.8,0.06844,0.1495133
-1.798,0.0637,0.18108
-1.796,0.06338,0.1792267
-1.794,0.06887333,0.1500533
-1.792,0.0637,0.14864
-1.79,0.06876666,0.1753066
-1.788,0.06833333,0.1797733
-1.786,0.06359333,0.14984
-1.784,0.06359333,0.1740067
-1.782,0.06844,0.14962
-1.78,0.06822667,0.1492933
-1.778,0.06348667,0.17738
-1.776,0.06348667,0.1745467
-1.774,0.06854666,0.14864
-1.772,0.06348667,0.17248
-1.77,0.06876666,0.1489667
-1.768,0.06822667,0.1492933
-1.766,0.0637,0.17814
-1.764,0.06833333,0.1757466
-1.762,0.06338,0.1499467
-1.76,0.06854666,0.1501667
-1.758,0.0637,0.1795533
-1.756,0.0637,0.1765067
-1.754,0.06876666,0.1495133
-1.752,0.06854666,0.1725866
-1.75,0.06380666,0.1490733
-1.748,0.06822667,0.1745467
-1.746,0.06348667,0.1495133
-1.744,0.06359333,0.1738933
-1.742,0.06854666,0.1497267
-1.74,0.06348667,0.1490733
-1.738,0.06822667,0.1746533
-1.736,0.06391333,0.17346
-1.734,0.06844,0.1492933
-1.732,0.06854666,0.1730267
-1.73,0.06380666,0.1479867
-1.728,0.06833333,0.1792267
-1.726,0.06348667,0.1497267
-1.724,0.06338,0.14962
-1.722,0.06822667,0.1750933
-1.72,0.06348667,0.14962
-1.718,0.06844,0.1745467
-1.716,0.0637,0.1733533
-1.714,0.06844,0.1485333
-1.712,0.06854666,0.1715
-1.71,0.0637,0.1485333
-1.708,0.06822667,0.1728067
-1.706,0.06338,0.1489667
-1.704,0.06315999,0.1492933
-1.702,0.06833333,0.1718267
-1.7,0.06348667,0.1506
-1.698,0.06822667,0.1721533
-1.696,0.06338,0.1716067
-1.694,0.06800666,0.1487467
-1.692,0.06348667,0.1700867
-1.69,0.06844,0.1490733
-1.688,0.06822667,0.1487467
-1.686,0.06315999,0.1730267
-1.684,0.06822667,0.14962
-1.682,0.06305333,0.1719333
-1.68,0.06315999,0.1494
-1.678,0.06800666,0.1741133
-1.676,0.06305333,0.1768333
-1.674,0.06812,0.1489667
-1.672,0.06294666,0.17226
-1.67,0.06800666,0.14766
-1.668,0.06800666,0.17346
-1.666,0.06283999,0.1487467
-1.664,0.06262666,0.1727
-1.662,0.06789999,0.1514733
-1.66,0.06294666,0.1487467
-1.658,0.06768666,0.17128
-1.656,0.06283999,0.17052
-1.654,0.06779333,0.1471133
-1.652,0.06283999,0.1698667
-1.65,0.06789999,0.14744
-1.6480000000000001,0.06789999,0.1708467
-1.646,0.06283999,0.1479867
-1.6440000000000001,0.06725333,0.14744
-1.642,0.06262666,0.17052
-1.6400000000000001,0.06273333,0.14864
-1.638,0.06747333,0.1710667
-1.6360000000000001,0.06273333,0.1471133
-1.634,0.06757999,0.1718267
-1.6320000000000001,0.06747333,0.17324
-1.63,0.06273333,0.1487467
-1.6280000000000001,0.06747333,0.1698667
-1.626,0.06273333,0.1473333
-1.624,0.06725333,0.1487467
-1.6219999999999999,0.06240666,0.17128
-1.62,0.06262666,0.1479867
-1.6179999999999999,0.06747333,0.1718267
-1.616,0.06251333,0.1708467
-1.6139999999999999,0.06768666,0.1475533
-1.612,0.06768666,0.1706267
-1.6099999999999999,0.06240666,0.1511467
