Time (s),no_pump,pump_1552.4385nm,no_pump,pump_1551nm,pump_1556nm
0.0009674999999999999,0.08407333,0.08654666,0.09192,0.08786666,0.09995999
0.000968,0.08404666,0.08656,0.09261999,0.08731332,0.1005267
0.0009685,0.0848,0.08721999,0.09190666,0.08785333,0.09993333
0.0009689999999999999,0.08478666,0.08653333,0.09192,0.08786666,0.1005533
0.0009695,0.08402,0.08716666,0.09263333,0.08721999,0.09985333
0.0009699999999999999,0.08485333,0.08719333,0.09260666,0.08782666,0.09998666
0.0009705,0.08400666,0.08653333,0.09186666,0.08719333,0.1005533
0.000971,0.08481333,0.08650666,0.09257999,0.08781333,0.10054
0.0009714999999999999,0.08408666,0.08720666,0.09187999,0.08721999,0.09997333
0.000972,0.08478666,0.08653333,0.09264666,0.08786666,0.09997333
0.0009725,0.08405999,0.08715333,0.09187999,0.08728666,0.10058
0.0009729999999999999,0.08478666,0.08719333,0.09263333,0.08781333,0.1005933
0.0009735,0.08405999,0.08651999,0.09181333,0.08724666,0.09991999
0.0009739999999999999,0.08478666,0.08653333,0.09181333,0.08728666,0.1005667
0.0009745,0.08409999,0.08718,0.09267332,0.08792,0.1000267
0.000975,0.08482666,0.08651999,0.09260666,0.08783999,0.09998666
0.0009754999999999999,0.08405999,0.08713999,0.09183999,0.08725999,0.10058
0.000976,0.08407333,0.08653333,0.09254,0.08725999,0.1000267
0.0009764999999999999,0.08481333,0.08713999,0.09181333,0.08783999,0.10058
0.000977,0.08482666,0.08712666,0.09181333,0.08785333,0.1005667
0.0009774999999999999,0.08404666,0.08647999,0.09259333,0.08724666,0.1000133
0.000978,0.0848,0.08712666,0.09254,0.08777333,0.1000133
0.0009785,0.08409999,0.08644,0.09185333,0.08724666,0.10058
0.000979,0.08407333,0.08646666,0.09257999,0.0878,0.10058
0.0009795,0.0848,0.08715333,0.09182666,0.08718,0.09997333
0.00098,0.08408666,0.08649333,0.09255332,0.08773333,0.09998666
0.0009805,0.08481333,0.08719333,0.0918,0.08721999,0.10062
0.0009809999999999999,0.08411333,0.08649333,0.09185333,0.08775999,0.1006333
0.0009815,0.08481333,0.08713999,0.09254,0.08718,0.09997333
0.000982,0.08408666,0.08650666,0.09252666,0.08718,0.10004
0.0009824999999999999,0.08482666,0.08711333,0.09181333,0.08777333,0.1006467
0.000983,0.08487999,0.08712666,0.09255332,0.08774666,0.1006067
0.0009835,0.08408666,0.08649333,0.09171999,0.08718,0.1000267
0.0009839999999999998,0.08487999,0.08650666,0.09247333,0.08782666,0.10066
0.0009845,0.08403333,0.08712666,0.09182666,0.08720666,0.09995999
0.000985,0.08411333,0.08647999,0.09248666,0.08718,0.09998666
0.0009855,0.08489333,0.08715333,0.09173333,0.08777333,0.1006333
0.000986,0.08415332,0.08641332,0.09256666,0.08723333,0.10066
0.0009865,0.08485333,0.08715333,0.09175999,0.08775999,0.09997333
0.000987,0.08416666,0.08644,0.09177332,0.08719333,0.10054
0.0009874999999999999,0.08485333,0.08715333,0.09248666,0.08774666,0.09997333
0.000988,0.08485333,0.08718,0.09248666,0.08777333,0.1005133
0.0009885,0.08415332,0.08645333,0.09175999,0.08721999,0.09995999
0.0009889999999999999,0.08489333,0.08711333,0.0918,0.08720666,0.1006067
0.0009895,0.08415332,0.08641332,0.09245999,0.08777333,0.09994666
0.00099,0.08487999,0.08709999,0.09171999,0.08773333,0.09994666
0.0009905,0.08416666,0.08639999,0.09247333,0.08718,0.1005533
0.000991,0.08486666,0.08647999,0.09178666,0.08716666,0.1005133
0.0009915,0.08416666,0.08713999,0.09252666,0.08770666,0.09995999
0.000992,0.08490666,0.08646666,0.09177332,0.08708666,0.1005267
0.0009925,0.08418,0.08709999,0.09251333,0.08777333,0.09993333
0.000993,0.08416666,0.08718,0.09245999,0.08715333,0.1005133
0.0009935,0.08490666,0.08646666,0.0918,0.08771999,0.09986666
0.0009939999999999999,0.08492,0.08707333,0.09177332,0.08712666,0.1005267
0.0009945,0.08418,0.08644,0.09248666,0.08770666,0.09990666
0.000995,0.08486666,0.08713999,0.09245999,0.08768,0.1005
0.0009954999999999999,0.08418,0.08642666,0.09171999,0.08712666,0.09991999
0.000996,0.08412666,0.08646666,0.09245999,0.08703332,0.09991999
0.0009965,0.08498666,0.08711333,0.09177332,0.08769333,0.1005
0.000997,0.08495999,0.08708666,0.09174666,0.08709999,0.1004533
0.0009975,0.08421999,0.08639999,0.09245999,0.08768,0.09985333
0.000998,0.08493333,0.08644,0.09175999,0.08766666,0.10044
0.0009985,0.08418,0.08708666,0.09248666,0.08711333,0.09982666
0.0009989999999999999,0.08419333,0.08642666,0.09249999,0.08766666,0.1004867
0.0009995,0.08474666,0.08681999,0.09195999,0.08727333,0.10016
0.001,0.08514666,0.08713999,0.09218666,0.09071999,0.1002133
0.0010004999999999999,0.08545999,0.08743999,0.09166666,0.09042666,0.10082
0.001001,0.08464,0.08680666,0.09165332,0.09041332,0.10082
0.0010015,0.08538,0.08741333,0.09239332,0.09103332,0.1001067
0.0010019999999999999,0.08542,0.08738666,0.09166666,0.09105999,0.10012
0.0010025,0.08464,0.08678,0.09244666,0.09042666,0.1008467
0.001003,0.08540666,0.08676666,0.09165332,0.09042666,0.1008333
0.0010035,0.08467999,0.0874,0.09242,0.09105999,0.1001067
0.001004,0.08536666,0.08745333,0.09167999,0.09046666,0.10004
0.0010045,0.08462666,0.08683333,0.09245999,0.09109999,0.1008467
0.001005,0.08536666,0.08745333,0.09245999,0.09108666,0.1001333
0.0010054999999999999,0.08460666,0.08676666,0.09169333,0.09046666,0.10086
0.001006,0.08452666,0.08678,0.09167999,0.09111333,0.10016
0.0010065,0.08539332,0.0874,0.09247333,0.09046666,0.1008733
0.0010069999999999999,0.08536666,0.08745333,0.09167999,0.09047999,0.1001333
0.0010075,0.08460666,0.08678,0.09248666,0.09111333,0.1009
0.001008,0.08460666,0.08746666,0.09175999,0.0904,0.1002133
0.0010084999999999998,0.08538,0.08678,0.09249999,0.09107333,0.1009533
0.001009,0.08456666,0.08683333,0.09177332,0.09105999,0.1002
0.0010095,0.08540666,0.08754666,0.09256666,0.09042666,0.1009533
0.00101,0.08535333,0.08680666,0.09255332,0.0904,0.1001867
0.0010105,0.08451333,0.08741333,0.09181333,0.09107333,0.10102
0.001011,0.08453999,0.08743999,0.09181333,0.09037333,0.1002267
0.0010115,0.08536666,0.08673999,0.09256666,0.09102,0.1009933
0.0010119999999999999,0.08451333,0.08680666,0.0918,0.09043999,0.1002933
0.0010125,0.08531333,0.08747999,0.09256666,0.09102,0.1009933
0.001013,0.08535333,0.08684666,0.09185333,0.09105999,0.1011
0.0010134999999999999,0.08453999,0.08742666,0.09261999,0.0904,0.10024
0.001014,0.08451333,0.08745333,0.09261999,0.09103332,0.1002933
0.0010145,0.08533999,0.08683333,0.09181333,0.09043999,0.10102
0.001015,0.08531333,0.08680666,0.09186666,0.09042666,0.10032
0.0010155,0.08448666,0.08746666,0.09261999,0.09107333,0.1010333
0.001016,0.08455332,0.08685999,0.09189333,0.09108666,0.10028
0.0010165,0.08527999,0.08743999,0.09261999,0.09042666,0.10106
0.001017,0.08456666,0.08746666,0.09189333,0.09049333,0.10106
0.0010175,0.08538,0.08681999,0.09263333,0.09105999,0.1002933
0.001018,0.08455332,0.08742666,0.09189333,0.09046666,0.1003467
0.0010184999999999999,0.08527999,0.08680666,0.09268666,0.09112666,0.1010733
0.001019,0.08448666,0.08743999,0.09190666,0.09112666,0.1010733
0.0010195,0.08529333,0.08668,0.09267332,0.09051999,0.10036
0.0010199999999999999,0.08526666,0.08745333,0.09268666,0.09041332,0.1003467
0.0010205,0.08444666,0.08681999,0.09187999,0.09112666,0.1010867
0.001021,0.08523999,0.08745333,0.09182666,0.09111333,0.1004
0.0010215,0.08451333,0.08684666,0.09272666,0.09043999,0.1011267
0.001022,0.08449999,0.08745333,0.09264666,0.09111333,0.1011867
0.0010225,0.08529333,0.08683333,0.09193332,0.09043999,0.1003733
0.001023,0.08527999,0.08741333,0.09192,0.09113999,0.10114
0.0010234999999999999,0.08449999,0.08681999,0.09265999,0.09047999,0.1004533
0.001024,0.08531333,0.08680666,0.09190666,0.09042666,0.1004133
0.0010245,0.08444666,0.08738666,0.0927,0.09112666,0.1012133
0.0010249999999999999,0.08529333,0.08680666,0.09194666,0.09109999,0.1004533
0.0010255,0.08451333,0.08746666,0.0927,0.09041332,0.1011867
0.001026,0.08525333,0.08680666,0.09276666,0.09107333,0.1012267
0.0010264999999999999,0.08443332,0.08745333,0.09190666,0.09045333,0.1005
0.001027,0.08523999,0.08741333,0.09271333,0.0904,0.10128
0.0010275,0.08446,0.08680666,0.09195999,0.09105999,0.1005267
0.001028,0.08447333,0.08746666,0.09195999,0.09115332,0.1004667
0.0010285,0.08525333,0.08681999,0.09272666,0.0904,0.1012533
0.001029,0.08527999,0.08679333,0.09197333,0.09104666,0.1005667
0.0010295,0.08440666,0.0874,0.09271333,0.09046666,0.10128
0.0010299999999999999,0.08447333,0.0874,0.09193332,0.09042666,0.1004533
0.0010305,0.08525333,0.08681999,0.0927,0.09107333,0.10132
0.001031,0.08517332,0.08741333,0.09267332,0.09050666,0.10054
0.0010314999999999999,0.08444666,0.08673999,0.09189333,0.09115332,0.10132
0.001032,0.08446,0.08678,0.09275333,0.09051999,0.1012933
0.0010325,0.08523999,0.08743999,0.09193332,0.09111333,0.1005667
0.0010329999999999998,0.08444666,0.08669999,0.09267332,0.09112666,0.1013467
0.0010335,0.08522666,0.0874,0.09185333,0.09047999,0.1005933
0.001034,0.08523999,0.08741333,0.09189333,0.09116666,0.1005667
0.0010345,0.08443332,0.08672666,0.09272666,0.09049333,0.1013467
0.001035,0.08523999,0.0874,0.09187999,0.09109999,0.1013467
0.0010355,0.08447333,0.08676666,0.09268666,0.09047999,0.10062
0.001036,0.08521333,0.08680666,0.09190666,0.09111333,0.1014
0.0010364999999999999,0.08436666,0.0874,0.09265999,0.09046666,0.1006467
0.001037,0.08523999,0.08678,0.09267332,0.09115332,0.1014
0.0010375,0.08442,0.08741333,0.09183999,0.09049333,0.1006333
0.0010379999999999999,0.08518666,0.0874,0.09267332,0.09051999,0.1014133
0.0010385,0.08437999,0.08676666,0.09192,0.09111333,0.10062
0.001039,0.08521333,0.08678,0.09185333,0.09113999,0.1007
0.0010395,0.08440666,0.08742666,0.09268666,0.09045333,0.1014267
0.00104,0.08515999,0.08680666,0.0927,0.09112666,0.10148
0.0010405,0.08433999,0.08738666,0.09189333,0.09046666,0.10066
0.001041,0.08521333,0.0874,0.09263333,0.09049333,0.1006467
0.0010414999999999999,0.08440666,0.08679333,0.09187999,0.09112666,0.10152
0.001042,0.08443332,0.08675332,0.09187999,0.09050666,0.1006733
0.0010425,0.08515999,0.08746666,0.09261999,0.09113999,0.10148
0.0010429999999999999,0.0852,0.08676666,0.09183999,0.09053332,0.1014533
0.0010435,0.08435333,0.08745333,0.09267332,0.09113999,0.1007533
0.001044,0.08440666,0.08675332,0.09264666,0.09119333,0.1007267
0.0010444999999999999,0.08523999,0.08742666,0.09178666,0.09056,0.1014667
0.001045,0.08440666,0.08678,0.09263333,0.09053332,0.10148
0.0010455,0.08517332,0.08743999,0.09182666,0.09121999,0.1007
0.001046,0.08435333,0.08738666,0.09181333,0.09056,0.10144
0.0010465,0.08521333,0.08668,0.09261999,0.09123333,0.1007533
0.001047,0.08440666,0.08747999,0.09256666,0.09059999,0.1007267
0.0010475,0.08527999,0.08675332,0.0918,0.09131332,0.10144
0.0010479999999999999,0.08442,0.08678,0.09257999,0.09121999,0.10074
0.0010485,0.08522666,0.08738666,0.09175999,0.09062666,0.1015333
0.001049,0.08444666,0.08683333,0.09255332,0.09128666,0.1006867
0.0010494999999999999,0.08521333,0.08741333,0.09177332,0.09062666,0.1014667
0.00105,0.08442,0.08681999,0.0918,0.09065333,0.1014533
0.0010505,0.0852,0.08738666,0.09252666,0.09127333,0.1006733
0.0010509999999999999,0.08521333,0.08679333,0.09256666,0.09063999,0.1007533
0.0010515,0.08442,0.08741333,0.0918,0.09121999,0.10148
0.001052,0.08522666,0.08675332,0.09248666,0.09120666,0.1007267
0.0010525,0.08443332,0.08743999,0.09177332,0.09062666,0.10148
0.001053,0.08521333,0.08678,0.09254,0.09121999,0.1008067
0.0010535,0.08443332,0.08745333,0.09171999,0.09058666,0.1015333
0.001054,0.08440666,0.08678,0.09251333,0.09119333,0.1015333
0.0010544999999999999,0.08513333,0.08741333,0.09171999,0.09058666,0.10082
0.001055,0.08439333,0.08680666,0.09248666,0.09056,0.1007667
0.0010555,0.08522666,0.08743999,0.09173333,0.09120666,0.1015467
0.0010559999999999999,0.08515999,0.08742666,0.09175999,0.09059999,0.1008067
0.0010565,0.08443332,0.08672666,0.09248666,0.09124666,0.1015333
0.001057,0.0852,0.08741333,0.09167999,0.09059999,0.10156
0.0010574999999999998,0.08437999,0.08673999,0.09248666,0.09121999,0.1007667
0.001058,0.08443332,0.08746666,0.09166666,0.09125999,0.10156
0.0010585,0.0852,0.08678,0.09247333,0.09062666,0.10082
0.001059,0.08437999,0.0874,0.09244666,0.09066666,0.1015333
0.0010595,0.08518666,0.08671333,0.09166666,0.09124666,0.1007533
0.00106,0.08431333,0.08736666,0.09243333,0.09128666,0.10152
0.0010605,0.08522666,0.08672666,0.09161333,0.09063999,0.1007933
0.0010609999999999999,0.08433999,0.08675332,0.09236666,0.09068,0.1007667
0.0010615,0.08523999,0.0874,0.09166666,0.09128666,0.1016
0.001062,0.08514666,0.08676666,0.09159999,0.09131332,0.1014933
0.0010624999999999999,0.08436666,0.08738666,0.09239332,0.09065333,0.1007533
0.001063,0.08439333,0.0874,0.09239332,0.09063999,0.1014667
0.0010635,0.08515999,0.08669999,0.09158666,0.09125999,0.10078
0.001064,0.08518666,0.08676666,0.09159999,0.09128666,0.1014933
0.0010645,0.08442,0.08735333,0.09236666,0.09068,0.1007267
0.001065,0.08439333,0.08666666,0.09232666,0.09128666,0.1014667
0.0010655,0.08521333,0.08736666,0.09157333,0.09054666,0.10078
0.0010659999999999999,0.08442,0.08736666,0.09158666,0.09065333,0.10074
0.0010665,0.08517332,0.08678,0.09233999,0.09124666,0.1015467
0.001067,0.0852,0.08671333,0.09229999,0.09121999,0.1007267
0.0010674999999999999,0.08439333,0.08736666,0.09154666,0.09061333,0.1014933
0.001068,0.08435333,0.08675332,0.09229999,0.09054666,0.10148
0.0010685,0.08518666,0.08738666,0.09155999,0.09118,0.1007
0.0010689999999999999,0.08517332,0.08676666,0.09232666,0.09119333,0.1007133
0.0010695,0.08436666,0.08734,0.09140666,0.09056,0.1015333
0.00107,0.08439333,0.08668,0.09152,0.09053332,0.1006733
0.0010705,0.08518666,0.08732666,0.09228666,0.09118,0.1014533
0.001071,0.08437999,0.08736666,0.09226,0.09119333,0.10144
0.0010715,0.08517332,0.08673999,0.09149999,0.09056,0.1007533
0.001072,0.08437999,0.08669999,0.09147333,0.09125999,0.1007
0.0010724999999999999,0.08513333,0.08734,0.09226,0.09050666,0.1014
0.001073,0.08518666,0.0873,0.09146,0.09059999,0.1014133
0.0010735,0.08439333,0.08671333,0.09227332,0.09128666,0.1006733
0.0010739999999999999,0.08437999,0.08734,0.09226,0.09059999,0.1013867
0.0010745,0.08513333,0.08662666,0.09140666,0.09127333,0.10066
0.001075,0.08436666,0.08732666,0.09140666,0.09125999,0.1013733
0.0010754999999999999,0.08510666,0.08665333,0.09217333,0.09058666,0.1006067
0.001076,0.08437999,0.08668,0.09141999,0.09123333,0.1013467
0.0010765,0.08515999,0.0873,0.09218666,0.09061333,0.10062
0.001077,0.08435333,0.0873,0.09214666,0.09057333,0.1006067
0.0010775,0.08514666,0.08663999,0.09137999,0.09125999,0.10136
0.001078,0.08507999,0.08728666,0.09217333,0.09125999,0.1013467
0.0010785,0.08432666,0.08662666,0.09140666,0.09059999,0.1006067
0.0010789999999999999,0.08509333,0.08725999,0.09217333,0.09062666,0.10058
0.0010795,0.08431333,0.08666666,0.09136666,0.09119333,0.1014133
0.00108,0.08517332,0.08728666,0.09139333,0.09056,0.10062
0.0010804999999999999,0.08437999,0.08661333,0.09215999,0.09119333,0.1013467
0.001081,0.08509333,0.08725999,0.09139333,0.09049333,0.1013467
0.0010815,0.0843,0.08665333,0.09217333,0.09112666,0.1005933
0.0010819999999999998,0.08514666,0.08661333,0.09137999,0.09121999,0.1012933
0.0010825,0.08428666,0.08724666,0.09213333,0.09056,0.10054
0.001083,0.08517332,0.08727333,0.09136666,0.09049333,0.10058
0.0010835,0.08435333,0.08658666,0.09210666,0.09115332,0.1012933
0.001084,0.08432666,0.08658666,0.09133999,0.09115332,0.10044
0.0010845,0.08514666,0.08723333,0.09211999,0.09054666,0.10128
0.001085,0.08435333,0.08721999,0.09211999,0.09053332,0.1005133
0.0010854999999999999,0.08510666,0.08662666,0.09135333,0.09113999,0.1012667
0.001086,0.08437999,0.08720666,0.09135333,0.09047999,0.1005133
0.0010865,0.08522666,0.08661333,0.09210666,0.09116666,0.1012133
0.0010869999999999999,0.08517332,0.08721999,0.09210666,0.09115332,0.1012133
0.0010875,0.08433999,0.08659999,0.0913,0.09050666,0.1004667
0.001088,0.08432666,0.08654666,0.09209333,0.09115332,0.1012667
0.0010885,0.08513333,0.08721999,0.09128666,0.09050666,0.1004533
0.001089,0.08437999,0.08658666,0.09203999,0.09054666,0.1011733
0.0010895,0.08513333,0.08719333,0.09131332,0.09112666,0.1004
0.00109,0.08509333,0.08656,0.09128666,0.09054666,0.10114
0.0010904999999999999,0.08432666,0.08718,0.09206666,0.09116666,0.1004267
0.001091,0.08522666,0.08715333,0.09203999,0.09116666,0.1004
0.0010915,0.08433999,0.08658666,0.09125999,0.09056,0.1010733
0.0010919999999999999,0.08511999,0.08654666,0.09208,0.09113999,0.10106
0.0010925,0.08433999,0.08718,0.09124666,0.09047999,0.1003333
0.001093,0.08511999,0.08718,0.09205332,0.09051999,0.1010867
0.0010934999999999999,0.08436666,0.08658666,0.09125999,0.09113999,0.1003333
0.001094,0.08432666,0.08719333,0.09202666,0.09109999,0.1011133
0.0010945,0.08510666,0.08654666,0.09127333,0.09047999,0.10032
0.001095,0.08435333,0.08720666,0.09121999,0.09107333,0.10024
0.0010955,0.08513333,0.08656,0.09206666,0.09046666,0.10106
0.001096,0.08436666,0.08713999,0.09210666,0.09045333,0.10024
0.0010965,0.08514666,0.08654666,0.09118,0.09108666,0.1010467
0.0010969999999999999,0.08432666,0.08659999,0.09124666,0.09112666,0.1010467
0.0010975,0.08511999,0.08720666,0.09205332,0.09045333,0.10028
0.001098,0.08525333,0.08718,0.09128666,0.09043999,0.10102
0.0010984999999999999,0.08433999,0.08654666,0.09210666,0.09107333,0.1002667
0.001099,0.08431333,0.08716666,0.09125999,0.09046666,0.10102
0.0010995,0.08514666,0.08658666,0.09203999,0.09104666,0.1002667
0.0010999999999999998,0.08437999,0.08658666,0.09124666,0.09041332,0.1009667
0.0011005,0.08515999,0.08718,0.09210666,0.09112666,0.10016
0.001101,0.08435333,0.08659999,0.09203999,0.09042666,0.1010067
0.0011015,0.08514666,0.08723333,0.09127333,0.09107333,0.1001867
0.001102,0.08515999,0.08719333,0.09198666,0.09108666,0.1008867
0.0011025,0.08444666,0.08657333,0.09127333,0.09043999,0.1001467
0.001103,0.08518666,0.08657333,0.09120666,0.09045333,0.1008867
0.0011034999999999999,0.08440666,0.08716666,0.09203999,0.09107333,0.10016
0.001104,0.08521333,0.08718,0.09197333,0.09104666,0.1008867
0.0011045,0.08431333,0.08653333,0.09120666,0.09038666,0.10012
0.0011049999999999999,0.08514666,0.08716666,0.09198666,0.09104666,0.10012
0.0011055,0.08440666,0.08650666,0.09112666,0.09042666,0.10086
0.001106,0.08522666,0.08716666,0.09194666,0.09115332,0.10082
0.0011064999999999998,0.08442,0.08658666,0.09115332,0.09043999,0.10004
0.001107,0.08518666,0.08713999,0.09202666,0.09038666,0.1000533
0.0011075,0.08440666,0.08653333,0.09115332,0.09100666,0.1008467
0.001108,0.08446,0.08656,0.09192,0.09100666,0.1000533
0.0011085,0.08523999,0.08716666,0.09115332,0.0904,0.1007933
0.001109,0.08521333,0.08716666,0.09118,0.09102,0.1007533
0.0011095,0.08443332,0.08654666,0.09197333,0.0904,0.1000667
0.0011099999999999999,0.08442,0.08721999,0.09116666,0.09100666,0.10008
0.0011105,0.08521333,0.08653333,0.09190666,0.09030666,0.1007667
0.001111,0.08518666,0.08654666,0.09193332,0.09097999,0.10004
0.0011114999999999999,0.08443332,0.08716666,0.09112666,0.09026666,0.1007533
0.001112,0.08446,0.08716666,0.09109999,0.09034666,0.10004
0.0011125,0.08525333,0.08656,0.09190666,0.09096666,0.1007533
0.001113,0.08447333,0.08657333,0.09192,0.09096666,0.1007533
0.0011135,0.08529333,0.08716666,0.09108666,0.09034666,0.09995999
0.001114,0.08442,0.08658666,0.09107333,0.09033333,0.10074
0.0011145,0.08523999,0.08718,0.09189333,0.09097999,0.09999999
0.0011149999999999999,0.08447333,0.08715333,0.09109999,0.09097999,0.1000133
0.0011155,0.08523999,0.08654666,0.09187999,0.09037333,0.1007
0.001116,0.08447333,0.08657333,0.09107333,0.09099333,0.1006867
0.0011164999999999999,0.08522666,0.08715333,0.09183999,0.09035999,0.09994666
0.001117,0.08444666,0.08657333,0.09111333,0.09097999,0.10066
0.0011175,0.08525333,0.08718,0.09183999,0.09035999,0.09990666
0.0011179999999999999,0.08448666,0.08654666,0.09181333,0.09033333,0.09987999
0.0011185,0.08529333,0.08716666,0.09104666,0.09093999,0.1006467
0.001119,0.08526666,0.08661333,0.09103332,0.09030666,0.1006333
0.0011195,0.08449999,0.08718,0.0918,0.09099333,0.09989332
0.00112,0.08525333,0.08653333,0.09103332,0.09091333,0.09982666
0.0011205,0.08449999,0.08715333,0.09185333,0.09030666,0.1006067
0.001121,0.08529333,0.08651999,0.09105999,0.09095333,0.1005933
0.0011214999999999999,0.08451333,0.08716666,0.09187999,0.09028,0.09989332
0.001122,0.08444666,0.08721999,0.09104666,0.09102,0.1005933
0.0011225,0.08525333,0.08651999,0.0918,0.09030666,0.09989332
0.0011229999999999999,0.08525333,0.08656,0.09100666,0.09087332,0.1006067
0.0011235,0.08443332,0.08719333,0.09182666,0.09030666,0.09985333
0.001124,0.08451333,0.08658666,0.09181333,0.09093999,0.1006067
0.0011244999999999998,0.08527999,0.08720666,0.09102,0.09031999,0.09985333
0.001125,0.08451333,0.08656,0.09104666,0.09100666,0.10054
0.0011255,0.08531333,0.08719333,0.09181333,0.09029333,0.09986666
0.001126,0.08532666,0.08719333,0.09182666,0.09088666,0.10058
0.0011265,0.08451333,0.08654666,0.09108666,0.09029333,0.09983999
0.001127,0.08535333,0.08720666,0.09100666,0.09093999,0.1005667
0.0011275,0.08451333,0.08659999,0.09182666,0.09023999,0.09983999
0.0011279999999999999,0.08533999,0.08718,0.09105999,0.09030666,0.10054
0.0011285,0.08458,0.08650666,0.09190666,0.09087332,0.09967332
0.001129,0.08451333,0.08653333,0.09181333,0.09088666,0.1004867
0.0011294999999999999,0.08532666,0.08719333,0.09102,0.09030666,0.0997
0.00113,0.08536666,0.08659999,0.09102,0.09091333,0.1004667
0.0011305,0.08446,0.08723333,0.09186666,0.09034666,0.09959333
0.0011309999999999998,0.08456666,0.08718,0.09103332,0.09104666,0.10044
0.0011315,0.08535333,0.08656,0.09178666,0.09028,0.09968666
0.001132,0.08455332,0.08720666,0.09178666,0.09026666,0.10044
0.0011325,0.08535333,0.08656,0.09102,0.09092666,0.09965999
0.001133,0.08451333,0.08658666,0.09186666,0.09091333,0.09967332
0.0011335,0.08532666,0.08719333,0.09100666,0.09028,0.1004
0.001134,0.08533999,0.08723333,0.09103332,0.09088666,0.1004667
0.0011344999999999999,0.08453999,0.08657333,0.0918,0.09030666,0.09961999
0.001135,0.08533999,0.08718,0.09104666,0.09092666,0.09957999
0.0011355,0.08453999,0.08657333,0.09185333,0.09028,0.1004267
0.0011359999999999999,0.08452666,0.08657333,0.09099333,0.09088666,0.1004133
0.0011365,0.08531333,0.08718,0.09181333,0.09026666,0.09968666
0.001137,0.08531333,0.08723333,0.09099333,0.0909,0.09968666
0.0011375,0.08456666,0.08656,0.09181333,0.09022666,0.10044
0.001138,0.08535333,0.08719333,0.09105999,0.09088666,0.09967332
0.0011385,0.08452666,0.08657333,0.09186666,0.09018666,0.10036
0.001139,0.08455332,0.08723333,0.09182666,0.09091333,0.09968666
0.0011394999999999999,0.08531333,0.08651999,0.09104666,0.09023999,0.1004133
0.00114,0.08451333,0.08654666,0.09183999,0.09023999,0.09965999
0.0011405,0.08535333,0.08718,0.09100666,0.09081332,0.1004
0.0011409999999999999,0.08531333,0.08715333,0.09182666,0.09095333,0.09963333
0.0011415,0.08439333,0.08642666,0.09107333,0.09019999,0.1003733
0.001142,0.08451333,0.08658666,0.09186666,0.09087332,0.09961999
0.0011424999999999999,0.08536666,0.08713999,0.09105999,0.09028,0.1003467
0.001143,0.08452666,0.08716666,0.09105999,0.09026666,0.10036
0.0011435,0.08531333,0.08647999,0.09185333,0.09085999,0.09956666
0.001144,0.08533999,0.0873,0.09104666,0.09029333,0.10032
0.0011445,0.08456666,0.08656,0.09189333,0.09087332,0.09956666
0.001145,0.08448666,0.08719333,0.09102,0.09088666,0.09955332
0.0011455,0.08531333,0.08656,0.09182666,0.09026666,0.10032
0.0011459999999999999,0.08532666,0.08718,0.09107333,0.09085999,0.09957999
0.0011465,0.08444666,0.08651999,0.09182666,0.09026666,0.10028
0.001147,0.08529333,0.08658666,0.09107333,0.09023999,0.09957999
0.0011474999999999999,0.08451333,0.08720666,0.09183999,0.09091333,0.1002933
0.001148,0.08526666,0.08723333,0.09109999,0.09083333,0.1002933
0.0011485,0.08453999,0.08659999,0.09190666,0.09018666,0.09951333
0.0011489999999999998,0.08526666,0.08720666,0.09112666,0.09083333,0.09956666
0.0011495,0.08452666,0.08657333,0.09192,0.09018666,0.10028
0.00115,0.08532666,0.08653333,0.09112666,0.09081332,0.09944666
0.0011505,0.08443332,0.08716666,0.09187999,0.09014666,0.10028
0.001151,0.08455332,0.08653333,0.09109999,0.09078666,0.09954
0.0011515,0.08531333,0.08719333,0.09190666,0.09017333,0.10032
0.001152,0.08536666,0.08721999,0.09115332,0.09078666,0.09954
0.0011524999999999999,0.08449999,0.08658666,0.09193332,0.09018666,0.10032
0.001153,0.08449999,0.08724666,0.09116666,0.09018666,0.1003333
0.0011535,0.08535333,0.08657333,0.09193332,0.09081332,0.09960666
0.0011539999999999999,0.08455332,0.08720666,0.09115332,0.09081332,0.1003333
0.0011545,0.08531333,0.08658666,0.09195999,0.09016,0.09952666
0.001155,0.08532666,0.08719333,0.09195999,0.09083333,0.1002933
0.0011554999999999998,0.08448666,0.08658666,0.09115332,0.09018666,0.09949999
0.001156,0.08538,0.08719333,0.09198666,0.09021333,0.10028
0.0011565,0.08452666,0.08654666,0.09119333,0.09083333,0.09957999
0.001157,0.08533999,0.08716666,0.09201333,0.09084666,0.1002933
0.0011575,0.08456666,0.08658666,0.09119333,0.09025332,0.09948666
0.001158,0.08451333,0.08719333,0.09123333,0.09083333,0.10028
0.0011585,0.08533999,0.08657333,0.09197333,0.09026666,0.09951333
0.0011589999999999999,0.08532666,0.08720666,0.09120666,0.09026666,0.09952666
0.0011595,0.08452666,0.08661333,0.09197333,0.09087332,0.10028
0.00116,0.08455332,0.08719333,0.09124666,0.09088666,0.1002533
0.0011604999999999999,0.08531333,0.08657333,0.09208,0.09026666,0.09952666
0.001161,0.08532666,0.08657333,0.09124666,0.09029333,0.09955332
0.0011615,0.08449999,0.08725999,0.09202666,0.09088666,0.10032
0.001162,0.08535333,0.08659999,0.09203999,0.09085999,0.09956666
