Time (s),Voltage (V)
0.0,0.78376
0.002,0.35304
0.004,0.8737866
0.006,0.3539733
0.008,0.3549333
0.01,0.8737866
0.012,0.8737866
0.014,0.3625333
0.016,0.8237066
0.018000000000000002,0.7366933
0.02,0.8051466
0.022,0.7281333
0.024,0.7276533
0.026000000000000002,0.8737866
0.028,0.8213333
0.03,0.7504799
0.032,0.7309866
0.034,0.8737866
0.036000000000000004,0.7362133
0.038,0.8208533
0.04,0.7262399
0.042,0.8626933
0.044,0.7247999
0.046,0.8151466
0.048,0.8256
0.05,0.7262399
0.052000000000000005,0.7775733
0.054,0.7305066
0.056,0.7856533
0.058,0.7238666
0.06,0.7276533
0.062,0.7980266
0.064,0.72672
0.066,0.8237066
0.068,0.8308266
0.07,0.7366933
0.07200000000000001,0.7243466
0.074,0.8737866
0.076,0.8737866
0.078,0.7229066
0.08,0.7286133
0.082,0.8664799
0.084,0.8737866
0.08600000000000001,0.7357333
0.088,0.8379466
0.09,0.7238666
0.092,0.7252799
0.094,0.8712266
0.096,0.7281333
0.098,0.8046933
0.1,0.7238666
0.10200000000000001,0.8560266
0.10400000000000001,0.7309866
0.106,0.7942133
0.108,0.7851999
0.11,0.7224266
0.112,0.7756799
0.114,0.7214933
0.116,0.7153066
0.11800000000000001,0.7528533
0.12,0.8322666
0.122,0.7324266
0.124,0.7162399
0.126,0.8308266
0.128,0.72672
0.13,0.8465066
0.132,0.7143466
0.134,0.8737866
0.136,0.8545866
0.138,0.7295733
0.14,0.7200533
0.14200000000000002,0.8674399
0.14400000000000002,0.8737866
0.146,0.7214933
0.148,0.8374933
0.15,0.7276533
0.152,0.8712266
0.154,0.7171999
0.156,0.7633066
0.158,0.7096
0.16,0.7153066
0.162,0.808
0.164,0.7595199
0.166,0.70912
0.168,0.7167199
0.17,0.7932799
0.17200000000000001,0.7134133
0.17400000000000002,0.8531733
0.176,0.8607733
0.178,0.7143466
0.18,0.8541332
0.182,0.7157866
0.184,0.8737866
0.186,0.7257599
0.188,0.7595199
0.19,0.8427199
0.192,0.8737866
0.194,0.71864
0.196,0.7153066
0.198,0.8593599
0.2,0.7057866
0.202,0.8737866
0.20400000000000001,0.8737866
0.20600000000000002,0.7119733
