Time (s),CH2 (V)
0.0,0.100903984
5e-06,0.10093518399999998
1e-05,0.100935738
1.5000000000000002e-05,0.10168211999999999
2e-05,0.10166826
2.5e-05,0.10273706
3.0000000000000004e-05,0.10272534
3.5000000000000004e-05,0.10383013999999999
4e-05,0.10393866
4.5e-05,0.10424668
5e-05,0.10422108
5.5e-05,0.10415682
6.000000000000001e-05,0.10412775999999999
6.500000000000001e-05,0.10341973
7.000000000000001e-05,0.10339545000000001
7.500000000000001e-05,0.102243724
8e-05,0.10222719
8.5e-05,0.10099598400000001
9e-05,0.10085919800000001
9.5e-05,0.10047679000000001
0.0001,0.100370918
0.000105,0.10056933000000001
0.00011,0.10052801
0.000115,0.101292252
0.00012000000000000002,0.10128905800000002
0.000125,0.10242798
0.00013000000000000002,0.10243413999999999
0.000135,0.10357974
0.00014000000000000001,0.10361574
0.000145,0.10395304000000001
0.00015000000000000001,0.10391865999999998
0.000155,0.103813872
0.00016,0.10380693199999999
0.00016500000000000003,0.10302454400000001
0.00017,0.10300505
0.00017500000000000003,0.10185440400000001
0.00018,0.10185013600000001
0.00018500000000000002,0.10059066400000001
0.00019,0.100473862
0.00019500000000000002,0.10004078400000001
0.0002,0.10007440999999999
0.00020500000000000002,0.100044522
0.00021,0.10003092200000001
0.00021500000000000002,0.10073359200000001
0.00022,0.10071840400000001
0.00022500000000000002,0.101840538
0.00023,0.10181413800000001
0.00023500000000000002,0.1029909
0.00024000000000000003,0.1031488
0.00024500000000000005,0.10353439999999998
0.00025,0.10351574
0.000255,0.10357893
0.00026000000000000003,0.103551204
0.00026500000000000004,0.10287412999999998
0.00027,0.10287626400000001
0.000275,0.101724268
0.00028000000000000003,0.101686392
0.00028500000000000004,0.10051147600000002
0.00029,0.10038931599999998
0.000295,0.10002747000000001
0.00030000000000000003,0.10010959
0.00030500000000000004,0.10012854199999999
0.00031,0.100249324
0.000315,0.10099973
0.00032,0.10101519600000002
0.00032500000000000004,0.1022376
0.00033000000000000005,0.10219465999999999
0.000335,0.10349734000000002
0.00034,0.10355842
0.00034500000000000004,0.10417252000000002
0.00035000000000000005,0.10412054
0.000355,0.10404345799999999
0.00036,0.10403014399999999
0.00036500000000000004,0.103261588
0.00037000000000000005,0.10324267000000001
0.000375,0.10212747
0.00038,0.10206532400000001
0.00038500000000000003,0.10089041000000001
0.00039000000000000005,0.10075040399999999
0.000395,0.10033811799999999
0.0004,0.10036987
0.00040500000000000003,0.100359996
0.00041000000000000005,0.100415742
0.00041500000000000006,0.10122293
0.00042,0.10123173599999999
0.00042500000000000003,0.10240508
0.00043000000000000004,0.10244186
0.00043500000000000006,0.10363654
0.00044,0.10377390000000002
0.00044500000000000003,0.10418905999999999
0.00045000000000000004,0.10419708000000001
0.00045500000000000006,0.10420319199999999
0.00046,0.10420133799999998
0.000465,0.103426142
0.00047000000000000004,0.10342851
0.00047500000000000005,0.10229947799999999
0.00048000000000000007,0.102197864
0.000485,0.10104052399999999
0.0004900000000000001,0.10087653599999999
0.000495,0.100453324
0.0005,0.10043333600000001
0.000505,0.100357316
0.00051,0.100379998
0.000515,0.101005316
0.0005200000000000001,0.101093876
0.0005250000000000001,0.10213573999999999
0.0005300000000000001,0.10216532
0.000535,0.10331626000000001
0.00054,0.10346426
0.000545,0.10387919999999999
0.00055,0.10384107999999999
0.000555,0.10391385
0.0005600000000000001,0.10391731600000001
0.0005650000000000001,0.10320160199999999
0.0005700000000000001,0.10318133
0.0005750000000000001,0.10202985
0.00058,0.10200694399999999
0.000585,0.10081893599999998
0.00059,0.10063199599999999
0.000595,0.10029626999999999
0.0006000000000000001,0.10032851599999999
0.0006050000000000001,0.10037146999999999
0.0006100000000000001,0.10035840200000001
0.0006150000000000001,0.101147468
0.00062,0.10115758999999999
0.000625,0.1022952
0.00063,0.10232186000000001
0.000635,0.10350134
0.00064,0.10359414
0.0006450000000000001,0.10398051999999999
0.0006500000000000001,0.10404240000000001
0.0006550000000000001,0.10399572399999998
0.0006600000000000001,0.103955204
0.000665,0.103220528
0.00067,0.10319545
0.000675,0.10208186999999999
0.00068,0.10198319599999998
0.0006850000000000001,0.10086212400000001
0.0006900000000000001,0.10067599199999999
0.0006950000000000001,0.100302122
0.0007000000000000001,0.10031172400000002
0.000705,0.100353336
0.00071,0.100411722
0.000715,0.10120985600000001
0.00072,0.10117707000000001
0.0007250000000000001,0.1024432
0.0007300000000000001,0.1024624
0.0007350000000000001,0.10364852
0.0007400000000000001,0.10386451999999999
0.0007450000000000001,0.10424401999999999
0.00075,0.10426614000000001
0.000755,0.104281852
0.00076,0.10423812400000002
0.0007650000000000001,0.10353973000000001
0.0007700000000000001,0.10349441
0.0007750000000000001,0.10234797600000001
0.0007800000000000001,0.102367722
0.0007850000000000001,0.10109093799999999
0.00079,0.100932522
0.000795,0.10055732399999999
0.0008,0.10054666999999999
0.000805,0.10040799600000001
0.0008100000000000001,0.10046132399999999
0.0008150000000000001,0.101103714
0.0008200000000000001,0.101114656
0.0008250000000000001,0.10217094
0.0008300000000000001,0.10207200000000001
0.000835,0.10327172
0.00084,0.10343016000000001
0.000845,0.10388800000000001
0.0008500000000000001,0.10380802
0.0008550000000000001,0.10384744600000002
0.0008600000000000001,0.10374933
0.0008650000000000001,0.10310132999999999
0.0008700000000000001,0.103062652
0.000875,0.101953078
0.00088,0.10190479599999999
0.000885,0.10068453
0.0008900000000000001,0.100534924
0.0008950000000000001,0.10013146800000002
0.0009000000000000001,0.10019597799999999
0.0009050000000000001,0.10021200999999999
0.0009100000000000001,0.100277336
0.0009150000000000001,0.101046398
0.00092,0.10103253599999999
0.000925,0.10224986
0.00093,0.1022904
0.0009350000000000001,0.1035056
0.0009400000000000001,0.10359948000000001
0.0009450000000000001,0.10406534
0.0009500000000000001,0.10402268
0.0009550000000000001,0.10399680199999999
0.0009600000000000001,0.103943724
0.000965,0.103175736
0.00097,0.10314345
0.0009750000000000001,0.10205519
0.0009800000000000002,0.10202452
0.000985,0.100808542
0.00099,0.10062186400000002
0.000995,0.10025679800000001
0.001,0.10025893799999999
0.001005,0.10022132799999998
0.00101,0.10024614999999999
0.001015,0.100919998
0.00102,0.10095597599999999
0.001025,0.102072252
0.00103,0.102071998
0.0010350000000000001,0.10332854
0.0010400000000000001,0.10347226000000001
0.0010450000000000001,0.10383518
0.0010500000000000002,0.10383545999999999
0.0010550000000000002,0.103860544
0.0010600000000000002,0.103844526
0.0010650000000000002,0.10315597799999998
0.00107,0.103073598
0.001075,0.10191974399999999
0.00108,0.102006662
0.001085,0.10076345599999999
0.00109,0.100607442
0.001095,0.10019545599999999
0.0011,0.10019147800000001
0.001105,0.10018560400000001
0.00111,0.100167458
0.001115,0.10076053600000001
0.0011200000000000001,0.10072797600000001
0.0011250000000000001,0.101840266
0.0011300000000000001,0.101918124
0.0011350000000000002,0.10299357999999999
0.0011400000000000002,0.10319654
0.0011450000000000002,0.10354242
0.0011500000000000002,0.10351256
0.001155,0.103537064
0.00116,0.10346881
0.001165,0.10271093
0.00117,0.10271919
0.001175,0.10159414200000001
0.00118,0.10160773599999999
0.001185,0.100409342
0.00119,0.100229316
0.001195,0.09988424200000001
0.0012000000000000001,0.09986984800000001
0.0012050000000000001,0.09989413
0.0012100000000000001,0.099889578
0.0012150000000000002,0.100632516
0.0012200000000000002,0.10060133
0.0012250000000000002,0.101834672
0.0012300000000000002,0.10191973800000001
0.0012350000000000002,0.10323067999999999
0.00124,0.10340002
0.001245,0.10388532000000002
0.00125,0.10393333999999999
0.001255,0.104054398
0.00126,0.10401707199999999
0.001265,0.10335012399999999
0.00127,0.10331785600000001
0.001275,0.102209598
0.00128,0.10218265600000001
0.0012850000000000001,0.100958676
0.0012900000000000001,0.100807452
0.0012950000000000001,0.100417324
0.0013000000000000002,0.10052639
0.0013050000000000002,0.10049920400000001
0.0013100000000000002,0.100609584
0.0013150000000000002,0.10126721000000001
0.0013200000000000002,0.10136133
0.001325,0.10249252
0.00133,0.10246372
0.001335,0.10369759999999999
0.00134,0.1038552
0.001345,0.10427199999999999
0.00135,0.10422880000000001
0.001355,0.104236792
0.00136,0.10417279000000002
0.0013650000000000001,0.10342371800000001
0.0013700000000000001,0.10337067600000001
0.0013750000000000001,0.10223145
0.0013800000000000002,0.10219145799999999
0.0013850000000000002,0.10092025
0.0013900000000000002,0.10085707
0.0013950000000000002,0.100445308
0.0014000000000000002,0.10042826199999999
0.0014050000000000002,0.10043011799999998
0.00141,0.100394684
0.001415,0.10107493599999999
0.00142,0.10108694200000001
0.001425,0.10224506
0.00143,0.10229974
0.001435,0.1034704
0.00144,0.10366238000000001
0.001445,0.10406986
0.0014500000000000001,0.103996
0.0014550000000000001,0.10406265799999999
0.0014600000000000001,0.10406267
0.0014650000000000002,0.103328522
0.0014700000000000002,0.10334719799999999
0.0014750000000000002,0.102207738
0.0014800000000000002,0.102181598
0.0014850000000000002,0.100968256
0.0014900000000000002,0.100833062
0.001495,0.100449856
0.0015,0.100463732
0.001505,0.10043944999999999
0.00151,0.10043653599999999
0.001515,0.10110666799999998
0.00152,0.101128536
0.001525,0.1021568
0.0015300000000000001,0.10213757999999999
0.0015350000000000001,0.10320668
0.0015400000000000001,0.10334402000000001
0.0015450000000000001,0.10364666
0.0015500000000000002,0.10364237999999999
0.0015550000000000002,0.103602916
0.0015600000000000002,0.10351759
0.0015650000000000002,0.10282453600000001
0.0015700000000000002,0.10281118999999998
0.0015750000000000002,0.10167013
0.00158,0.101636788
0.001585,0.100487456
0.00159,0.100309596
0.001595,0.099966676
0.0016,0.09989920399999999
0.001605,0.0999312
0.00161,0.09998774
0.0016150000000000001,0.100741584
0.0016200000000000001,0.100723476
0.0016250000000000001,0.10191386
0.0016300000000000002,0.10192424
0.0016350000000000002,0.10313838
0.0016400000000000002,0.10326376
0.0016450000000000002,0.10364612
0.0016500000000000002,0.10362025999999999
0.0016550000000000002,0.10359412999999999
0.0016600000000000002,0.103563462
0.001665,0.10289466200000001
0.00167,0.10288478999999999
0.001675,0.101775468
0.00168,0.10177466400000001
0.001685,0.100551722
0.00169,0.100385608
0.0016950000000000001,0.10001864999999999
0.0017000000000000001,0.099993336
0.0017050000000000001,0.100009864
0.0017100000000000001,0.10006240200000001
0.0017150000000000002,0.10081359599999999
0.0017200000000000002,0.100781608
0.0017250000000000002,0.10209014000000001
0.0017300000000000002,0.10213094
0.0017350000000000002,0.10348695999999999
0.0017400000000000002,0.10353493999999999
0.0017450000000000002,0.10429840000000001
0.00175,0.10414106000000001
0.001755,0.104236778
0.00176,0.10422720599999999
0.001765,0.10352772400000002
0.00177,0.10356105600000001
0.001775,0.10240318799999999
0.0017800000000000001,0.10234799000000001
0.0017850000000000001,0.10114427
0.0017900000000000001,0.101009342
0.0017950000000000002,0.100602138
0.0018000000000000002,0.10061305000000001
0.0018050000000000002,0.100666934
0.0018100000000000002,0.10070826800000002
0.0018150000000000002,0.101604002
0.0018200000000000002,0.10159678800000001
0.0018250000000000002,0.1028256
0.0018300000000000002,0.10286238
0.001835,0.10400611999999998
0.00184,0.1041752
0.001845,0.10445308
0.00185,0.10447466000000001
0.001855,0.104451998
0.00186,0.10435495800000001
0.0018650000000000001,0.103654138
0.0018700000000000001,0.10362133600000001
0.0018750000000000001,0.102458924
0.0018800000000000002,0.102419984
0.0018850000000000002,0.10117813
0.0018900000000000002,0.10103013000000001
0.0018950000000000002,0.10062052800000001
