Time (s),Voltage (V)
0.0,0.60264
0.002,0.7604799
0.004,0.7609333
0.006,0.6525599
0.008,0.6558666
0.01,0.7894666
0.012,0.8103732
0.014,0.67632
0.016,0.6549333
0.018000000000000002,0.7714133
0.02,0.7029333
0.022,0.8151466
0.024,0.7799466
0.026000000000000002,0.6544533
0.028,0.6701333
0.03,0.8113333
0.032,0.7770933
0.034,0.6544533
0.036000000000000004,0.66776
0.038,0.7647466
0.04,0.7609333
0.042,0.6610933
0.044,0.6539733
0.046,0.7528533
0.048,0.7714133
0.05,0.6568266
0.052000000000000005,0.6668
0.054,0.7946933
0.056,0.7737866
0.058,0.6477866
0.06,0.6534933
0.062,0.7937333
0.064,0.7866133
0.066,0.65016
0.068,0.65824
0.07,0.8046933
0.07200000000000001,0.7885066
0.074,0.66776
0.076,0.6658666
0.078,0.7823466
0.08,0.70152
0.082,0.79232
0.084,0.65872
0.08600000000000001,0.7675999
0.088,0.7961333
0.09,0.7119733
0.092,0.7514399
0.094,0.6630133
0.096,0.69152
0.098,0.7823466
0.1,0.68536
0.10200000000000001,0.7742666
0.10400000000000001,0.78328
0.106,0.70864
0.108,0.6573066
0.11,0.7623733
0.112,0.79136
0.114,0.7243466
0.116,0.7405066
0.11800000000000001,0.6549333
0.12,0.68344
0.122,0.7856533
0.124,0.7866133
0.126,0.6525599
0.128,0.6710933
0.13,0.7985066
0.132,0.7880533
0.134,0.6658666
0.136,0.6639466
0.138,0.79136
0.14,0.7894666
0.14200000000000002,0.6653866
0.14400000000000002,0.6610933
0.146,0.7623733
0.148,0.79136
0.15,0.6801333
0.152,0.6886666
0.154,0.7761599
0.156,0.7704533
0.158,0.7262399
0.16,0.6820266
0.162,0.7851999
0.164,0.7775733
0.166,0.7143466
0.168,0.67488
0.17,0.7756799
0.17200000000000001,0.6706133
0.17400000000000002,0.7775733
0.176,0.6610933
0.178,0.7733066
0.18,0.6777333
0.182,0.7704533
0.184,0.6644266
0.186,0.7652266
0.188,0.77472
0.19,0.68488
0.192,0.7657066
0.194,0.6886666
0.196,0.7219466
0.198,0.7699733
0.2,0.7657066
0.202,0.7157866
0.20400000000000001,0.7290933
0.20600000000000002,0.7690133
0.20800000000000002,0.7675999
0.21,0.7276533
0.212,0.7704533
0.214,0.7167199
0.216,0.7699733
0.218,0.70912
0.22,0.7642666
0.222,0.692
0.224,0.7623733
0.226,0.6772799
0.228,0.6801333
0.23,0.7699733
0.232,0.6882133
0.234,0.7599999
0.23600000000000002,0.6796533
0.23800000000000002,0.7614133
0.24,0.6825066
0.242,0.7547733
0.244,0.6948533
0.246,0.7623733
0.248,0.6896266
0.25,0.7604799
0.252,0.7680799
0.254,0.7096
0.256,0.70152
0.258,0.7642666
0.26,0.7647466
0.262,0.7238666
0.264,0.6953333
0.266,0.7623733
0.268,0.7652266
0.27,0.7043733
0.272,0.68488
0.274,0.7476266
0.276,0.7604799
0.278,0.7238666
0.28,0.6862933
0.28200000000000003,0.80752
0.28400000000000003,0.7077066
0.28600000000000003,0.7576266
0.28800000000000003,0.69344
0.29,0.7894666
0.292,0.7951733
0.294,0.6991466
0.296,0.7561866
0.298,0.6729866
0.3,0.6872533
0.302,0.8274933
0.304,0.7557066
0.306,0.7029333
0.308,0.6777333
0.31,0.7538133
0.312,0.7595199
0.314,0.6867733
0.316,0.68344
0.318,0.7476266
0.32,0.69248
0.322,0.8108533
0.324,0.7785333
0.326,0.6962933
0.328,0.6905866
0.33,0.8432
0.332,0.8474666
0.334,0.6882133
0.336,0.7599999
0.338,0.6829866
0.34,0.8641066
0.342,0.6825066
0.34400000000000003,0.6967733
0.34600000000000003,0.7585599
0.34800000000000003,0.67632
0.35000000000000003,0.8545866
0.352,0.8379466
0.354,0.6991466
0.356,0.6701333
0.358,0.7885066
0.36,0.6801333
0.362,0.7485866
0.364,0.7381333
0.366,0.6691999
0.368,0.7328799
0.37,0.68344
0.372,0.6725066
0.374,0.7680799
0.376,0.6858133
0.378,0.7442933
0.38,0.6872533
0.382,0.8208533
0.384,0.7866133
0.386,0.67584
0.388,0.6891466
0.39,0.8617333
0.392,0.8721866
0.394,0.6810666
0.396,0.67632
0.398,0.8208533
0.4,0.8460533
0.402,0.68488
0.404,0.69344
0.406,0.8198933
0.40800000000000003,0.8737866
0.41000000000000003,0.7195733
0.41200000000000003,0.7300533
0.41400000000000003,0.6691999
0.41600000000000004,0.6725066
0.418,0.7295733
0.42,0.67584
0.422,0.7333599
0.424,0.67632
0.426,0.7666399
0.428,0.68488
0.43,0.8284533
0.432,0.8712266
0.434,0.6782133
0.436,0.69296
0.438,0.7633066
0.44,0.7067466
0.442,0.8355733
0.444,0.6877333
0.446,0.7657066
0.448,0.6777333
0.45,0.8737866
0.452,0.8737866
0.454,0.6801333
0.456,0.6810666
0.458,0.8737866
0.46,0.8737866
0.462,0.6972266
0.464,0.6777333
0.466,0.7609333
0.468,0.6805866
0.47000000000000003,0.78328
0.47200000000000003,0.6872533
0.47400000000000003,0.83416
0.47600000000000003,0.7153066
0.47800000000000004,0.6820266
0.48,0.6768
0.482,0.8489066
0.484,0.8474666
0.486,0.68344
0.488,0.6810666
0.49,0.8365332
0.492,0.8498399
0.494,0.6844
0.496,0.6772799
0.498,0.8737866
0.5,0.8737866
0.502,0.70008
0.504,0.7718666
0.506,0.69296
0.508,0.8737866
0.51,0.7276533
0.512,0.6815466
0.514,0.7794933
0.516,0.68488
0.518,0.8389066
0.52,0.83464
0.522,0.6801333
0.524,0.7870933
0.526,0.6796533
0.528,0.7675999
0.53,0.6768
0.532,0.8583999
0.534,0.7257599
0.536,0.68344
0.538,0.7538133
0.54,0.68392
0.542,0.8737866
0.544,0.8612533
0.546,0.6844
0.548,0.6877333
0.55,0.8674399
0.552,0.8737866
0.554,0.69296
0.556,0.70864
0.558,0.8737866
0.56,0.8737866
0.562,0.70152
0.5640000000000001,0.6815466
0.5660000000000001,0.8389066
0.5680000000000001,0.8737866
0.5700000000000001,0.70008
0.5720000000000001,0.7457333
0.5740000000000001,0.6782133
0.5760000000000001,0.69392
0.578,0.82608
0.58,0.6820266
0.582,0.8284533
0.584,0.8037333
0.586,0.6862933
0.588,0.69152
0.59,0.8450933
0.592,0.8737866
0.594,0.6825066
0.596,0.6805866
0.598,0.7937333
0.6,0.7405066
0.602,0.8737866
0.604,0.8251199
0.606,0.70008
0.608,0.6943733
0.61,0.8737866
0.612,0.8737866
0.614,0.7096
0.616,0.6962933
0.618,0.8664799
0.62,0.8737866
0.622,0.68344
0.624,0.6810666
0.626,0.8308266
0.628,0.8308266
0.63,0.6796533
0.632,0.67632
0.634,0.7989866
0.636,0.67584
0.638,0.71768
0.64,0.6777333
0.642,0.8607733
0.644,0.8436533
0.646,0.6777333
0.648,0.67488
0.65,0.8737866
0.652,0.8698133
0.654,0.6820266
0.656,0.6905866
0.658,0.8493599
0.66,0.8702933
0.662,0.69392
0.664,0.7818666
0.666,0.69392
0.668,0.7057866
0.67,0.8737866
0.672,0.8712266
0.674,0.6715733
0.676,0.6786933
0.678,0.8198933
0.68,0.8284533
0.682,0.6953333
0.684,0.8056266
0.686,0.67632
0.6880000000000001,0.6734666
0.6900000000000001,0.7442933
0.6920000000000001,0.8479466
0.6940000000000001,0.6710933
0.6960000000000001,0.7229066
0.6980000000000001,0.67632
0.7000000000000001,0.6805866
0.7020000000000001,0.8641066
0.704,0.68488
0.706,0.7680799
0.708,0.6715733
0.71,0.8707733
0.712,0.8598399
0.714,0.6825066
0.716,0.7057866
0.718,0.8522133
0.72,0.8737866
0.722,0.6810666
0.724,0.6810666
0.726,0.81752
0.728,0.8498399
0.73,0.6829866
