Time (s),Voltage (V)
0.0,0.1652666
0.002,0.2086667
0.004,0.1208
0.006,0.2303333
0.008,0.2325333
0.01,0.1132
0.012,0.2292666
0.014,0.1164667
0.016,0.2162666
0.018000000000000002,0.1088667
0.02,0.1219333
0.022,0.2282
0.024,0.2010666
0.026000000000000002,0.1002
0.028,0.1078
0.03,0.2270667
0.032,0.1956666
0.034,0.1056667
0.036000000000000004,0.1154
0.038,0.2216666
0.04,0.1934666
0.042,0.1088667
0.044,0.2086667
0.046,0.1186667
0.048,0.1945333
0.05,0.09806666
0.052000000000000005,0.1186667
0.054,0.2216666
0.056,0.1056667
0.058,0.2032
0.06,0.11
0.062,0.2238
0.064,0.2108
0.066,0.1262667
0.068,0.2194666
0.07,0.1034667
0.07200000000000001,0.226
0.074,0.1164667
0.076,0.2270667
0.078,0.1024
0.08,0.2206
0.082,0.1132
0.084,0.1121333
0.08600000000000001,0.2064666
0.088,0.2173333
0.09,0.1186667
0.092,0.1262667
0.094,0.2227333
0.096,0.2216666
0.098,0.1110667
0.1,0.1110667
0.10200000000000001,0.2021333
0.10400000000000001,0.2184
0.106,0.1164667
0.108,0.1143333
0.11,0.1967333
0.112,0.1414
0.114,0.2194666
0.116,0.2119333
0.11800000000000001,0.1078
0.12,0.1262667
0.122,0.2216666
0.124,0.2140666
0.126,0.1002
0.128,0.1110667
0.13,0.2151333
0.132,0.2216666
0.134,0.1110667
0.136,0.1175333
0.138,0.2194666
0.14,0.2194666
0.14200000000000002,0.1197333
0.14400000000000002,0.1219333
0.146,0.2162666
0.148,0.2162666
0.15,0.1143333
0.152,0.1262667
0.154,0.2238
0.156,0.2108
0.158,0.1045333
0.16,0.1121333
0.162,0.2227333
0.164,0.2270667
0.166,0.1078
0.168,0.1034667
0.17,0.2173333
0.17200000000000001,0.2162666
0.17400000000000002,0.1110667
0.176,0.1088667
0.178,0.2010666
0.18,0.2238
0.182,0.1446667
0.184,0.1956666
0.186,0.1012667
0.188,0.1414
0.19,0.2194666
0.192,0.2
0.194,0.1110667
0.196,0.2206
0.198,0.1457333
0.2,0.1154
0.202,0.2216666
0.20400000000000001,0.2173333
0.20600000000000002,0.1349333
0.20800000000000002,0.1088667
0.21,0.2054
0.212,0.2173333
0.214,0.1240667
0.216,0.2064666
0.218,0.09806666
0.22,0.1078
0.222,0.2173333
0.224,0.1024
0.226,0.2184
0.228,0.1132
0.23,0.2108
0.232,0.2119333
0.234,0.1056667
0.23600000000000002,0.1034667
0.23800000000000002,0.2162666
0.24,0.2173333
0.242,0.1370666
0.244,0.123
0.246,0.2184
0.248,0.2282
0.25,0.1414
0.252,0.1446667
0.254,0.2206
0.256,0.213
0.258,0.1414
0.26,0.1251333
0.262,0.2184
0.264,0.213
0.266,0.1056667
0.268,0.1024
0.27,0.2043333
0.272,0.2108
0.274,0.1327333
0.276,0.1012667
0.278,0.1978
0.28,0.1349333
0.28200000000000003,0.2151333
0.28400000000000003,0.2108
0.28600000000000003,0.1002
0.28800000000000003,0.1002
0.29,0.2270667
0.292,0.1414
0.294,0.2206
0.296,0.1240667
0.298,0.2173333
0.3,0.2097333
0.302,0.1370666
0.304,0.1370666
0.306,0.2162666
0.308,0.2194666
0.31,0.1262667
0.312,0.2194666
0.314,0.1403333
0.316,0.2097333
0.318,0.1067333
0.32,0.1154
0.322,0.2108
0.324,0.213
0.326,0.1088667
0.328,0.1088667
0.33,0.2162666
0.332,0.213
0.334,0.1240667
0.336,0.1024
0.338,0.2151333
0.34,0.1382
0.342,0.213
0.34400000000000003,0.2054
0.34600000000000003,0.1056667
0.34800000000000003,0.2108
